QtBids,QBid1,QBid2,Tau,ForTime
3401,9673,9673,2,2
3401,9673,9674,2,3
3401,9674,9674,3,3
3401,9673,9675,2,4
3401,9674,9675,3,4
3401,9675,9675,4,4
3402,9676,9676,2,2
3402,9676,9677,2,3
3402,9677,9677,3,3
3402,9676,9678,2,4
3402,9677,9678,3,4
3402,9678,9678,4,4
3403,9679,9679,2,2
3403,9679,9680,2,3
3403,9680,9680,3,3
3403,9679,9681,2,4
3403,9680,9681,3,4
3403,9681,9681,4,4
3404,9682,9682,2,2
3404,9682,9683,2,3
3404,9683,9683,3,3
3404,9682,9684,2,4
3404,9683,9684,3,4
3404,9684,9684,4,4
3405,9685,9685,2,2
3405,9685,9686,2,3
3405,9686,9686,3,3
3405,9685,9687,2,4
3405,9686,9687,3,4
3405,9687,9687,4,4
3406,9688,9688,2,2
3406,9688,9689,2,3
3406,9689,9689,3,3
3406,9688,9690,2,4
3406,9689,9690,3,4
3406,9690,9690,4,4
3407,9691,9691,2,2
3407,9691,9692,2,3
3407,9692,9692,3,3
3407,9691,9693,2,4
3407,9692,9693,3,4
3407,9693,9693,4,4
3408,9694,9694,2,2
3408,9694,9695,2,3
3408,9695,9695,3,3
3408,9694,9696,2,4
3408,9695,9696,3,4
3408,9696,9696,4,4
3409,9697,9697,2,2
3409,9697,9698,2,3
3409,9698,9698,3,3
3409,9697,9699,2,4
3409,9698,9699,3,4
3409,9699,9699,4,4
3410,9700,9700,2,2
3410,9700,9701,2,3
3410,9701,9701,3,3
3410,9700,9702,2,4
3410,9701,9702,3,4
3410,9702,9702,4,4
3411,9703,9703,2,2
3411,9703,9704,2,3
3411,9704,9704,3,3
3411,9703,9705,2,4
3411,9704,9705,3,4
3411,9705,9705,4,4
3412,9706,9706,2,2
3412,9706,9707,2,3
3412,9707,9707,3,3
3412,9706,9708,2,4
3412,9707,9708,3,4
3412,9708,9708,4,4
3413,9709,9709,2,2
3413,9709,9710,2,3
3413,9710,9710,3,3
3413,9709,9711,2,4
3413,9710,9711,3,4
3413,9711,9711,4,4
3414,9712,9712,2,2
3414,9712,9713,2,3
3414,9713,9713,3,3
3414,9712,9714,2,4
3414,9713,9714,3,4
3414,9714,9714,4,4
3415,9715,9715,2,2
3415,9715,9716,2,3
3415,9716,9716,3,3
3415,9715,9717,2,4
3415,9716,9717,3,4
3415,9717,9717,4,4
3416,9718,9718,2,2
3416,9718,9719,2,3
3416,9719,9719,3,3
3416,9718,9720,2,4
3416,9719,9720,3,4
3416,9720,9720,4,4
3417,9721,9721,2,2
3417,9721,9722,2,3
3417,9722,9722,3,3
3417,9721,9723,2,4
3417,9722,9723,3,4
3417,9723,9723,4,4
3418,9724,9724,2,2
3418,9724,9725,2,3
3418,9725,9725,3,3
3418,9724,9726,2,4
3418,9725,9726,3,4
3418,9726,9726,4,4
3419,9727,9727,2,2
3419,9727,9728,2,3
3419,9728,9728,3,3
3419,9727,9729,2,4
3419,9728,9729,3,4
3419,9729,9729,4,4
3420,9730,9730,2,2
3420,9730,9731,2,3
3420,9731,9731,3,3
3420,9730,9732,2,4
3420,9731,9732,3,4
3420,9732,9732,4,4
3421,9733,9733,2,2
3421,9733,9734,2,3
3421,9734,9734,3,3
3421,9733,9735,2,4
3421,9734,9735,3,4
3421,9735,9735,4,4
3422,9736,9736,2,2
3422,9736,9737,2,3
3422,9737,9737,3,3
3422,9736,9738,2,4
3422,9737,9738,3,4
3422,9738,9738,4,4
3423,9739,9739,2,2
3423,9739,9740,2,3
3423,9740,9740,3,3
3423,9739,9741,2,4
3423,9740,9741,3,4
3423,9741,9741,4,4
3424,9742,9742,2,2
3424,9742,9743,2,3
3424,9743,9743,3,3
3424,9742,9744,2,4
3424,9743,9744,3,4
3424,9744,9744,4,4
3425,9745,9745,2,2
3425,9745,9746,2,3
3425,9746,9746,3,3
3425,9745,9747,2,4
3425,9746,9747,3,4
3425,9747,9747,4,4
3426,9748,9748,2,2
3426,9748,9749,2,3
3426,9749,9749,3,3
3426,9748,9750,2,4
3426,9749,9750,3,4
3426,9750,9750,4,4
3427,9751,9751,2,2
3427,9751,9752,2,3
3427,9752,9752,3,3
3427,9751,9753,2,4
3427,9752,9753,3,4
3427,9753,9753,4,4
3428,9754,9754,2,2
3428,9754,9755,2,3
3428,9755,9755,3,3
3428,9754,9756,2,4
3428,9755,9756,3,4
3428,9756,9756,4,4
3429,9757,9757,2,2
3429,9757,9758,2,3
3429,9758,9758,3,3
3429,9757,9759,2,4
3429,9758,9759,3,4
3429,9759,9759,4,4
3430,9760,9760,2,2
3430,9760,9761,2,3
3430,9761,9761,3,3
3430,9760,9762,2,4
3430,9761,9762,3,4
3430,9762,9762,4,4
3431,9763,9763,2,2
3431,9763,9764,2,3
3431,9764,9764,3,3
3431,9763,9765,2,4
3431,9764,9765,3,4
3431,9765,9765,4,4
3432,9766,9766,2,2
3432,9766,9767,2,3
3432,9767,9767,3,3
3432,9766,9768,2,4
3432,9767,9768,3,4
3432,9768,9768,4,4
3433,9769,9769,2,2
3433,9769,9770,2,3
3433,9770,9770,3,3
3433,9769,9771,2,4
3433,9770,9771,3,4
3433,9771,9771,4,4
3434,9772,9772,2,2
3434,9772,9773,2,3
3434,9773,9773,3,3
3434,9772,9774,2,4
3434,9773,9774,3,4
3434,9774,9774,4,4
3435,9775,9775,2,2
3435,9775,9776,2,3
3435,9776,9776,3,3
3435,9775,9777,2,4
3435,9776,9777,3,4
3435,9777,9777,4,4
3436,9778,9778,2,2
3436,9778,9779,2,3
3436,9779,9779,3,3
3436,9778,9780,2,4
3436,9779,9780,3,4
3436,9780,9780,4,4
3437,9781,9781,2,2
3437,9781,9782,2,3
3437,9782,9782,3,3
3437,9781,9783,2,4
3437,9782,9783,3,4
3437,9783,9783,4,4
3438,9784,9784,2,2
3438,9784,9785,2,3
3438,9785,9785,3,3
3438,9784,9786,2,4
3438,9785,9786,3,4
3438,9786,9786,4,4
3439,9787,9787,2,2
3439,9787,9788,2,3
3439,9788,9788,3,3
3439,9787,9789,2,4
3439,9788,9789,3,4
3439,9789,9789,4,4
3440,9790,9790,2,2
3440,9790,9791,2,3
3440,9791,9791,3,3
3440,9790,9792,2,4
3440,9791,9792,3,4
3440,9792,9792,4,4
3441,9793,9793,2,2
3441,9793,9794,2,3
3441,9794,9794,3,3
3441,9793,9795,2,4
3441,9794,9795,3,4
3441,9795,9795,4,4
3442,9796,9796,2,2
3442,9796,9797,2,3
3442,9797,9797,3,3
3442,9796,9798,2,4
3442,9797,9798,3,4
3442,9798,9798,4,4
3443,9799,9799,2,2
3443,9799,9800,2,3
3443,9800,9800,3,3
3443,9799,9801,2,4
3443,9800,9801,3,4
3443,9801,9801,4,4
3444,9802,9802,2,2
3444,9802,9803,2,3
3444,9803,9803,3,3
3444,9802,9804,2,4
3444,9803,9804,3,4
3444,9804,9804,4,4
3445,9805,9805,2,2
3445,9805,9806,2,3
3445,9806,9806,3,3
3445,9805,9807,2,4
3445,9806,9807,3,4
3445,9807,9807,4,4
3446,9808,9808,2,2
3446,9808,9809,2,3
3446,9809,9809,3,3
3446,9808,9810,2,4
3446,9809,9810,3,4
3446,9810,9810,4,4
3447,9811,9811,2,2
3447,9811,9812,2,3
3447,9812,9812,3,3
3447,9811,9813,2,4
3447,9812,9813,3,4
3447,9813,9813,4,4
3448,9814,9814,2,2
3448,9814,9815,2,3
3448,9815,9815,3,3
3448,9814,9816,2,4
3448,9815,9816,3,4
3448,9816,9816,4,4
3449,9817,9817,2,2
3449,9817,9818,2,3
3449,9818,9818,3,3
3449,9817,9819,2,4
3449,9818,9819,3,4
3449,9819,9819,4,4
3450,9820,9820,2,2
3450,9820,9821,2,3
3450,9821,9821,3,3
3450,9820,9822,2,4
3450,9821,9822,3,4
3450,9822,9822,4,4
3451,9823,9823,2,2
3451,9823,9824,2,3
3451,9824,9824,3,3
3451,9823,9825,2,4
3451,9824,9825,3,4
3451,9825,9825,4,4
3452,9826,9826,2,2
3452,9826,9827,2,3
3452,9827,9827,3,3
3452,9826,9828,2,4
3452,9827,9828,3,4
3452,9828,9828,4,4
3453,9829,9829,2,2
3453,9829,9830,2,3
3453,9830,9830,3,3
3453,9829,9831,2,4
3453,9830,9831,3,4
3453,9831,9831,4,4
3454,9832,9832,2,2
3454,9832,9833,2,3
3454,9833,9833,3,3
3454,9832,9834,2,4
3454,9833,9834,3,4
3454,9834,9834,4,4
3455,9835,9835,2,2
3455,9835,9836,2,3
3455,9836,9836,3,3
3455,9835,9837,2,4
3455,9836,9837,3,4
3455,9837,9837,4,4
3456,9838,9838,2,2
3456,9838,9839,2,3
3456,9839,9839,3,3
3456,9838,9840,2,4
3456,9839,9840,3,4
3456,9840,9840,4,4
3457,9841,9841,2,2
3457,9841,9842,2,3
3457,9842,9842,3,3
3457,9841,9843,2,4
3457,9842,9843,3,4
3457,9843,9843,4,4
3458,9844,9844,2,2
3458,9844,9845,2,3
3458,9845,9845,3,3
3458,9844,9846,2,4
3458,9845,9846,3,4
3458,9846,9846,4,4
3459,9847,9847,2,2
3459,9847,9848,2,3
3459,9848,9848,3,3
3459,9847,9849,2,4
3459,9848,9849,3,4
3459,9849,9849,4,4
3460,9850,9850,2,2
3460,9850,9851,2,3
3460,9851,9851,3,3
3460,9850,9852,2,4
3460,9851,9852,3,4
3460,9852,9852,4,4
3461,9853,9853,2,2
3461,9853,9854,2,3
3461,9854,9854,3,3
3461,9853,9855,2,4
3461,9854,9855,3,4
3461,9855,9855,4,4
3462,9856,9856,2,2
3462,9856,9857,2,3
3462,9857,9857,3,3
3462,9856,9858,2,4
3462,9857,9858,3,4
3462,9858,9858,4,4
3463,9859,9859,2,2
3463,9859,9860,2,3
3463,9860,9860,3,3
3463,9859,9861,2,4
3463,9860,9861,3,4
3463,9861,9861,4,4
3464,9862,9862,2,2
3464,9862,9863,2,3
3464,9863,9863,3,3
3464,9862,9864,2,4
3464,9863,9864,3,4
3464,9864,9864,4,4
3465,9865,9865,2,2
3465,9865,9866,2,3
3465,9866,9866,3,3
3465,9865,9867,2,4
3465,9866,9867,3,4
3465,9867,9867,4,4
3466,9868,9868,2,2
3466,9868,9869,2,3
3466,9869,9869,3,3
3466,9868,9870,2,4
3466,9869,9870,3,4
3466,9870,9870,4,4
3467,9871,9871,2,2
3467,9871,9872,2,3
3467,9872,9872,3,3
3467,9871,9873,2,4
3467,9872,9873,3,4
3467,9873,9873,4,4
3468,9874,9874,2,2
3468,9874,9875,2,3
3468,9875,9875,3,3
3468,9874,9876,2,4
3468,9875,9876,3,4
3468,9876,9876,4,4
3469,9877,9877,2,2
3469,9877,9878,2,3
3469,9878,9878,3,3
3469,9877,9879,2,4
3469,9878,9879,3,4
3469,9879,9879,4,4
3470,9880,9880,2,2
3470,9880,9881,2,3
3470,9881,9881,3,3
3470,9880,9882,2,4
3470,9881,9882,3,4
3470,9882,9882,4,4
3471,9883,9883,2,2
3471,9883,9884,2,3
3471,9884,9884,3,3
3471,9883,9885,2,4
3471,9884,9885,3,4
3471,9885,9885,4,4
3472,9886,9886,2,2
3472,9886,9887,2,3
3472,9887,9887,3,3
3472,9886,9888,2,4
3472,9887,9888,3,4
3472,9888,9888,4,4
3473,9889,9889,2,2
3473,9889,9890,2,3
3473,9890,9890,3,3
3473,9889,9891,2,4
3473,9890,9891,3,4
3473,9891,9891,4,4
3474,9892,9892,2,2
3474,9892,9893,2,3
3474,9893,9893,3,3
3474,9892,9894,2,4
3474,9893,9894,3,4
3474,9894,9894,4,4
3475,9895,9895,2,2
3475,9895,9896,2,3
3475,9896,9896,3,3
3475,9895,9897,2,4
3475,9896,9897,3,4
3475,9897,9897,4,4
3476,9898,9898,2,2
3476,9898,9899,2,3
3476,9899,9899,3,3
3476,9898,9900,2,4
3476,9899,9900,3,4
3476,9900,9900,4,4
3477,9901,9901,2,2
3477,9901,9902,2,3
3477,9902,9902,3,3
3477,9901,9903,2,4
3477,9902,9903,3,4
3477,9903,9903,4,4
3478,9904,9904,2,2
3478,9904,9905,2,3
3478,9905,9905,3,3
3478,9904,9906,2,4
3478,9905,9906,3,4
3478,9906,9906,4,4
3479,9907,9907,2,2
3479,9907,9908,2,3
3479,9908,9908,3,3
3479,9907,9909,2,4
3479,9908,9909,3,4
3479,9909,9909,4,4
3480,9910,9910,2,2
3480,9910,9911,2,3
3480,9911,9911,3,3
3480,9910,9912,2,4
3480,9911,9912,3,4
3480,9912,9912,4,4
3481,9913,9913,2,2
3481,9913,9914,2,3
3481,9914,9914,3,3
3481,9913,9915,2,4
3481,9914,9915,3,4
3481,9915,9915,4,4
3482,9916,9916,2,2
3482,9916,9917,2,3
3482,9917,9917,3,3
3482,9916,9918,2,4
3482,9917,9918,3,4
3482,9918,9918,4,4
3483,9919,9919,2,2
3483,9919,9920,2,3
3483,9920,9920,3,3
3483,9919,9921,2,4
3483,9920,9921,3,4
3483,9921,9921,4,4
3484,9922,9922,2,2
3484,9922,9923,2,3
3484,9923,9923,3,3
3484,9922,9924,2,4
3484,9923,9924,3,4
3484,9924,9924,4,4
3485,9925,9925,2,2
3485,9925,9926,2,3
3485,9926,9926,3,3
3485,9925,9927,2,4
3485,9926,9927,3,4
3485,9927,9927,4,4
3486,9928,9928,2,2
3486,9928,9929,2,3
3486,9929,9929,3,3
3486,9928,9930,2,4
3486,9929,9930,3,4
3486,9930,9930,4,4
3487,9931,9931,2,2
3487,9931,9932,2,3
3487,9932,9932,3,3
3487,9931,9933,2,4
3487,9932,9933,3,4
3487,9933,9933,4,4
3488,9934,9934,2,2
3488,9934,9935,2,3
3488,9935,9935,3,3
3488,9934,9936,2,4
3488,9935,9936,3,4
3488,9936,9936,4,4
3489,9937,9937,2,2
3489,9937,9938,2,3
3489,9938,9938,3,3
3489,9937,9939,2,4
3489,9938,9939,3,4
3489,9939,9939,4,4
3490,9940,9940,2,2
3490,9940,9941,2,3
3490,9941,9941,3,3
3490,9940,9942,2,4
3490,9941,9942,3,4
3490,9942,9942,4,4
3491,9943,9943,2,2
3491,9943,9944,2,3
3491,9944,9944,3,3
3491,9943,9945,2,4
3491,9944,9945,3,4
3491,9945,9945,4,4
3492,9946,9946,2,2
3492,9946,9947,2,3
3492,9947,9947,3,3
3492,9946,9948,2,4
3492,9947,9948,3,4
3492,9948,9948,4,4
3493,9949,9949,2,2
3493,9949,9950,2,3
3493,9950,9950,3,3
3493,9949,9951,2,4
3493,9950,9951,3,4
3493,9951,9951,4,4
3494,9952,9952,2,2
3494,9952,9953,2,3
3494,9953,9953,3,3
3494,9952,9954,2,4
3494,9953,9954,3,4
3494,9954,9954,4,4
3495,9955,9955,2,2
3495,9955,9956,2,3
3495,9956,9956,3,3
3495,9955,9957,2,4
3495,9956,9957,3,4
3495,9957,9957,4,4
3496,9958,9958,2,2
3496,9958,9959,2,3
3496,9959,9959,3,3
3496,9958,9960,2,4
3496,9959,9960,3,4
3496,9960,9960,4,4
3497,9961,9961,2,2
3497,9961,9962,2,3
3497,9962,9962,3,3
3497,9961,9963,2,4
3497,9962,9963,3,4
3497,9963,9963,4,4
3498,9964,9964,2,2
3498,9964,9965,2,3
3498,9965,9965,3,3
3498,9964,9966,2,4
3498,9965,9966,3,4
3498,9966,9966,4,4
3499,9967,9967,2,2
3499,9967,9968,2,3
3499,9968,9968,3,3
3499,9967,9969,2,4
3499,9968,9969,3,4
3499,9969,9969,4,4
3500,9970,9970,2,2
3500,9970,9971,2,3
3500,9971,9971,3,3
3500,9970,9972,2,4
3500,9971,9972,3,4
3500,9972,9972,4,4
3501,9973,9973,2,2
3501,9973,9974,2,3
3501,9974,9974,3,3
3501,9973,9975,2,4
3501,9974,9975,3,4
3501,9975,9975,4,4
3502,9976,9976,2,2
3502,9976,9977,2,3
3502,9977,9977,3,3
3502,9976,9978,2,4
3502,9977,9978,3,4
3502,9978,9978,4,4
3503,9979,9979,2,2
3503,9979,9980,2,3
3503,9980,9980,3,3
3503,9979,9981,2,4
3503,9980,9981,3,4
3503,9981,9981,4,4
3504,9982,9982,2,2
3504,9982,9983,2,3
3504,9983,9983,3,3
3504,9982,9984,2,4
3504,9983,9984,3,4
3504,9984,9984,4,4
3505,9985,9985,2,2
3505,9985,9986,2,3
3505,9986,9986,3,3
3505,9985,9987,2,4
3505,9986,9987,3,4
3505,9987,9987,4,4
3506,9988,9988,2,2
3506,9988,9989,2,3
3506,9989,9989,3,3
3506,9988,9990,2,4
3506,9989,9990,3,4
3506,9990,9990,4,4
3507,9991,9991,2,2
3507,9991,9992,2,3
3507,9992,9992,3,3
3507,9991,9993,2,4
3507,9992,9993,3,4
3507,9993,9993,4,4
3508,9994,9994,2,2
3508,9994,9995,2,3
3508,9995,9995,3,3
3508,9994,9996,2,4
3508,9995,9996,3,4
3508,9996,9996,4,4
3509,9997,9997,2,2
3509,9997,9998,2,3
3509,9998,9998,3,3
3509,9997,9999,2,4
3509,9998,9999,3,4
3509,9999,9999,4,4
3510,10000,10000,2,2
3510,10000,10001,2,3
3510,10001,10001,3,3
3510,10000,10002,2,4
3510,10001,10002,3,4
3510,10002,10002,4,4
3511,10003,10003,2,2
3511,10003,10004,2,3
3511,10004,10004,3,3
3511,10003,10005,2,4
3511,10004,10005,3,4
3511,10005,10005,4,4
3512,10006,10006,2,2
3512,10006,10007,2,3
3512,10007,10007,3,3
3512,10006,10008,2,4
3512,10007,10008,3,4
3512,10008,10008,4,4
3513,10009,10009,2,2
3513,10009,10010,2,3
3513,10010,10010,3,3
3513,10009,10011,2,4
3513,10010,10011,3,4
3513,10011,10011,4,4
3514,10012,10012,2,2
3514,10012,10013,2,3
3514,10013,10013,3,3
3514,10012,10014,2,4
3514,10013,10014,3,4
3514,10014,10014,4,4
3515,10015,10015,2,2
3515,10015,10016,2,3
3515,10016,10016,3,3
3515,10015,10017,2,4
3515,10016,10017,3,4
3515,10017,10017,4,4
3516,10018,10018,2,2
3516,10018,10019,2,3
3516,10019,10019,3,3
3516,10018,10020,2,4
3516,10019,10020,3,4
3516,10020,10020,4,4
3517,10021,10021,2,2
3517,10021,10022,2,3
3517,10022,10022,3,3
3517,10021,10023,2,4
3517,10022,10023,3,4
3517,10023,10023,4,4
3518,10024,10024,2,2
3518,10024,10025,2,3
3518,10025,10025,3,3
3518,10024,10026,2,4
3518,10025,10026,3,4
3518,10026,10026,4,4
3519,10027,10027,2,2
3519,10027,10028,2,3
3519,10028,10028,3,3
3519,10027,10029,2,4
3519,10028,10029,3,4
3519,10029,10029,4,4
3520,10030,10030,2,2
3520,10030,10031,2,3
3520,10031,10031,3,3
3520,10030,10032,2,4
3520,10031,10032,3,4
3520,10032,10032,4,4
3521,10033,10033,2,2
3521,10033,10034,2,3
3521,10034,10034,3,3
3521,10033,10035,2,4
3521,10034,10035,3,4
3521,10035,10035,4,4
3522,10036,10036,2,2
3522,10036,10037,2,3
3522,10037,10037,3,3
3522,10036,10038,2,4
3522,10037,10038,3,4
3522,10038,10038,4,4
3523,10039,10039,2,2
3523,10039,10040,2,3
3523,10040,10040,3,3
3523,10039,10041,2,4
3523,10040,10041,3,4
3523,10041,10041,4,4
3524,10042,10042,2,2
3524,10042,10043,2,3
3524,10043,10043,3,3
3524,10042,10044,2,4
3524,10043,10044,3,4
3524,10044,10044,4,4
3525,10045,10045,2,2
3525,10045,10046,2,3
3525,10046,10046,3,3
3525,10045,10047,2,4
3525,10046,10047,3,4
3525,10047,10047,4,4
3526,10048,10048,2,2
3526,10048,10049,2,3
3526,10049,10049,3,3
3526,10048,10050,2,4
3526,10049,10050,3,4
3526,10050,10050,4,4
3527,10051,10051,2,2
3527,10051,10052,2,3
3527,10052,10052,3,3
3527,10051,10053,2,4
3527,10052,10053,3,4
3527,10053,10053,4,4
3528,10054,10054,2,2
3528,10054,10055,2,3
3528,10055,10055,3,3
3528,10054,10056,2,4
3528,10055,10056,3,4
3528,10056,10056,4,4
3529,10057,10057,2,2
3529,10057,10058,2,3
3529,10058,10058,3,3
3529,10057,10059,2,4
3529,10058,10059,3,4
3529,10059,10059,4,4
3530,10060,10060,2,2
3530,10060,10061,2,3
3530,10061,10061,3,3
3530,10060,10062,2,4
3530,10061,10062,3,4
3530,10062,10062,4,4
3531,10063,10063,2,2
3531,10063,10064,2,3
3531,10064,10064,3,3
3531,10063,10065,2,4
3531,10064,10065,3,4
3531,10065,10065,4,4
3532,10066,10066,2,2
3532,10066,10067,2,3
3532,10067,10067,3,3
3532,10066,10068,2,4
3532,10067,10068,3,4
3532,10068,10068,4,4
3533,10069,10069,2,2
3533,10069,10070,2,3
3533,10070,10070,3,3
3533,10069,10071,2,4
3533,10070,10071,3,4
3533,10071,10071,4,4
3534,10072,10072,2,2
3534,10072,10073,2,3
3534,10073,10073,3,3
3534,10072,10074,2,4
3534,10073,10074,3,4
3534,10074,10074,4,4
3535,10075,10075,2,2
3535,10075,10076,2,3
3535,10076,10076,3,3
3535,10075,10077,2,4
3535,10076,10077,3,4
3535,10077,10077,4,4
3536,10078,10078,2,2
3536,10078,10079,2,3
3536,10079,10079,3,3
3536,10078,10080,2,4
3536,10079,10080,3,4
3536,10080,10080,4,4
3537,10081,10081,2,2
3537,10081,10082,2,3
3537,10082,10082,3,3
3537,10081,10083,2,4
3537,10082,10083,3,4
3537,10083,10083,4,4
3538,10084,10084,2,2
3538,10084,10085,2,3
3538,10085,10085,3,3
3538,10084,10086,2,4
3538,10085,10086,3,4
3538,10086,10086,4,4
3539,10087,10087,2,2
3539,10087,10088,2,3
3539,10088,10088,3,3
3539,10087,10089,2,4
3539,10088,10089,3,4
3539,10089,10089,4,4
3540,10090,10090,2,2
3540,10090,10091,2,3
3540,10091,10091,3,3
3540,10090,10092,2,4
3540,10091,10092,3,4
3540,10092,10092,4,4
3541,10093,10093,2,2
3541,10093,10094,2,3
3541,10094,10094,3,3
3541,10093,10095,2,4
3541,10094,10095,3,4
3541,10095,10095,4,4
3542,10096,10096,2,2
3542,10096,10097,2,3
3542,10097,10097,3,3
3542,10096,10098,2,4
3542,10097,10098,3,4
3542,10098,10098,4,4
3543,10099,10099,2,2
3543,10099,10100,2,3
3543,10100,10100,3,3
3543,10099,10101,2,4
3543,10100,10101,3,4
3543,10101,10101,4,4
3544,10102,10102,2,2
3544,10102,10103,2,3
3544,10103,10103,3,3
3544,10102,10104,2,4
3544,10103,10104,3,4
3544,10104,10104,4,4
3545,10105,10105,2,2
3545,10105,10106,2,3
3545,10106,10106,3,3
3545,10105,10107,2,4
3545,10106,10107,3,4
3545,10107,10107,4,4
3546,10108,10108,2,2
3546,10108,10109,2,3
3546,10109,10109,3,3
3546,10108,10110,2,4
3546,10109,10110,3,4
3546,10110,10110,4,4
3547,10111,10111,2,2
3547,10111,10112,2,3
3547,10112,10112,3,3
3547,10111,10113,2,4
3547,10112,10113,3,4
3547,10113,10113,4,4
3548,10114,10114,2,2
3548,10114,10115,2,3
3548,10115,10115,3,3
3548,10114,10116,2,4
3548,10115,10116,3,4
3548,10116,10116,4,4
3549,10117,10117,2,2
3549,10117,10118,2,3
3549,10118,10118,3,3
3549,10117,10119,2,4
3549,10118,10119,3,4
3549,10119,10119,4,4
3550,10120,10120,2,2
3550,10120,10121,2,3
3550,10121,10121,3,3
3550,10120,10122,2,4
3550,10121,10122,3,4
3550,10122,10122,4,4
3551,10123,10123,2,2
3551,10123,10124,2,3
3551,10124,10124,3,3
3551,10123,10125,2,4
3551,10124,10125,3,4
3551,10125,10125,4,4
3552,10126,10126,2,2
3552,10126,10127,2,3
3552,10127,10127,3,3
3552,10126,10128,2,4
3552,10127,10128,3,4
3552,10128,10128,4,4
3553,10129,10129,2,2
3553,10129,10130,2,3
3553,10130,10130,3,3
3553,10129,10131,2,4
3553,10130,10131,3,4
3553,10131,10131,4,4
3554,10132,10132,2,2
3554,10132,10133,2,3
3554,10133,10133,3,3
3554,10132,10134,2,4
3554,10133,10134,3,4
3554,10134,10134,4,4
3555,10135,10135,2,2
3555,10135,10136,2,3
3555,10136,10136,3,3
3555,10135,10137,2,4
3555,10136,10137,3,4
3555,10137,10137,4,4
3556,10138,10138,2,2
3556,10138,10139,2,3
3556,10139,10139,3,3
3556,10138,10140,2,4
3556,10139,10140,3,4
3556,10140,10140,4,4
3557,10141,10141,2,2
3557,10141,10142,2,3
3557,10142,10142,3,3
3557,10141,10143,2,4
3557,10142,10143,3,4
3557,10143,10143,4,4
3558,10144,10144,2,2
3558,10144,10145,2,3
3558,10145,10145,3,3
3558,10144,10146,2,4
3558,10145,10146,3,4
3558,10146,10146,4,4
3559,10147,10147,2,2
3559,10147,10148,2,3
3559,10148,10148,3,3
3559,10147,10149,2,4
3559,10148,10149,3,4
3559,10149,10149,4,4
3560,10150,10150,2,2
3560,10150,10151,2,3
3560,10151,10151,3,3
3560,10150,10152,2,4
3560,10151,10152,3,4
3560,10152,10152,4,4
3561,10153,10153,2,2
3561,10153,10154,2,3
3561,10154,10154,3,3
3561,10153,10155,2,4
3561,10154,10155,3,4
3561,10155,10155,4,4
3562,10156,10156,2,2
3562,10156,10157,2,3
3562,10157,10157,3,3
3562,10156,10158,2,4
3562,10157,10158,3,4
3562,10158,10158,4,4
3563,10159,10159,2,2
