QtBid,ID,QPHPFrom,QPHPTo,QPHPSlope,QPHPOffset,QPHPConstr
2561,89,-1,-1,0.05,0,0
2561,90,-1,-1,0.05,0,0
2562,91,-1,-1,0.05,0,0
2562,92,-1,-1,0.05,0,0
2562,93,-1,-1,0.05,0,0
2563,94,-1,-1,0.05,0,0
2563,95,-1,-1,0.05,0,0
2563,96,-1,-1,0.05,0,0
2564,97,-1,-1,0.05,0,0
2564,98,-1,-1,0.05,0,0
2564,99,-1,-1,0.05,0,0
2565,100,-1,-1,0.05,0,0
2565,101,-1,-1,0.05,0,0
2565,102,-1,-1,0.05,0,0
2566,103,-1,-1,0.05,0,0
2566,104,-1,-1,0.05,0,0
2566,105,-1,-1,0.05,0,0
2567,106,-1,-1,0.05,0,0
2567,107,-1,-1,0.05,0,0
2567,108,-1,-1,0.05,0,0
2568,109,-1,-1,0.05,0,0
2568,110,-1,-1,0.05,0,0
2568,111,-1,-1,0.05,0,0
2569,112,-1,-1,0.05,0,0
2569,113,-1,-1,0.05,0,0
2569,114,-1,-1,0.05,0,0
2570,115,-1,-1,0.05,0,0
2570,116,-1,-1,0.05,0,0
2570,117,-1,-1,0.05,0,0
2571,118,-1,-1,0.05,0,0
2571,119,-1,-1,0.05,0,0
2571,120,-1,-1,0.05,0,0
2572,121,-1,-1,0.05,0,0
2572,122,-1,-1,0.05,0,0
2572,123,-1,-1,0.05,0,0
2573,124,-1,-1,0.05,0,0
2573,125,-1,-1,0.05,0,0
2573,126,-1,-1,0.05,0,0
2574,127,-1,-1,0.05,0,0
2574,128,-1,-1,0.05,0,0
2574,129,-1,-1,0.05,0,0
2575,130,-1,-1,0.05,0,0
2575,131,-1,-1,0.05,0,0
2575,132,-1,-1,0.05,0,0
2576,133,-1,-1,0.05,0,0
2576,134,-1,-1,0.05,0,0
2576,135,-1,-1,0.05,0,0
2577,136,-1,-1,0.05,0,0
2577,137,-1,-1,0.05,0,0
2577,138,-1,-1,0.05,0,0
2578,139,-1,-1,0.05,0,0
2578,140,-1,-1,0.05,0,0
2578,141,-1,-1,0.05,0,0
2579,142,-1,-1,0.05,0,0
2579,143,-1,-1,0.05,0,0
2579,144,-1,-1,0.05,0,0
2580,145,-1,-1,0.05,0,0
2580,146,-1,-1,0.05,0,0
2580,147,-1,-1,0.05,0,0
2581,148,-1,-1,0.05,0,0
2581,149,-1,-1,0.05,0,0
2581,150,-1,-1,0.05,0,0
2582,151,-1,-1,0.05,0,0
2582,152,-1,-1,0.05,0,0
2582,153,-1,-1,0.05,0,0
2583,154,-1,-1,0.05,0,0
2583,155,-1,-1,0.05,0,0
2583,156,-1,-1,0.05,0,0
2584,157,-1,-1,0.05,0,0
2584,158,-1,-1,0.05,0,0
2584,159,-1,-1,0.05,0,0
2585,160,-1,-1,0.05,0,0
2585,161,-1,-1,0.05,0,0
2585,162,-1,-1,0.05,0,0
2586,163,-1,-1,0.05,0,0
2586,164,-1,-1,0.05,0,0
2586,165,-1,-1,0.05,0,0
2587,166,-1,-1,0.05,0,0
2587,167,-1,-1,0.05,0,0
2587,168,-1,-1,0.05,0,0
2588,169,-1,-1,0.05,0,0
2588,170,-1,-1,0.05,0,0
2588,171,-1,-1,0.05,0,0
2589,172,-1,-1,0.05,0,0
2589,173,-1,-1,0.05,0,0
2589,174,-1,-1,0.05,0,0
2590,175,-1,-1,0.05,0,0
2590,176,-1,-1,0.05,0,0
2590,177,-1,-1,0.05,0,0
2591,178,-1,-1,0.05,0,0
2591,179,-1,-1,0.05,0,0
2591,180,-1,-1,0.05,0,0
2592,181,-1,-1,0.05,0,0
2592,182,-1,-1,0.05,0,0
2592,183,-1,-1,0.05,0,0
2593,184,-1,-1,0.05,0,0
2593,185,-1,-1,0.05,0,0
2593,186,-1,-1,0.05,0,0
2594,187,-1,-1,0.05,0,0
2594,188,-1,-1,0.05,0,0
2594,189,-1,-1,0.05,0,0
2595,190,-1,-1,0.05,0,0
2595,191,-1,-1,0.05,0,0
2595,192,-1,-1,0.05,0,0
2596,193,-1,-1,0.05,0,0
2596,194,-1,-1,0.05,0,0
2596,195,-1,-1,0.05,0,0
2597,196,-1,-1,0.05,0,0
2597,197,-1,-1,0.05,0,0
2597,198,-1,-1,0.05,0,0
2598,199,-1,-1,0.05,0,0
2598,200,-1,-1,0.05,0,0
2598,201,-1,-1,0.05,0,0
2599,202,-1,-1,0.05,0,0
2599,203,-1,-1,0.05,0,0
2599,204,-1,-1,0.05,0,0
2600,205,-1,-1,0.05,0,0
2600,206,-1,-1,0.05,0,0
2600,207,-1,-1,0.05,0,0
2601,208,-1,-1,0.05,0,0
2601,209,-1,-1,0.05,0,0
2601,210,-1,-1,0.05,0,0
2602,211,-1,-1,0.05,0,0
2602,212,-1,-1,0.05,0,0
2602,213,-1,-1,0.05,0,0
2603,214,-1,-1,0.05,0,0
2603,215,-1,-1,0.05,0,0
2603,216,-1,-1,0.05,0,0
2604,217,-1,-1,0.05,0,0
2604,218,-1,-1,0.05,0,0
2604,219,-1,-1,0.05,0,0
2605,220,-1,-1,0.05,0,0
2605,221,-1,-1,0.05,0,0
2605,222,-1,-1,0.05,0,0
2606,223,-1,-1,0.05,0,0
2606,224,-1,-1,0.05,0,0
2606,225,-1,-1,0.05,0,0
2607,226,-1,-1,0.05,0,0
2607,227,-1,-1,0.05,0,0
2607,228,-1,-1,0.05,0,0
2608,229,-1,-1,0.05,0,0
2608,230,-1,-1,0.05,0,0
2608,231,-1,-1,0.05,0,0
2609,232,-1,-1,0.05,0,0
2609,233,-1,-1,0.05,0,0
2609,234,-1,-1,0.05,0,0
2610,235,-1,-1,0.05,0,0
2610,236,-1,-1,0.05,0,0
2610,237,-1,-1,0.05,0,0
2611,238,-1,-1,0.05,0,0
2611,239,-1,-1,0.05,0,0
2611,240,-1,-1,0.05,0,0
2612,241,-1,-1,0.05,0,0
2612,242,-1,-1,0.05,0,0
2612,243,-1,-1,0.05,0,0
2613,244,-1,-1,0.05,0,0
2613,245,-1,-1,0.05,0,0
2613,246,-1,-1,0.05,0,0
2614,247,-1,-1,0.05,0,0
2614,248,-1,-1,0.05,0,0
2614,249,-1,-1,0.05,0,0
2615,250,-1,-1,0.05,0,0
2615,251,-1,-1,0.05,0,0
2615,252,-1,-1,0.05,0,0
2616,253,-1,-1,0.05,0,0
2616,254,-1,-1,0.05,0,0
2616,255,-1,-1,0.05,0,0
2617,256,-1,-1,0.05,0,0
2617,257,-1,-1,0.05,0,0
2617,258,-1,-1,0.05,0,0
2618,259,-1,-1,0.05,0,0
2618,260,-1,-1,0.05,0,0
2618,261,-1,-1,0.05,0,0
2619,262,-1,-1,0.05,0,0
2619,263,-1,-1,0.05,0,0
2619,264,-1,-1,0.05,0,0
2620,265,-1,-1,0.05,0,0
2620,266,-1,-1,0.05,0,0
2620,267,-1,-1,0.05,0,0
2621,268,-1,-1,0.05,0,0
2621,269,-1,-1,0.05,0,0
2621,270,-1,-1,0.05,0,0
2622,271,-1,-1,0.05,0,0
2622,272,-1,-1,0.05,0,0
2622,273,-1,-1,0.05,0,0
2623,274,-1,-1,0.05,0,0
2623,275,-1,-1,0.05,0,0
2623,276,-1,-1,0.05,0,0
2624,277,-1,-1,0.05,0,0
2624,278,-1,-1,0.05,0,0
2624,279,-1,-1,0.05,0,0
2625,280,-1,-1,0.05,0,0
2625,281,-1,-1,0.05,0,0
2625,282,-1,-1,0.05,0,0
2626,283,-1,-1,0.05,0,0
2626,284,-1,-1,0.05,0,0
2626,285,-1,-1,0.05,0,0
2627,286,-1,-1,0.05,0,0
2627,287,-1,-1,0.05,0,0
2627,288,-1,-1,0.05,0,0
2628,289,-1,-1,0.05,0,0
2628,290,-1,-1,0.05,0,0
2628,291,-1,-1,0.05,0,0
2629,292,-1,-1,0.05,0,0
2629,293,-1,-1,0.05,0,0
2629,294,-1,-1,0.05,0,0
2630,295,-1,-1,0.05,0,0
2630,296,-1,-1,0.05,0,0
2630,297,-1,-1,0.05,0,0
2631,298,-1,-1,0.05,0,0
2631,299,-1,-1,0.05,0,0
2631,300,-1,-1,0.05,0,0
2632,301,-1,-1,0.05,0,0
2632,302,-1,-1,0.05,0,0
2632,303,-1,-1,0.05,0,0
2633,304,-1,-1,0.05,0,0
2633,305,-1,-1,0.05,0,0
2633,306,-1,-1,0.05,0,0
2634,307,-1,-1,0.05,0,0
2634,308,-1,-1,0.05,0,0
2634,309,-1,-1,0.05,0,0
2635,310,-1,-1,0.05,0,0
2635,311,-1,-1,0.05,0,0
2635,312,-1,-1,0.05,0,0
2636,313,-1,-1,0.05,0,0
2636,314,-1,-1,0.05,0,0
2636,315,-1,-1,0.05,0,0
2637,316,-1,-1,0.05,0,0
2637,317,-1,-1,0.05,0,0
2637,318,-1,-1,0.05,0,0
2638,319,-1,-1,0.05,0,0
2638,320,-1,-1,0.05,0,0
2638,321,-1,-1,0.05,0,0
2639,322,-1,-1,0.05,0,0
2639,323,-1,-1,0.05,0,0
2639,324,-1,-1,0.05,0,0
2640,325,-1,-1,0.05,0,0
2640,326,-1,-1,0.05,0,0
2640,327,-1,-1,0.05,0,0
2641,328,-1,-1,0.05,0,0
2641,329,-1,-1,0.05,0,0
2641,330,-1,-1,0.05,0,0
2642,331,-1,-1,0.05,0,0
2642,332,-1,-1,0.05,0,0
2642,333,-1,-1,0.05,0,0
2643,334,-1,-1,0.05,0,0
2643,335,-1,-1,0.05,0,0
2643,336,-1,-1,0.05,0,0
2644,337,-1,-1,0.05,0,0
2644,338,-1,-1,0.05,0,0
2644,339,-1,-1,0.05,0,0
2645,340,-1,-1,0.05,0,0
2645,341,-1,-1,0.05,0,0
2645,342,-1,-1,0.05,0,0
2646,343,-1,-1,0.05,0,0
2646,344,-1,-1,0.05,0,0
2646,345,-1,-1,0.05,0,0
2647,346,-1,-1,0.05,0,0
2647,347,-1,-1,0.05,0,0
2647,348,-1,-1,0.05,0,0
2648,349,-1,-1,0.05,0,0
2648,350,-1,-1,0.05,0,0
2648,351,-1,-1,0.05,0,0
2649,352,-1,-1,0.05,0,0
2649,353,-1,-1,0.05,0,0
2649,354,-1,-1,0.05,0,0
2650,355,-1,-1,0.05,0,0
2650,356,-1,-1,0.05,0,0
2650,357,-1,-1,0.05,0,0
2651,358,-1,-1,0.05,0,0
2651,359,-1,-1,0.05,0,0
2651,360,-1,-1,0.05,0,0
2652,361,-1,-1,0.05,0,0
2652,362,-1,-1,0.05,0,0
2652,363,-1,-1,0.05,0,0
2653,364,-1,-1,0.05,0,0
2653,365,-1,-1,0.05,0,0
2653,366,-1,-1,0.05,0,0
2654,367,-1,-1,0.05,0,0
2654,368,-1,-1,0.05,0,0
2654,369,-1,-1,0.05,0,0
2655,370,-1,-1,0.05,0,0
2655,371,-1,-1,0.05,0,0
2655,372,-1,-1,0.05,0,0
2656,373,-1,-1,0.05,0,0
2656,374,-1,-1,0.05,0,0
2656,375,-1,-1,0.05,0,0
2657,376,-1,-1,0.05,0,0
2657,377,-1,-1,0.05,0,0
2657,378,-1,-1,0.05,0,0
2658,379,-1,-1,0.05,0,0
2658,380,-1,-1,0.05,0,0
2658,381,-1,-1,0.05,0,0
2659,382,-1,-1,0.05,0,0
2659,383,-1,-1,0.05,0,0
2659,384,-1,-1,0.05,0,0
2660,385,-1,-1,0.05,0,0
2660,386,-1,-1,0.05,0,0
2660,387,-1,-1,0.05,0,0
2661,388,-1,-1,0.05,0,0
2661,389,-1,-1,0.05,0,0
2661,390,-1,-1,0.05,0,0
2662,391,-1,-1,0.05,0,0
2662,392,-1,-1,0.05,0,0
2662,393,-1,-1,0.05,0,0
2663,394,-1,-1,0.05,0,0
2663,395,-1,-1,0.05,0,0
2663,396,-1,-1,0.05,0,0
2664,397,-1,-1,0.05,0,0
2664,398,-1,-1,0.05,0,0
2664,399,-1,-1,0.05,0,0
2665,400,-1,-1,0.05,0,0
2665,401,-1,-1,0.05,0,0
2665,402,-1,-1,0.05,0,0
2666,403,-1,-1,0.05,0,0
2666,404,-1,-1,0.05,0,0
2666,405,-1,-1,0.05,0,0
2667,406,-1,-1,0.05,0,0
2667,407,-1,-1,0.05,0,0
2667,408,-1,-1,0.05,0,0
2668,409,-1,-1,0.05,0,0
2668,410,-1,-1,0.05,0,0
2668,411,-1,-1,0.05,0,0
2669,412,-1,-1,0.05,0,0
2669,413,-1,-1,0.05,0,0
2669,414,-1,-1,0.05,0,0
2670,415,-1,-1,0.05,0,0
2670,416,-1,-1,0.05,0,0
2670,417,-1,-1,0.05,0,0
2671,418,-1,-1,0.05,0,0
2671,419,-1,-1,0.05,0,0
2671,420,-1,-1,0.05,0,0
2672,421,-1,-1,0.05,0,0
2672,422,-1,-1,0.05,0,0
2672,423,-1,-1,0.05,0,0
2673,424,-1,-1,0.05,0,0
2673,425,-1,-1,0.05,0,0
2673,426,-1,-1,0.05,0,0
2674,427,-1,-1,0.05,0,0
2674,428,-1,-1,0.05,0,0
2674,429,-1,-1,0.05,0,0
2675,430,-1,-1,0.05,0,0
2675,431,-1,-1,0.05,0,0
2675,432,-1,-1,0.05,0,0
2676,433,-1,-1,0.05,0,0
2676,434,-1,-1,0.05,0,0
2676,435,-1,-1,0.05,0,0
2677,436,-1,-1,0.05,0,0
2677,437,-1,-1,0.05,0,0
2677,438,-1,-1,0.05,0,0
2678,439,-1,-1,0.05,0,0
2678,440,-1,-1,0.05,0,0
2678,441,-1,-1,0.05,0,0
2679,442,-1,-1,0.05,0,0
2679,443,-1,-1,0.05,0,0
2679,444,-1,-1,0.05,0,0
2680,445,-1,-1,0.05,0,0
2680,446,-1,-1,0.05,0,0
2680,447,-1,-1,0.05,0,0
2681,448,-1,-1,0.05,0,0
2681,449,-1,-1,0.05,0,0
2681,450,-1,-1,0.05,0,0
2682,451,-1,-1,0.05,0,0
2682,452,-1,-1,0.05,0,0
2682,453,-1,-1,0.05,0,0
2683,454,-1,-1,0.05,0,0
2683,455,-1,-1,0.05,0,0
2683,456,-1,-1,0.05,0,0
2684,457,-1,-1,0.05,0,0
2684,458,-1,-1,0.05,0,0
2684,459,-1,-1,0.05,0,0
2685,460,-1,-1,0.05,0,0
2685,461,-1,-1,0.05,0,0
2685,462,-1,-1,0.05,0,0
2686,463,-1,-1,0.05,0,0
2686,464,-1,-1,0.05,0,0
2686,465,-1,-1,0.05,0,0
2687,466,-1,-1,0.05,0,0
2687,467,-1,-1,0.05,0,0
2687,468,-1,-1,0.05,0,0
2688,469,-1,-1,0.05,0,0
2688,470,-1,-1,0.05,0,0
2688,471,-1,-1,0.05,0,0
2689,472,-1,-1,0.05,0,0
2689,473,-1,-1,0.05,0,0
2689,474,-1,-1,0.05,0,0
2690,475,-1,-1,0.05,0,0
2690,476,-1,-1,0.05,0,0
2690,477,-1,-1,0.05,0,0
2691,478,-1,-1,0.05,0,0
2691,479,-1,-1,0.05,0,0
2691,480,-1,-1,0.05,0,0
2692,481,-1,-1,0.05,0,0
2692,482,-1,-1,0.05,0,0
2692,483,-1,-1,0.05,0,0
2693,484,-1,-1,0.05,0,0
2693,485,-1,-1,0.05,0,0
2693,486,-1,-1,0.05,0,0
2694,487,-1,-1,0.05,0,0
2694,488,-1,-1,0.05,0,0
2694,489,-1,-1,0.05,0,0
2695,490,-1,-1,0.05,0,0
2695,491,-1,-1,0.05,0,0
2695,492,-1,-1,0.05,0,0
2696,493,-1,-1,0.05,0,0
2696,494,-1,-1,0.05,0,0
2696,495,-1,-1,0.05,0,0
2697,496,-1,-1,0.05,0,0
2697,497,-1,-1,0.05,0,0
2697,498,-1,-1,0.05,0,0
2698,499,-1,-1,0.05,0,0
2698,500,-1,-1,0.05,0,0
2698,501,-1,-1,0.05,0,0
2699,502,-1,-1,0.05,0,0
2699,503,-1,-1,0.05,0,0
2699,504,-1,-1,0.05,0,0
2700,505,-1,-1,0.05,0,0
2700,506,-1,-1,0.05,0,0
2700,507,-1,-1,0.05,0,0
2701,508,-1,-1,0.05,0,0
2701,509,-1,-1,0.05,0,0
2701,510,-1,-1,0.05,0,0
2702,511,-1,-1,0.05,0,0
2702,512,-1,-1,0.05,0,0
2702,513,-1,-1,0.05,0,0
2703,514,-1,-1,0.05,0,0
2703,515,-1,-1,0.05,0,0
2703,516,-1,-1,0.05,0,0
2704,517,-1,-1,0.05,0,0
2704,518,-1,-1,0.05,0,0
2704,519,-1,-1,0.05,0,0
2705,520,-1,-1,0.05,0,0
2705,521,-1,-1,0.05,0,0
2705,522,-1,-1,0.05,0,0
2706,523,-1,-1,0.05,0,0
2706,524,-1,-1,0.05,0,0
2706,525,-1,-1,0.05,0,0
2707,526,-1,-1,0.05,0,0
2707,527,-1,-1,0.05,0,0
2707,528,-1,-1,0.05,0,0
2708,529,-1,-1,0.05,0,0
2708,530,-1,-1,0.05,0,0
2708,531,-1,-1,0.05,0,0
2709,532,-1,-1,0.05,0,0
2709,533,-1,-1,0.05,0,0
2709,534,-1,-1,0.05,0,0
2710,535,-1,-1,0.05,0,0
2710,536,-1,-1,0.05,0,0
2710,537,-1,-1,0.05,0,0
2711,538,-1,-1,0.05,0,0
2711,539,-1,-1,0.05,0,0
2711,540,-1,-1,0.05,0,0
2712,541,-1,-1,0.05,0,0
2712,542,-1,-1,0.05,0,0
2712,543,-1,-1,0.05,0,0
2713,544,-1,-1,0.05,0,0
2713,545,-1,-1,0.05,0,0
2713,546,-1,-1,0.05,0,0
2714,547,-1,-1,0.05,0,0
2714,548,-1,-1,0.05,0,0
2714,549,-1,-1,0.05,0,0
2715,550,-1,-1,0.05,0,0
2715,551,-1,-1,0.05,0,0
2715,552,-1,-1,0.05,0,0
2716,553,-1,-1,0.05,0,0
2716,554,-1,-1,0.05,0,0
2716,555,-1,-1,0.05,0,0
2717,556,-1,-1,0.05,0,0
2717,557,-1,-1,0.05,0,0
2717,558,-1,-1,0.05,0,0
2718,559,-1,-1,0.05,0,0
2718,560,-1,-1,0.05,0,0
2718,561,-1,-1,0.05,0,0
2719,562,-1,-1,0.05,0,0
2719,563,-1,-1,0.05,0,0
2719,564,-1,-1,0.05,0,0
2720,565,-1,-1,0.05,0,0
2720,566,-1,-1,0.05,0,0
2720,567,-1,-1,0.05,0,0
2721,568,-1,-1,0.05,0,0
2721,569,-1,-1,0.05,0,0
2721,570,-1,-1,0.05,0,0
2722,571,-1,-1,0.05,0,0
2722,572,-1,-1,0.05,0,0
2722,573,-1,-1,0.05,0,0
2723,574,-1,-1,0.05,0,0
2723,575,-1,-1,0.05,0,0
2723,576,-1,-1,0.05,0,0
2724,577,-1,-1,0.05,0,0
2724,578,-1,-1,0.05,0,0
2724,579,-1,-1,0.05,0,0
2725,580,-1,-1,0.05,0,0
2725,581,-1,-1,0.05,0,0
2725,582,-1,-1,0.05,0,0
2726,583,-1,-1,0.05,0,0
2726,584,-1,-1,0.05,0,0
2726,585,-1,-1,0.05,0,0
2727,586,-1,-1,0.05,0,0
2727,587,-1,-1,0.05,0,0
2727,588,-1,-1,0.05,0,0
2728,589,-1,-1,0.05,0,0
2728,590,-1,-1,0.05,0,0
2728,591,-1,-1,0.05,0,0
2729,592,-1,-1,0.05,0,0
2729,593,-1,-1,0.05,0,0
2729,594,-1,-1,0.05,0,0
2730,595,-1,-1,0.05,0,0
2730,596,-1,-1,0.05,0,0
2730,597,-1,-1,0.05,0,0
2731,598,-1,-1,0.05,0,0
2731,599,-1,-1,0.05,0,0
2731,600,-1,-1,0.05,0,0
2732,601,-1,-1,0.05,0,0
2732,602,-1,-1,0.05,0,0
2732,603,-1,-1,0.05,0,0
2733,604,-1,-1,0.05,0,0
2733,605,-1,-1,0.05,0,0
2733,606,-1,-1,0.05,0,0
2734,607,-1,-1,0.05,0,0
2734,608,-1,-1,0.05,0,0
2734,609,-1,-1,0.05,0,0
2735,610,-1,-1,0.05,0,0
2735,611,-1,-1,0.05,0,0
2735,612,-1,-1,0.05,0,0
2736,613,-1,-1,0.05,0,0
2736,614,-1,-1,0.05,0,0
2736,615,-1,-1,0.05,0,0
2737,616,-1,-1,0.05,0,0
2737,617,-1,-1,0.05,0,0
2737,618,-1,-1,0.05,0,0
2738,619,-1,-1,0.05,0,0
2738,620,-1,-1,0.05,0,0
2738,621,-1,-1,0.05,0,0
2739,622,-1,-1,0.05,0,0
2739,623,-1,-1,0.05,0,0
2739,624,-1,-1,0.05,0,0
2740,625,-1,-1,0.05,0,0
2740,626,-1,-1,0.05,0,0
2740,627,-1,-1,0.05,0,0
2741,628,-1,-1,0.05,0,0
2741,629,-1,-1,0.05,0,0
2741,630,-1,-1,0.05,0,0
2742,631,-1,-1,0.05,0,0
2742,632,-1,-1,0.05,0,0
2742,633,-1,-1,0.05,0,0
2743,634,-1,-1,0.05,0,0
2743,635,-1,-1,0.05,0,0
2743,636,-1,-1,0.05,0,0
2744,637,-1,-1,0.05,0,0
2744,638,-1,-1,0.05,0,0
2744,639,-1,-1,0.05,0,0
2745,640,-1,-1,0.05,0,0
2745,641,-1,-1,0.05,0,0
2745,642,-1,-1,0.05,0,0
2746,643,-1,-1,0.05,0,0
2746,644,-1,-1,0.05,0,0
2746,645,-1,-1,0.05,0,0
2747,646,-1,-1,0.05,0,0
2747,647,-1,-1,0.05,0,0
2747,648,-1,-1,0.05,0,0
2748,649,-1,-1,0.05,0,0
2748,650,-1,-1,0.05,0,0
2748,651,-1,-1,0.05,0,0
2749,652,-1,-1,0.05,0,0
2749,653,-1,-1,0.05,0,0
2749,654,-1,-1,0.05,0,0
2750,655,-1,-1,0.05,0,0
2750,656,-1,-1,0.05,0,0
2750,657,-1,-1,0.05,0,0
2751,658,-1,-1,0.05,0,0
2751,659,-1,-1,0.05,0,0
2751,660,-1,-1,0.05,0,0
2752,661,-1,-1,0.05,0,0
2752,662,-1,-1,0.05,0,0
2752,663,-1,-1,0.05,0,0
2753,664,-1,-1,0.05,0,0
2753,665,-1,-1,0.05,0,0
2753,666,-1,-1,0.05,0,0
2754,667,-1,-1,0.05,0,0
2754,668,-1,-1,0.05,0,0
2754,669,-1,-1,0.05,0,0
2755,670,-1,-1,0.05,0,0
2755,671,-1,-1,0.05,0,0
2755,672,-1,-1,0.05,0,0
2756,673,-1,-1,0.05,0,0
2756,674,-1,-1,0.05,0,0
2756,675,-1,-1,0.05,0,0
2757,676,-1,-1,0.05,0,0
2757,677,-1,-1,0.05,0,0
2757,678,-1,-1,0.05,0,0
2758,679,-1,-1,0.05,0,0
2758,680,-1,-1,0.05,0,0
2758,681,-1,-1,0.05,0,0
2759,682,-1,-1,0.05,0,0
2759,683,-1,-1,0.05,0,0
2759,684,-1,-1,0.05,0,0
2760,685,-1,-1,0.05,0,0
2760,686,-1,-1,0.05,0,0
2760,687,-1,-1,0.05,0,0
2761,688,-1,-1,0.05,0,0
2761,689,-1,-1,0.05,0,0
2761,690,-1,-1,0.05,0,0
2762,691,-1,-1,0.05,0,0
2762,692,-1,-1,0.05,0,0
2762,693,-1,-1,0.05,0,0
2763,694,-1,-1,0.05,0,0
2763,695,-1,-1,0.05,0,0
2763,696,-1,-1,0.05,0,0
2764,697,-1,-1,0.05,0,0
2764,698,-1,-1,0.05,0,0
2764,699,-1,-1,0.05,0,0
2765,700,-1,-1,0.05,0,0
2765,701,-1,-1,0.05,0,0
2765,702,-1,-1,0.05,0,0
2766,703,-1,-1,0.05,0,0
2766,704,-1,-1,0.05,0,0
2766,705,-1,-1,0.05,0,0
2767,706,-1,-1,0.05,0,0
2767,707,-1,-1,0.05,0,0
2767,708,-1,-1,0.05,0,0
2768,709,-1,-1,0.05,0,0
2768,710,-1,-1,0.05,0,0
2768,711,-1,-1,0.05,0,0
2769,712,-1,-1,0.05,0,0
2769,713,-1,-1,0.05,0,0
2769,714,-1,-1,0.05,0,0
2770,715,-1,-1,0.05,0,0
2770,716,-1,-1,0.05,0,0
2770,717,-1,-1,0.05,0,0
2771,718,-1,-1,0.05,0,0
2771,719,-1,-1,0.05,0,0
2771,720,-1,-1,0.05,0,0
2772,721,-1,-1,0.05,0,0
2772,722,-1,-1,0.05,0,0
2772,723,-1,-1,0.05,0,0
2773,724,-1,-1,0.05,0,0
2773,725,-1,-1,0.05,0,0
2773,726,-1,-1,0.05,0,0
2774,727,-1,-1,0.05,0,0
2774,728,-1,-1,0.05,0,0
2774,729,-1,-1,0.05,0,0
2775,730,-1,-1,0.05,0,0
2775,731,-1,-1,0.05,0,0
2775,732,-1,-1,0.05,0,0
2776,733,-1,-1,0.05,0,0
2776,734,-1,-1,0.05,0,0
2776,735,-1,-1,0.05,0,0
2777,736,-1,-1,0.05,0,0
