QtBids,QBid,RampConstr,RCFrom,RCTo,RCRealPowerIncr,RCMin
2360,6552,273,-1,-1,18,0
2360,6550,274,-1,-1,-18,1
2360,6551,274,-1,-1,-18,1
2360,6552,274,-1,-1,-18,1
2306,6388,165,-1,-1,66,0
2306,6389,165,-1,-1,66,0
2306,6390,165,-1,-1,66,0
2306,6388,166,-1,-1,-66,1
2306,6389,166,-1,-1,-66,1
2306,6390,166,-1,-1,-66,1
2307,6391,167,-1,-1,12,0
2307,6392,167,-1,-1,12,0
2307,6393,167,-1,-1,12,0
2307,6391,168,-1,-1,-12,1
2307,6392,168,-1,-1,-12,1
2307,6393,168,-1,-1,-12,1
2233,6169,19,-1,-1,64.4,0
2233,6170,19,-1,-1,64.4,0
2233,6171,19,-1,-1,64.4,0
2233,6169,20,-1,-1,-64.4,1
2233,6170,20,-1,-1,-64.4,1
2233,6171,20,-1,-1,-64.4,1
2413,6709,379,-1,-1,4,0
2413,6710,379,-1,-1,4,0
2413,6711,379,-1,-1,4,0
2413,6709,380,-1,-1,-4,1
2413,6710,380,-1,-1,-4,1
2413,6711,380,-1,-1,-4,1
2284,6322,121,-1,-1,20,0
2284,6323,121,-1,-1,20,0
2284,6324,121,-1,-1,20,0
2284,6322,122,-1,-1,-20,1
2284,6323,122,-1,-1,-20,1
2284,6324,122,-1,-1,-20,1
2285,6325,123,-1,-1,4,0
2285,6326,123,-1,-1,4,0
2285,6327,123,-1,-1,4,0
2285,6325,124,-1,-1,-4,1
2285,6326,124,-1,-1,-4,1
2285,6327,124,-1,-1,-4,1
2308,6394,169,-1,-1,11.4,0
2308,6395,169,-1,-1,11.4,0
2308,6396,169,-1,-1,11.4,0
2308,6394,170,-1,-1,-11.4,1
2308,6395,170,-1,-1,-11.4,1
2308,6396,170,-1,-1,-11.4,1
2243,6199,39,-1,-1,24.5,0
2243,6200,39,-1,-1,24.5,0
2243,6201,39,-1,-1,24.5,0
2243,6199,40,-1,-1,-24.5,1
2243,6200,40,-1,-1,-24.5,1
2243,6201,40,-1,-1,-24.5,1
2234,6172,21,-1,-1,140,0
2234,6173,21,-1,-1,140,0
2234,6174,21,-1,-1,140,0
2234,6172,22,-1,-1,-140,1
2234,6173,22,-1,-1,-140,1
2234,6174,22,-1,-1,-140,1
2258,6244,69,-1,-1,142.1,0
2258,6245,69,-1,-1,142.1,0
2258,6246,69,-1,-1,142.1,0
2258,6244,70,-1,-1,-142.1,1
2258,6245,70,-1,-1,-142.1,1
2258,6246,70,-1,-1,-142.1,1
2309,6397,171,-1,-1,66,0
2309,6398,171,-1,-1,66,0
2309,6399,171,-1,-1,66,0
2309,6397,172,-1,-1,-66,1
2309,6398,172,-1,-1,-66,1
2309,6399,172,-1,-1,-66,1
2286,6328,125,-1,-1,7,0
2286,6329,125,-1,-1,7,0
2286,6330,125,-1,-1,7,0
2286,6328,126,-1,-1,-7,1
2286,6329,126,-1,-1,-7,1
2286,6330,126,-1,-1,-7,1
2310,6400,173,-1,-1,21,0
2310,6401,173,-1,-1,21,0
2310,6402,173,-1,-1,21,0
2310,6400,174,-1,-1,-21,1
2310,6401,174,-1,-1,-21,1
2310,6402,174,-1,-1,-21,1
2311,6403,175,-1,-1,37.36,0
2311,6404,175,-1,-1,37.36,0
2311,6405,175,-1,-1,37.36,0
2311,6403,176,-1,-1,-37.36,1
2311,6404,176,-1,-1,-37.36,1
2311,6405,176,-1,-1,-37.36,1
2244,6202,41,-1,-1,546,0
2244,6203,41,-1,-1,546,0
2244,6204,41,-1,-1,546,0
2244,6202,42,-1,-1,-546,1
2244,6203,42,-1,-1,-546,1
2244,6204,42,-1,-1,-546,1
2245,6205,43,-1,-1,9.8,0
2245,6206,43,-1,-1,9.8,0
2245,6207,43,-1,-1,9.8,0
2245,6205,44,-1,-1,-9.8,1
2245,6206,44,-1,-1,-9.8,1
2245,6207,44,-1,-1,-9.8,1
2414,6712,381,-1,-1,40,0
2414,6713,381,-1,-1,40,0
2414,6714,381,-1,-1,40,0
2414,6712,382,-1,-1,-40,1
2414,6713,382,-1,-1,-40,1
2414,6714,382,-1,-1,-40,1
2287,6331,127,-1,-1,9,0
2287,6332,127,-1,-1,9,0
2287,6333,127,-1,-1,9,0
2287,6331,128,-1,-1,-9,1
2287,6332,128,-1,-1,-9,1
2287,6333,128,-1,-1,-9,1
2415,6715,383,-1,-1,110,0
2415,6716,383,-1,-1,110,0
2415,6717,383,-1,-1,110,0
2415,6715,384,-1,-1,-110,1
2415,6716,384,-1,-1,-110,1
2415,6717,384,-1,-1,-110,1
2361,6553,275,-1,-1,14.6,0
2361,6554,275,-1,-1,14.6,0
2361,6555,275,-1,-1,14.6,0
2361,6553,276,-1,-1,-14.6,1
2361,6554,276,-1,-1,-14.6,1
2361,6555,276,-1,-1,-14.6,1
2312,6406,177,-1,-1,1.48,0
2312,6407,177,-1,-1,1.48,0
2312,6408,177,-1,-1,1.48,0
2312,6406,178,-1,-1,-1.48,1
2312,6407,178,-1,-1,-1.48,1
2312,6408,178,-1,-1,-1.48,1
2313,6409,179,-1,-1,3.27,0
2313,6410,179,-1,-1,3.27,0
2313,6411,179,-1,-1,3.27,0
2313,6409,180,-1,-1,-3.27,1
2313,6410,180,-1,-1,-3.27,1
2313,6411,180,-1,-1,-3.27,1
2314,6412,181,-1,-1,46.3,0
2314,6413,181,-1,-1,46.3,0
2314,6414,181,-1,-1,46.3,0
2314,6412,182,-1,-1,-46.3,1
2314,6413,182,-1,-1,-46.3,1
2314,6414,182,-1,-1,-46.3,1
2315,6415,183,-1,-1,12.8,0
2315,6416,183,-1,-1,12.8,0
2315,6417,183,-1,-1,12.8,0
2315,6415,184,-1,-1,-12.8,1
2315,6416,184,-1,-1,-12.8,1
2315,6417,184,-1,-1,-12.8,1
2362,6556,277,-1,-1,98.6,0
2362,6557,277,-1,-1,98.6,0
2362,6558,277,-1,-1,98.6,0
2362,6556,278,-1,-1,-98.6,1
2362,6557,278,-1,-1,-98.6,1
2362,6558,278,-1,-1,-98.6,1
2246,6208,45,-1,-1,56,0
2246,6209,45,-1,-1,56,0
2246,6210,45,-1,-1,56,0
2246,6208,46,-1,-1,-56,1
2246,6209,46,-1,-1,-56,1
2246,6210,46,-1,-1,-56,1
2235,6175,23,-1,-1,549.5,0
2235,6176,23,-1,-1,549.5,0
2235,6177,23,-1,-1,549.5,0
2235,6175,24,-1,-1,-549.5,1
2235,6176,24,-1,-1,-549.5,1
2235,6177,24,-1,-1,-549.5,1
2288,6334,129,-1,-1,8,0
2288,6335,129,-1,-1,8,0
2288,6336,129,-1,-1,8,0
2288,6334,130,-1,-1,-8,1
2288,6335,130,-1,-1,-8,1
2288,6336,130,-1,-1,-8,1
2316,6418,185,-1,-1,37.32,0
2316,6419,185,-1,-1,37.32,0
2316,6420,185,-1,-1,37.32,0
2316,6418,186,-1,-1,-37.32,1
2316,6419,186,-1,-1,-37.32,1
2316,6420,186,-1,-1,-37.32,1
2363,6559,279,-1,-1,40,0
2363,6560,279,-1,-1,40,0
2363,6561,279,-1,-1,40,0
2363,6559,280,-1,-1,-40,1
2363,6560,280,-1,-1,-40,1
2363,6561,280,-1,-1,-40,1
2247,6211,47,-1,-1,721,0
2247,6212,47,-1,-1,721,0
2247,6213,47,-1,-1,721,0
2247,6211,48,-1,-1,-721,1
2247,6212,48,-1,-1,-721,1
2247,6213,48,-1,-1,-721,1
2255,6235,63,-1,-1,35,0
2255,6236,63,-1,-1,35,0
2255,6237,63,-1,-1,35,0
2255,6235,64,-1,-1,-35,1
2255,6236,64,-1,-1,-35,1
2255,6237,64,-1,-1,-35,1
2224,6142,1,-1,-1,532,0
2224,6143,1,-1,-1,532,0
2224,6144,1,-1,-1,532,0
2224,6142,2,-1,-1,-532,1
2224,6143,2,-1,-1,-532,1
2224,6144,2,-1,-1,-532,1
2239,6187,31,-1,-1,16.8,0
2239,6188,31,-1,-1,16.8,0
2239,6189,31,-1,-1,16.8,0
2239,6187,32,-1,-1,-16.8,1
2239,6188,32,-1,-1,-16.8,1
2239,6189,32,-1,-1,-16.8,1
2225,6145,3,-1,-1,776.3,0
2225,6146,3,-1,-1,776.3,0
2225,6147,3,-1,-1,776.3,0
2225,6145,4,-1,-1,-776.3,1
2225,6146,4,-1,-1,-776.3,1
2225,6147,4,-1,-1,-776.3,1
2236,6178,25,-1,-1,23.8,0
2236,6179,25,-1,-1,23.8,0
2236,6180,25,-1,-1,23.8,0
2236,6178,26,-1,-1,-23.8,1
2236,6179,26,-1,-1,-23.8,1
2236,6180,26,-1,-1,-23.8,1
2317,6421,187,-1,-1,35.8,0
2317,6422,187,-1,-1,35.8,0
2317,6423,187,-1,-1,35.8,0
2317,6421,188,-1,-1,-35.8,1
2317,6422,188,-1,-1,-35.8,1
2317,6423,188,-1,-1,-35.8,1
2263,6259,79,-1,-1,17.5,0
2263,6260,79,-1,-1,17.5,0
2263,6261,79,-1,-1,17.5,0
2263,6259,80,-1,-1,-17.5,1
2263,6260,80,-1,-1,-17.5,1
2263,6261,80,-1,-1,-17.5,1
2259,6247,71,-1,-1,7,0
2259,6248,71,-1,-1,7,0
2259,6249,71,-1,-1,7,0
2259,6247,72,-1,-1,-7,1
2259,6248,72,-1,-1,-7,1
2259,6249,72,-1,-1,-7,1
2260,6250,73,-1,-1,70,0
2260,6251,73,-1,-1,70,0
2260,6252,73,-1,-1,70,0
2260,6250,74,-1,-1,-70,1
2260,6251,74,-1,-1,-70,1
2260,6252,74,-1,-1,-70,1
2264,6262,81,-1,-1,168,0
2264,6263,81,-1,-1,168,0
2264,6264,81,-1,-1,168,0
2264,6262,82,-1,-1,-168,1
2264,6263,82,-1,-1,-168,1
2264,6264,82,-1,-1,-168,1
2416,6718,385,-1,-1,42,0
2416,6719,385,-1,-1,42,0
2416,6720,385,-1,-1,42,0
2416,6718,386,-1,-1,-42,1
2416,6719,386,-1,-1,-42,1
2416,6720,386,-1,-1,-42,1
2417,6721,387,-1,-1,87,0
2417,6722,387,-1,-1,87,0
2417,6723,387,-1,-1,87,0
2417,6721,388,-1,-1,-87,1
2417,6722,388,-1,-1,-87,1
2417,6723,388,-1,-1,-87,1
2265,6265,83,-1,-1,35,0
2265,6266,83,-1,-1,35,0
2265,6267,83,-1,-1,35,0
2265,6265,84,-1,-1,-35,1
2265,6266,84,-1,-1,-35,1
2265,6267,84,-1,-1,-35,1
2418,6724,389,-1,-1,12.6,0
2418,6725,389,-1,-1,12.6,0
2418,6726,389,-1,-1,12.6,0
2418,6724,390,-1,-1,-12.6,1
2418,6725,390,-1,-1,-12.6,1
2418,6726,390,-1,-1,-12.6,1
2318,6424,189,-1,-1,11,0
2318,6425,189,-1,-1,11,0
2318,6426,189,-1,-1,11,0
2318,6424,190,-1,-1,-11,1
2318,6425,190,-1,-1,-11,1
2318,6426,190,-1,-1,-11,1
2319,6427,191,-1,-1,76,0
2319,6428,191,-1,-1,76,0
2319,6429,191,-1,-1,76,0
2319,6427,192,-1,-1,-76,1
2319,6428,192,-1,-1,-76,1
2319,6429,192,-1,-1,-76,1
2320,6430,193,-1,-1,62,0
2320,6431,193,-1,-1,62,0
2320,6432,193,-1,-1,62,0
2320,6430,194,-1,-1,-62,1
2320,6431,194,-1,-1,-62,1
2320,6432,194,-1,-1,-62,1
2321,6433,195,-1,-1,23,0
2321,6434,195,-1,-1,23,0
2321,6435,195,-1,-1,23,0
2321,6433,196,-1,-1,-23,1
2321,6434,196,-1,-1,-23,1
2321,6435,196,-1,-1,-23,1
2226,6148,5,-1,-1,127.4,0
2226,6149,5,-1,-1,127.4,0
2226,6150,5,-1,-1,127.4,0
2226,6148,6,-1,-1,-127.4,1
2226,6149,6,-1,-1,-127.4,1
2226,6150,6,-1,-1,-127.4,1
2227,6151,7,-1,-1,94.5,0
2227,6152,7,-1,-1,94.5,0
2227,6153,7,-1,-1,94.5,0
2227,6151,8,-1,-1,-94.5,1
2227,6152,8,-1,-1,-94.5,1
2227,6153,8,-1,-1,-94.5,1
2419,6727,391,-1,-1,105,0
2419,6728,391,-1,-1,105,0
2419,6729,391,-1,-1,105,0
2419,6727,392,-1,-1,-105,1
2419,6728,392,-1,-1,-105,1
2419,6729,392,-1,-1,-105,1
2420,6730,393,-1,-1,62,0
2420,6731,393,-1,-1,62,0
2420,6732,393,-1,-1,62,0
2420,6730,394,-1,-1,-62,1
2420,6731,394,-1,-1,-62,1
2420,6732,394,-1,-1,-62,1
2421,6733,395,-1,-1,43.6,0
2421,6734,395,-1,-1,43.6,0
2421,6735,395,-1,-1,43.6,0
2421,6733,396,-1,-1,-43.6,1
2421,6734,396,-1,-1,-43.6,1
2421,6735,396,-1,-1,-43.6,1
2422,6736,397,-1,-1,64,0
2422,6737,397,-1,-1,64,0
2422,6738,397,-1,-1,64,0
2422,6736,398,-1,-1,-64,1
2422,6737,398,-1,-1,-64,1
2422,6738,398,-1,-1,-64,1
2423,6739,399,-1,-1,65,0
2423,6740,399,-1,-1,65,0
2423,6741,399,-1,-1,65,0
2423,6739,400,-1,-1,-65,1
2423,6740,400,-1,-1,-65,1
2423,6741,400,-1,-1,-65,1
2266,6268,85,-1,-1,518,0
2266,6269,85,-1,-1,518,0
2266,6270,85,-1,-1,518,0
2266,6268,86,-1,-1,-518,1
2266,6269,86,-1,-1,-518,1
2266,6270,86,-1,-1,-518,1
2424,6742,401,-1,-1,24.8,0
2424,6743,401,-1,-1,24.8,0
2424,6744,401,-1,-1,24.8,0
2424,6742,402,-1,-1,-24.8,1
2424,6743,402,-1,-1,-24.8,1
2424,6744,402,-1,-1,-24.8,1
2425,6745,403,-1,-1,8.2,0
2425,6746,403,-1,-1,8.2,0
2425,6747,403,-1,-1,8.2,0
2425,6745,404,-1,-1,-8.2,1
2425,6746,404,-1,-1,-8.2,1
2425,6747,404,-1,-1,-8.2,1
2322,6436,197,-1,-1,130,0
2322,6437,197,-1,-1,130,0
2322,6438,197,-1,-1,130,0
2322,6436,198,-1,-1,-130,1
2322,6437,198,-1,-1,-130,1
2322,6438,198,-1,-1,-130,1
2426,6748,405,-1,-1,161,0
2426,6749,405,-1,-1,161,0
2426,6750,405,-1,-1,161,0
2426,6748,406,-1,-1,-161,1
2426,6749,406,-1,-1,-161,1
2426,6750,406,-1,-1,-161,1
2270,6280,93,-1,-1,5.5,0
2270,6281,93,-1,-1,5.5,0
2270,6282,93,-1,-1,5.5,0
2270,6280,94,-1,-1,-5.5,1
2270,6281,94,-1,-1,-5.5,1
2270,6282,94,-1,-1,-5.5,1
2271,6283,95,-1,-1,10,0
2271,6284,95,-1,-1,10,0
2271,6285,95,-1,-1,10,0
2271,6283,96,-1,-1,-10,1
2271,6284,96,-1,-1,-10,1
2271,6285,96,-1,-1,-10,1
2272,6286,97,-1,-1,6,0
2272,6287,97,-1,-1,6,0
2272,6288,97,-1,-1,6,0
2272,6286,98,-1,-1,-6,1
2272,6287,98,-1,-1,-6,1
2272,6288,98,-1,-1,-6,1
2505,6985,561,-1,-1,5.9,0
2505,6986,561,-1,-1,5.9,0
2505,6987,561,-1,-1,5.9,0
2505,6985,562,-1,-1,-5.9,1
2505,6986,562,-1,-1,-5.9,1
2505,6987,562,-1,-1,-5.9,1
2509,6997,569,-1,-1,4,0
2509,6998,569,-1,-1,4,0
2509,6999,569,-1,-1,4,0
2509,6997,570,-1,-1,-4,1
2509,6998,570,-1,-1,-4,1
2509,6999,570,-1,-1,-4,1
2398,6664,349,-1,-1,5.5,0
2398,6665,349,-1,-1,5.5,0
2398,6666,349,-1,-1,5.5,0
2398,6664,350,-1,-1,-5.5,1
2398,6665,350,-1,-1,-5.5,1
2398,6666,350,-1,-1,-5.5,1
2399,6667,351,-1,-1,5,0
2399,6668,351,-1,-1,5,0
2399,6669,351,-1,-1,5,0
2399,6667,352,-1,-1,-5,1
2399,6668,352,-1,-1,-5,1
2399,6669,352,-1,-1,-5,1
2400,6670,353,-1,-1,15,0
2400,6671,353,-1,-1,15,0
2400,6672,353,-1,-1,15,0
2400,6670,354,-1,-1,-15,1
2400,6671,354,-1,-1,-15,1
2400,6672,354,-1,-1,-15,1
2516,7018,583,-1,-1,1.1,0
2516,7019,583,-1,-1,1.1,0
2516,7020,583,-1,-1,1.1,0
2516,7018,584,-1,-1,-1.1,1
2516,7019,584,-1,-1,-1.1,1
2516,7020,584,-1,-1,-1.1,1
2527,7051,605,-1,-1,6,0
2527,7052,605,-1,-1,6,0
2527,7053,605,-1,-1,6,0
2527,7051,606,-1,-1,-6,1
2527,7052,606,-1,-1,-6,1
2527,7053,606,-1,-1,-6,1
2273,6289,99,-1,-1,30,0
2273,6290,99,-1,-1,30,0
2273,6291,99,-1,-1,30,0
2273,6289,100,-1,-1,-30,1
2273,6290,100,-1,-1,-30,1
2273,6291,100,-1,-1,-30,1
2401,6673,355,-1,-1,24.9,0
2401,6674,355,-1,-1,24.9,0
2401,6675,355,-1,-1,24.9,0
2401,6673,356,-1,-1,-24.9,1
2401,6674,356,-1,-1,-24.9,1
2401,6675,356,-1,-1,-24.9,1
2274,6292,101,-1,-1,82,0
2274,6293,101,-1,-1,82,0
2274,6294,101,-1,-1,82,0
2274,6292,102,-1,-1,-82,1
2274,6293,102,-1,-1,-82,1
2274,6294,102,-1,-1,-82,1
2228,6154,9,-1,-1,56,0
2228,6155,9,-1,-1,56,0
2228,6156,9,-1,-1,56,0
2228,6154,10,-1,-1,-56,1
2228,6155,10,-1,-1,-56,1
2228,6156,10,-1,-1,-56,1
2275,6295,103,-1,-1,12,0
2275,6296,103,-1,-1,12,0
2275,6297,103,-1,-1,12,0
2275,6295,104,-1,-1,-12,1
2275,6296,104,-1,-1,-12,1
2275,6297,104,-1,-1,-12,1
2402,6676,357,-1,-1,0.041,0
2402,6677,357,-1,-1,0.041,0
2402,6678,357,-1,-1,0.041,0
2402,6676,358,-1,-1,-0.041,1
2402,6677,358,-1,-1,-0.041,1
2402,6678,358,-1,-1,-0.041,1
2403,6679,359,-1,-1,5.5,0
2403,6680,359,-1,-1,5.5,0
2403,6681,359,-1,-1,5.5,0
2403,6679,360,-1,-1,-5.5,1
2403,6680,360,-1,-1,-5.5,1
2403,6681,360,-1,-1,-5.5,1
2404,6682,361,-1,-1,25,0
2404,6683,361,-1,-1,25,0
2404,6684,361,-1,-1,25,0
2404,6682,362,-1,-1,-25,1
2404,6683,362,-1,-1,-25,1
2404,6684,362,-1,-1,-25,1
2515,7015,581,-1,-1,1.2,0
2515,7016,581,-1,-1,1.2,0
2515,7017,581,-1,-1,1.2,0
2515,7015,582,-1,-1,-1.2,1
2515,7016,582,-1,-1,-1.2,1
2515,7017,582,-1,-1,-1.2,1
2526,7048,603,-1,-1,1.3,0
2526,7049,603,-1,-1,1.3,0
2526,7050,603,-1,-1,1.3,0
2526,7048,604,-1,-1,-1.3,1
2526,7049,604,-1,-1,-1.3,1
2526,7050,604,-1,-1,-1.3,1
2531,7063,613,-1,-1,1.6,0
2531,7064,613,-1,-1,1.6,0
2531,7065,613,-1,-1,1.6,0
2531,7063,614,-1,-1,-1.6,1
2531,7064,614,-1,-1,-1.6,1
2531,7065,614,-1,-1,-1.6,1
2517,7021,585,-1,-1,1.7,0
2517,7022,585,-1,-1,1.7,0
2517,7023,585,-1,-1,1.7,0
2517,7021,586,-1,-1,-1.7,1
2517,7022,586,-1,-1,-1.7,1
2517,7023,586,-1,-1,-1.7,1
2405,6685,363,-1,-1,0.35,0
2405,6686,363,-1,-1,0.35,0
2405,6687,363,-1,-1,0.35,0
2405,6685,364,-1,-1,-0.35,1
2405,6686,364,-1,-1,-0.35,1
2405,6687,364,-1,-1,-0.35,1
2276,6298,105,-1,-1,11.1,0
2276,6299,105,-1,-1,11.1,0
2276,6300,105,-1,-1,11.1,0
2276,6298,106,-1,-1,-11.1,1
2276,6299,106,-1,-1,-11.1,1
2276,6300,106,-1,-1,-11.1,1
2277,6301,107,-1,-1,4.7,0
2277,6302,107,-1,-1,4.7,0
2277,6303,107,-1,-1,4.7,0
2277,6301,108,-1,-1,-4.7,1
2277,6302,108,-1,-1,-4.7,1
2277,6303,108,-1,-1,-4.7,1
2519,7027,589,-1,-1,1.3,0
2519,7028,589,-1,-1,1.3,0
2519,7029,589,-1,-1,1.3,0
2519,7027,590,-1,-1,-1.3,1
2519,7028,590,-1,-1,-1.3,1
2519,7029,590,-1,-1,-1.3,1
2507,6991,565,-1,-1,1.7,0
2507,6992,565,-1,-1,1.7,0
2507,6993,565,-1,-1,1.7,0
2507,6991,566,-1,-1,-1.7,1
2507,6992,566,-1,-1,-1.7,1
2507,6993,566,-1,-1,-1.7,1
2508,6994,567,-1,-1,1.5,0
2508,6995,567,-1,-1,1.5,0
2508,6996,567,-1,-1,1.5,0
2508,6994,568,-1,-1,-1.5,1
2508,6995,568,-1,-1,-1.5,1
2508,6996,568,-1,-1,-1.5,1
2513,7009,577,-1,-1,1,0
2513,7010,577,-1,-1,1,0
2513,7011,577,-1,-1,1,0
2513,7009,578,-1,-1,-1,1
2513,7010,578,-1,-1,-1,1
2513,7011,578,-1,-1,-1,1
2512,7006,575,-1,-1,6,0
2512,7007,575,-1,-1,6,0
2512,7008,575,-1,-1,6,0
2512,7006,576,-1,-1,-6,1
2512,7007,576,-1,-1,-6,1
2512,7008,576,-1,-1,-6,1
2514,7012,579,-1,-1,1.9,0
2514,7013,579,-1,-1,1.9,0
2514,7014,579,-1,-1,1.9,0
2514,7012,580,-1,-1,-1.9,1
2514,7013,580,-1,-1,-1.9,1
2514,7014,580,-1,-1,-1.9,1
2523,7039,597,-1,-1,8,0
2523,7040,597,-1,-1,8,0
2523,7041,597,-1,-1,8,0
2523,7039,598,-1,-1,-8,1
2523,7040,598,-1,-1,-8,1
2523,7041,598,-1,-1,-8,1
2520,7030,591,-1,-1,1.3,0
2520,7031,591,-1,-1,1.3,0
2520,7032,591,-1,-1,1.3,0
2520,7030,592,-1,-1,-1.3,1
2520,7031,592,-1,-1,-1.3,1
2520,7032,592,-1,-1,-1.3,1
2518,7024,587,-1,-1,1.4,0
2518,7025,587,-1,-1,1.4,0
2518,7026,587,-1,-1,1.4,0
2518,7024,588,-1,-1,-1.4,1
2518,7025,588,-1,-1,-1.4,1
2518,7026,588,-1,-1,-1.4,1
2528,7054,607,-1,-1,1.8,0
2528,7055,607,-1,-1,1.8,0
2528,7056,607,-1,-1,1.8,0
2528,7054,608,-1,-1,-1.8,1
2528,7055,608,-1,-1,-1.8,1
2528,7056,608,-1,-1,-1.8,1
2510,7000,571,-1,-1,1,0
2510,7001,571,-1,-1,1,0
2510,7002,571,-1,-1,1,0
2510,7000,572,-1,-1,-1,1
2510,7001,572,-1,-1,-1,1
2510,7002,572,-1,-1,-1,1
2529,7057,609,-1,-1,6,0
2529,7058,609,-1,-1,6,0
2529,7059,609,-1,-1,6,0
2529,7057,610,-1,-1,-6,1
2529,7058,610,-1,-1,-6,1
2529,7059,610,-1,-1,-6,1
2229,6157,11,-1,-1,525,0
2229,6158,11,-1,-1,525,0
2229,6159,11,-1,-1,525,0
2229,6157,12,-1,-1,-525,1
2229,6158,12,-1,-1,-525,1
2229,6159,12,-1,-1,-525,1
2230,6160,13,-1,-1,9.25,0
2230,6161,13,-1,-1,9.25,0
2230,6162,13,-1,-1,9.25,0
2230,6160,14,-1,-1,-9.25,1
2230,6161,14,-1,-1,-9.25,1
2230,6162,14,-1,-1,-9.25,1
2406,6688,365,-1,-1,23.1,0
2406,6689,365,-1,-1,23.1,0
2406,6690,365,-1,-1,23.1,0
2406,6688,366,-1,-1,-23.1,1
2406,6689,366,-1,-1,-23.1,1
2406,6690,366,-1,-1,-23.1,1
2522,7036,595,-1,-1,1.3,0
2522,7037,595,-1,-1,1.3,0
2522,7038,595,-1,-1,1.3,0
2522,7036,596,-1,-1,-1.3,1
2522,7037,596,-1,-1,-1.3,1
2522,7038,596,-1,-1,-1.3,1
2506,6988,563,-1,-1,6.8,0
2506,6989,563,-1,-1,6.8,0
2506,6990,563,-1,-1,6.8,0
2506,6988,564,-1,-1,-6.8,1
2506,6989,564,-1,-1,-6.8,1
2506,6990,564,-1,-1,-6.8,1
2407,6691,367,-1,-1,31,0
2407,6692,367,-1,-1,31,0
2407,6693,367,-1,-1,31,0
2407,6691,368,-1,-1,-31,1
2407,6692,368,-1,-1,-31,1
2407,6693,368,-1,-1,-31,1
2278,6304,109,-1,-1,11.9,0
2278,6305,109,-1,-1,11.9,0
2278,6306,109,-1,-1,11.9,0
2278,6304,110,-1,-1,-11.9,1
2278,6305,110,-1,-1,-11.9,1
2278,6306,110,-1,-1,-11.9,1
2524,7042,599,-1,-1,1.8,0
2524,7043,599,-1,-1,1.8,0
2524,7044,599,-1,-1,1.8,0
2524,7042,600,-1,-1,-1.8,1
2524,7043,600,-1,-1,-1.8,1
2524,7044,600,-1,-1,-1.8,1
2525,7045,601,-1,-1,1.7,0
2525,7046,601,-1,-1,1.7,0
2525,7047,601,-1,-1,1.7,0
2525,7045,602,-1,-1,-1.7,1
2525,7046,602,-1,-1,-1.7,1
2525,7047,602,-1,-1,-1.7,1
2261,6253,75,-1,-1,275.8,0
2261,6254,75,-1,-1,275.8,0
2261,6255,75,-1,-1,275.8,0
2261,6253,76,-1,-1,-275.8,1
2261,6254,76,-1,-1,-275.8,1
2261,6255,76,-1,-1,-275.8,1
2511,7003,573,-1,-1,4,0
2511,7004,573,-1,-1,4,0
2511,7005,573,-1,-1,4,0
2511,7003,574,-1,-1,-4,1
2511,7004,574,-1,-1,-4,1
2511,7005,574,-1,-1,-4,1
2279,6307,111,-1,-1,3.58,0
2279,6308,111,-1,-1,3.58,0
2279,6309,111,-1,-1,3.58,0
2279,6307,112,-1,-1,-3.58,1
2279,6308,112,-1,-1,-3.58,1
