QtBids,QBid1,QBid2,Tau,ForTime
227314,757407,757407,91,91
227314,757405,757408,89,92
227314,757406,757408,90,92
227314,757407,757408,91,92
227314,757408,757408,92,92
227315,757409,757409,89,89
227315,757409,757410,89,90
227315,757410,757410,90,90
227315,757409,757411,89,91
227315,757410,757411,90,91
227315,757411,757411,91,91
227316,757412,757412,89,89
227316,757412,757413,89,90
227316,757413,757413,90,90
227316,757412,757414,89,91
227316,757413,757414,90,91
227316,757414,757414,91,91
227316,757412,757415,89,92
227316,757413,757415,90,92
227316,757414,757415,91,92
227316,757415,757415,92,92
227317,757416,757416,89,89
227317,757416,757417,89,90
227317,757417,757417,90,90
227317,757416,757418,89,91
227317,757417,757418,90,91
227317,757418,757418,91,91
227318,757419,757419,89,89
227318,757419,757420,89,90
227318,757420,757420,90,90
227318,757419,757421,89,91
227318,757420,757421,90,91
227318,757421,757421,91,91
227318,757419,757422,89,92
227318,757420,757422,90,92
227318,757421,757422,91,92
227318,757422,757422,92,92
227319,757423,757423,89,89
227319,757423,757424,89,90
227319,757424,757424,90,90
227321,757426,757426,89,89
227321,757426,757427,89,90
227321,757427,757427,90,90
227321,757426,757428,89,91
227321,757427,757428,90,91
227321,757428,757428,91,91
227321,757426,757429,89,92
227321,757427,757429,90,92
227321,757428,757429,91,92
227321,757429,757429,92,92
227322,757430,757430,89,89
227322,757430,757431,89,90
227322,757431,757431,90,90
227323,757432,757432,89,89
227323,757432,757433,89,90
227323,757433,757433,90,90
227323,757432,757434,89,91
227323,757433,757434,90,91
227323,757434,757434,91,91
227323,757432,757435,89,92
227323,757433,757435,90,92
227323,757434,757435,91,92
227323,757435,757435,92,92
227324,757436,757436,89,89
227324,757436,757437,89,90
227324,757437,757437,90,90
227324,757436,757438,89,91
227324,757437,757438,90,91
227324,757438,757438,91,91
227325,757439,757439,89,89
227325,757439,757440,89,90
227325,757440,757440,90,90
227325,757439,757441,89,91
227325,757440,757441,90,91
227325,757441,757441,91,91
227325,757439,757442,89,92
227325,757440,757442,90,92
227325,757441,757442,91,92
227325,757442,757442,92,92
227326,757443,757443,89,89
227326,757443,757444,89,90
227326,757444,757444,90,90
227326,757443,757445,89,91
227326,757444,757445,90,91
227326,757445,757445,91,91
227327,757446,757446,89,89
227327,757446,757447,89,90
227327,757447,757447,90,90
227328,757448,757448,89,89
227328,757448,757449,89,90
227328,757449,757449,90,90
227328,757448,757450,89,91
227328,757449,757450,90,91
227328,757450,757450,91,91
227328,757448,757451,89,92
227328,757449,757451,90,92
227328,757450,757451,91,92
227328,757451,757451,92,92
227329,757452,757452,89,89
227329,757452,757453,89,90
227329,757453,757453,90,90
227329,757452,757454,89,91
227329,757453,757454,90,91
227329,757454,757454,91,91
227329,757452,757455,89,92
227329,757453,757455,90,92
227329,757454,757455,91,92
227329,757455,757455,92,92
227330,757456,757456,89,89
227330,757456,757457,89,90
227330,757457,757457,90,90
227330,757456,757458,89,91
227330,757457,757458,90,91
227330,757458,757458,91,91
227331,757459,757459,89,89
227331,757459,757460,89,90
227331,757460,757460,90,90
227331,757459,757461,89,91
227331,757460,757461,90,91
227331,757461,757461,91,91
227331,757459,757462,89,92
227331,757460,757462,90,92
227331,757461,757462,91,92
227331,757462,757462,92,92
227332,757463,757463,89,89
227332,757463,757464,89,90
227332,757464,757464,90,90
227332,757463,757465,89,91
227332,757464,757465,90,91
227332,757465,757465,91,91
227332,757463,757466,89,92
227332,757464,757466,90,92
227332,757465,757466,91,92
227332,757466,757466,92,92
227333,757467,757467,89,89
227333,757467,757468,89,90
227333,757468,757468,90,90
227333,757467,757469,89,91
227333,757468,757469,90,91
227333,757469,757469,91,91
227335,757471,757471,89,89
227335,757471,757472,89,90
227335,757472,757472,90,90
227336,757473,757473,89,89
227336,757473,757474,89,90
227336,757474,757474,90,90
227336,757473,757475,89,91
227336,757474,757475,90,91
227336,757475,757475,91,91
227336,757473,757476,89,92
227336,757474,757476,90,92
227336,757475,757476,91,92
227336,757476,757476,92,92
227337,757477,757477,89,89
227337,757477,757478,89,90
227337,757478,757478,90,90
227337,757477,757479,89,91
227337,757478,757479,90,91
227337,757479,757479,91,91
227337,757477,757480,89,92
227337,757478,757480,90,92
227337,757479,757480,91,92
227337,757480,757480,92,92
227338,757481,757481,89,89
227338,757481,757482,89,90
227338,757482,757482,90,90
227338,757481,757483,89,91
227338,757482,757483,90,91
227338,757483,757483,91,91
227338,757481,757484,89,92
227338,757482,757484,90,92
227338,757483,757484,91,92
227338,757484,757484,92,92
227339,757485,757485,89,89
227339,757485,757486,89,90
227339,757486,757486,90,90
227339,757485,757487,89,91
227339,757486,757487,90,91
227339,757487,757487,91,91
227339,757485,757488,89,92
227339,757486,757488,90,92
227339,757487,757488,91,92
227339,757488,757488,92,92
227340,757489,757489,89,89
227340,757489,757490,89,90
227340,757490,757490,90,90
227340,757489,757491,89,91
227340,757490,757491,90,91
227340,757491,757491,91,91
227340,757489,757492,89,92
227340,757490,757492,90,92
227340,757491,757492,91,92
227340,757492,757492,92,92
227341,757493,757493,89,89
227341,757493,757494,89,90
227341,757494,757494,90,90
227342,757495,757495,89,89
227342,757495,757496,89,90
227342,757496,757496,90,90
227342,757495,757497,89,91
227342,757496,757497,90,91
227342,757497,757497,91,91
227344,757499,757499,89,89
227344,757499,757500,89,90
227344,757500,757500,90,90
227344,757499,757501,89,91
227344,757500,757501,90,91
227344,757501,757501,91,91
227344,757499,757502,89,92
227344,757500,757502,90,92
227344,757501,757502,91,92
227344,757502,757502,92,92
227345,757503,757503,89,89
227345,757503,757504,89,90
227345,757504,757504,90,90
227345,757503,757505,89,91
227345,757504,757505,90,91
227345,757505,757505,91,91
227346,757506,757506,89,89
227346,757506,757507,89,90
227346,757507,757507,90,90
227346,757506,757508,89,91
227346,757507,757508,90,91
227346,757508,757508,91,91
227346,757506,757509,89,92
227346,757507,757509,90,92
227346,757508,757509,91,92
227346,757509,757509,92,92
227347,757510,757510,89,89
227347,757510,757511,89,90
227347,757511,757511,90,90
227348,757512,757512,89,89
227348,757512,757513,89,90
227348,757513,757513,90,90
227348,757512,757514,89,91
227348,757513,757514,90,91
227348,757514,757514,91,91
227348,757512,757515,89,92
227348,757513,757515,90,92
227348,757514,757515,91,92
227348,757515,757515,92,92
227349,757516,757516,89,89
227349,757516,757517,89,90
227349,757517,757517,90,90
227349,757516,757518,89,91
227349,757517,757518,90,91
227349,757518,757518,91,91
227349,757516,757519,89,92
227349,757517,757519,90,92
227349,757518,757519,91,92
227349,757519,757519,92,92
227350,757520,757520,89,89
227350,757520,757521,89,90
227350,757521,757521,90,90
227350,757520,757522,89,91
227350,757521,757522,90,91
227350,757522,757522,91,91
227350,757520,757523,89,92
227350,757521,757523,90,92
227350,757522,757523,91,92
227350,757523,757523,92,92
227351,757524,757524,89,89
227351,757524,757525,89,90
227351,757525,757525,90,90
227352,757526,757526,89,89
227352,757526,757527,89,90
227352,757527,757527,90,90
227352,757526,757528,89,91
227352,757527,757528,90,91
227352,757528,757528,91,91
227352,757526,757529,89,92
227352,757527,757529,90,92
227352,757528,757529,91,92
227352,757529,757529,92,92
227353,757530,757530,89,89
227353,757530,757531,89,90
227353,757531,757531,90,90
227353,757530,757532,89,91
227353,757531,757532,90,91
227353,757532,757532,91,91
227353,757530,757533,89,92
227353,757531,757533,90,92
227353,757532,757533,91,92
227353,757533,757533,92,92
227355,757535,757535,89,89
227355,757535,757536,89,90
227355,757536,757536,90,90
227355,757535,757537,89,91
227355,757536,757537,90,91
227355,757537,757537,91,91
227356,757538,757538,89,89
227356,757538,757539,89,90
227356,757539,757539,90,90
227357,757540,757540,89,89
227357,757540,757541,89,90
227357,757541,757541,90,90
227358,757542,757542,89,89
227358,757542,757543,89,90
227358,757543,757543,90,90
227358,757542,757544,89,91
227358,757543,757544,90,91
227358,757544,757544,91,91
227358,757542,757545,89,92
227358,757543,757545,90,92
227358,757544,757545,91,92
227358,757545,757545,92,92
227359,757546,757546,89,89
227359,757546,757547,89,90
227359,757547,757547,90,90
227359,757546,757548,89,91
227359,757547,757548,90,91
227359,757548,757548,91,91
227361,757550,757550,89,89
227361,757550,757551,89,90
227361,757551,757551,90,90
227362,757552,757552,89,89
227362,757552,757553,89,90
227362,757553,757553,90,90
227362,757552,757554,89,91
227362,757553,757554,90,91
227362,757554,757554,91,91
227362,757552,757555,89,92
227362,757553,757555,90,92
227362,757554,757555,91,92
227362,757555,757555,92,92
227363,757556,757556,89,89
227363,757556,757557,89,90
227363,757557,757557,90,90
227363,757556,757558,89,91
227363,757557,757558,90,91
227363,757558,757558,91,91
227365,757560,757560,89,89
227365,757560,757561,89,90
227365,757561,757561,90,90
227365,757560,757562,89,91
227365,757561,757562,90,91
227365,757562,757562,91,91
227365,757560,757563,89,92
227365,757561,757563,90,92
227365,757562,757563,91,92
227365,757563,757563,92,92
227366,757564,757564,89,89
227366,757564,757565,89,90
227366,757565,757565,90,90
227366,757564,757566,89,91
227366,757565,757566,90,91
227366,757566,757566,91,91
227366,757564,757567,89,92
227366,757565,757567,90,92
227366,757566,757567,91,92
227366,757567,757567,92,92
227367,757568,757568,89,89
227367,757568,757569,89,90
227367,757569,757569,90,90
227367,757568,757570,89,91
227367,757569,757570,90,91
227367,757570,757570,91,91
227369,757572,757572,89,89
227369,757572,757573,89,90
227369,757573,757573,90,90
227369,757572,757574,89,91
227369,757573,757574,90,91
227369,757574,757574,91,91
227369,757572,757575,89,92
227369,757573,757575,90,92
227369,757574,757575,91,92
227369,757575,757575,92,92
227370,757576,757576,89,89
227370,757576,757577,89,90
227370,757577,757577,90,90
227370,757576,757578,89,91
227370,757577,757578,90,91
227370,757578,757578,91,91
227370,757576,757579,89,92
227370,757577,757579,90,92
227370,757578,757579,91,92
227370,757579,757579,92,92
227372,757581,757581,89,89
227372,757581,757582,89,90
227372,757582,757582,90,90
227372,757581,757583,89,91
227372,757582,757583,90,91
227372,757583,757583,91,91
227373,757584,757584,89,89
227373,757584,757585,89,90
227373,757585,757585,90,90
227373,757584,757586,89,91
227373,757585,757586,90,91
227373,757586,757586,91,91
227373,757584,757587,89,92
227373,757585,757587,90,92
227373,757586,757587,91,92
227373,757587,757587,92,92
227374,757588,757588,89,89
227374,757588,757589,89,90
227374,757589,757589,90,90
227374,757588,757590,89,91
227374,757589,757590,90,91
227374,757590,757590,91,91
227375,757591,757591,89,89
227375,757591,757592,89,90
227375,757592,757592,90,90
227375,757591,757593,89,91
227375,757592,757593,90,91
227375,757593,757593,91,91
227375,757591,757594,89,92
227375,757592,757594,90,92
227375,757593,757594,91,92
227375,757594,757594,92,92
227376,757595,757595,89,89
227376,757595,757596,89,90
227376,757596,757596,90,90
227376,757595,757597,89,91
227376,757596,757597,90,91
227376,757597,757597,91,91
227376,757595,757598,89,92
227376,757596,757598,90,92
227376,757597,757598,91,92
227376,757598,757598,92,92
227377,757599,757599,89,89
227377,757599,757600,89,90
227377,757600,757600,90,90
227377,757599,757601,89,91
227377,757600,757601,90,91
227377,757601,757601,91,91
227378,757602,757602,89,89
227378,757602,757603,89,90
227378,757603,757603,90,90
227378,757602,757604,89,91
227378,757603,757604,90,91
227378,757604,757604,91,91
227378,757602,757605,89,92
227378,757603,757605,90,92
227378,757604,757605,91,92
227378,757605,757605,92,92
227380,757607,757607,89,89
227380,757607,757608,89,90
227380,757608,757608,90,90
227380,757607,757609,89,91
227380,757608,757609,90,91
227380,757609,757609,91,91
227380,757607,757610,89,92
227380,757608,757610,90,92
227380,757609,757610,91,92
227380,757610,757610,92,92
227381,757611,757611,89,89
227381,757611,757612,89,90
227381,757612,757612,90,90
227381,757611,757613,89,91
227381,757612,757613,90,91
227381,757613,757613,91,91
227382,757614,757614,89,89
227382,757614,757615,89,90
227382,757615,757615,90,90
227383,757616,757616,89,89
227383,757616,757617,89,90
227383,757617,757617,90,90
227383,757616,757618,89,91
227383,757617,757618,90,91
227383,757618,757618,91,91
227383,757616,757619,89,92
227383,757617,757619,90,92
227383,757618,757619,91,92
227383,757619,757619,92,92
227384,757620,757620,89,89
227384,757620,757621,89,90
227384,757621,757621,90,90
227384,757620,757622,89,91
227384,757621,757622,90,91
227384,757622,757622,91,91
227385,757623,757623,89,89
227385,757623,757624,89,90
227385,757624,757624,90,90
227385,757623,757625,89,91
227385,757624,757625,90,91
227385,757625,757625,91,91
227385,757623,757626,89,92
227385,757624,757626,90,92
227385,757625,757626,91,92
227385,757626,757626,92,92
227387,757628,757628,89,89
227387,757628,757629,89,90
227387,757629,757629,90,90
227387,757628,757630,89,91
227387,757629,757630,90,91
227387,757630,757630,91,91
227387,757628,757631,89,92
227387,757629,757631,90,92
227387,757630,757631,91,92
227387,757631,757631,92,92
227388,757632,757632,89,89
227388,757632,757633,89,90
227388,757633,757633,90,90
227388,757632,757634,89,91
227388,757633,757634,90,91
227388,757634,757634,91,91
227388,757632,757635,89,92
227388,757633,757635,90,92
227388,757634,757635,91,92
227388,757635,757635,92,92
227389,757636,757636,89,89
227389,757636,757637,89,90
227389,757637,757637,90,90
227389,757636,757638,89,91
227389,757637,757638,90,91
227389,757638,757638,91,91
227390,757639,757639,89,89
227390,757639,757640,89,90
227390,757640,757640,90,90
227391,757641,757641,89,89
227391,757641,757642,89,90
227391,757642,757642,90,90
227391,757641,757643,89,91
227391,757642,757643,90,91
227391,757643,757643,91,91
227391,757641,757644,89,92
227391,757642,757644,90,92
227391,757643,757644,91,92
227391,757644,757644,92,92
227393,757646,757646,89,89
227393,757646,757647,89,90
227393,757647,757647,90,90
227393,757646,757648,89,91
227393,757647,757648,90,91
227393,757648,757648,91,91
227394,757649,757649,89,89
227394,757649,757650,89,90
227394,757650,757650,90,90
227394,757649,757651,89,91
227394,757650,757651,90,91
227394,757651,757651,91,91
227394,757649,757652,89,92
227394,757650,757652,90,92
227394,757651,757652,91,92
227394,757652,757652,92,92
227395,757653,757653,89,89
227395,757653,757654,89,90
227395,757654,757654,90,90
227395,757653,757655,89,91
227395,757654,757655,90,91
227395,757655,757655,91,91
227395,757653,757656,89,92
227395,757654,757656,90,92
227395,757655,757656,91,92
227395,757656,757656,92,92
227397,757658,757658,89,89
227397,757658,757659,89,90
227397,757659,757659,90,90
227398,757660,757660,89,89
227398,757660,757661,89,90
227398,757661,757661,90,90
227398,757660,757662,89,91
227398,757661,757662,90,91
227398,757662,757662,91,91
227398,757660,757663,89,92
227398,757661,757663,90,92
227398,757662,757663,91,92
227398,757663,757663,92,92
227399,757664,757664,89,89
227399,757664,757665,89,90
227399,757665,757665,90,90
227399,757664,757666,89,91
227399,757665,757666,90,91
227399,757666,757666,91,91
227399,757664,757667,89,92
227399,757665,757667,90,92
227399,757666,757667,91,92
227399,757667,757667,92,92
227400,757668,757668,89,89
227400,757668,757669,89,90
227400,757669,757669,90,90
227400,757668,757670,89,91
227400,757669,757670,90,91
227400,757670,757670,91,91
227401,757671,757671,89,89
227401,757671,757672,89,90
227401,757672,757672,90,90
227401,757671,757673,89,91
227401,757672,757673,90,91
227401,757673,757673,91,91
227401,757671,757674,89,92
227401,757672,757674,90,92
227401,757673,757674,91,92
227401,757674,757674,92,92
227402,757675,757675,89,89
227402,757675,757676,89,90
227402,757676,757676,90,90
227402,757675,757677,89,91
227402,757676,757677,90,91
227402,757677,757677,91,91
227402,757675,757678,89,92
227402,757676,757678,90,92
227402,757677,757678,91,92
227402,757678,757678,92,92
227403,757679,757679,89,89
227403,757679,757680,89,90
227403,757680,757680,90,90
227404,757681,757681,89,89
227404,757681,757682,89,90
227404,757682,757682,90,90
227404,757681,757683,89,91
227404,757682,757683,90,91
227404,757683,757683,91,91
227404,757681,757684,89,92
227404,757682,757684,90,92
227404,757683,757684,91,92
227404,757684,757684,92,92
227405,757685,757685,89,89
227405,757685,757686,89,90
227405,757686,757686,90,90
227405,757685,757687,89,91
227405,757686,757687,90,91
227405,757687,757687,91,91
227406,757688,757688,89,89
227406,757688,757689,89,90
227406,757689,757689,90,90
227408,757691,757691,89,89
227408,757691,757692,89,90
227408,757692,757692,90,90
227408,757691,757693,89,91
227408,757692,757693,90,91
227408,757693,757693,91,91
227408,757691,757694,89,92
227408,757692,757694,90,92
227408,757693,757694,91,92
227408,757694,757694,92,92
227409,757695,757695,89,89
227409,757695,757696,89,90
227409,757696,757696,90,90
227409,757695,757697,89,91
227409,757696,757697,90,91
227409,757697,757697,91,91
227410,757698,757698,89,89
227410,757698,757699,89,90
227410,757699,757699,90,90
227412,757701,757701,89,89
227412,757701,757702,89,90
227412,757702,757702,90,90
227412,757701,757703,89,91
227412,757702,757703,90,91
227412,757703,757703,91,91
227412,757701,757704,89,92
227412,757702,757704,90,92
227412,757703,757704,91,92
227412,757704,757704,92,92
227414,757706,757706,89,89
227414,757706,757707,89,90
227414,757707,757707,90,90
227414,757706,757708,89,91
227414,757707,757708,90,91
227414,757708,757708,91,91
227415,757709,757709,89,89
227415,757709,757710,89,90
227415,757710,757710,90,90
227416,757711,757711,89,89
227416,757711,757712,89,90
227416,757712,757712,90,90
227416,757711,757713,89,91
227416,757712,757713,90,91
227416,757713,757713,91,91
227416,757711,757714,89,92
227416,757712,757714,90,92
227416,757713,757714,91,92
227416,757714,757714,92,92
227417,757715,757715,89,89
227417,757715,757716,89,90
227417,757716,757716,90,90
227417,757715,757717,89,91
227417,757716,757717,90,91
227417,757717,757717,91,91
227418,757718,757718,89,89
227418,757718,757719,89,90
227418,757719,757719,90,90
227418,757718,757720,89,91
227418,757719,757720,90,91
227418,757720,757720,91,91
227418,757718,757721,89,92
227418,757719,757721,90,92
227418,757720,757721,91,92
227418,757721,757721,92,92
227419,757722,757722,89,89
227419,757722,757723,89,90
227419,757723,757723,90,90
227419,757722,757724,89,91
227419,757723,757724,90,91
227419,757724,757724,91,91
227419,757722,757725,89,92
227419,757723,757725,90,92
227419,757724,757725,91,92
227419,757725,757725,92,92
227420,757726,757726,89,89
227420,757726,757727,89,90
227420,757727,757727,90,90
227420,757726,757728,89,91
227420,757727,757728,90,91
227420,757728,757728,91,91
227420,757726,757729,89,92
227420,757727,757729,90,92
227420,757728,757729,91,92
227420,757729,757729,92,92
227421,757730,757730,89,89
227421,757730,757731,89,90
227421,757731,757731,90,90
227421,757730,757732,89,91
227421,757731,757732,90,91
227421,757732,757732,91,91
227422,757733,757733,89,89
227422,757733,757734,89,90
227422,757734,757734,90,90
227422,757733,757735,89,91
227422,757734,757735,90,91
227422,757735,757735,91,91
227422,757733,757736,89,92
227422,757734,757736,90,92
227422,757735,757736,91,92
227422,757736,757736,92,92
227423,757737,757737,89,89
227423,757737,757738,89,90
227423,757738,757738,90,90
227424,757739,757739,89,89
227424,757739,757740,89,90
227424,757740,757740,90,90
227424,757739,757741,89,91
227424,757740,757741,90,91
227424,757741,757741,91,91
227424,757739,757742,89,92
227424,757740,757742,90,92
227424,757741,757742,91,92
227424,757742,757742,92,92
227425,757743,757743,89,89
227425,757743,757744,89,90
227425,757744,757744,90,90
227425,757743,757745,89,91
227425,757744,757745,90,91
227425,757745,757745,91,91
227426,757746,757746,89,89
227426,757746,757747,89,90
227426,757747,757747,90,90
227427,757748,757748,89,89
227427,757748,757749,89,90
227427,757749,757749,90,90
227427,757748,757750,89,91
227427,757749,757750,90,91
227427,757750,757750,91,91
227427,757748,757751,89,92
227427,757749,757751,90,92
227427,757750,757751,91,92
227427,757751,757751,92,92
227428,757752,757752,89,89
227428,757752,757753,89,90
227428,757753,757753,90,90
227428,757752,757754,89,91
227428,757753,757754,90,91
227428,757754,757754,91,91
227428,757752,757755,89,92
227428,757753,757755,90,92
227428,757754,757755,91,92
227428,757755,757755,92,92
227429,757756,757756,89,89
227429,757756,757757,89,90
227429,757757,757757,90,90
227430,757758,757758,89,89
227430,757758,757759,89,90
227430,757759,757759,90,90
227430,757758,757760,89,91
227430,757759,757760,90,91
227430,757760,757760,91,91
227432,757762,757762,89,89
227432,757762,757763,89,90
227432,757763,757763,90,90
227432,757762,757764,89,91
227432,757763,757764,90,91
227432,757764,757764,91,91
227432,757762,757765,89,92
227432,757763,757765,90,92
227432,757764,757765,91,92
227432,757765,757765,92,92
227433,757766,757766,89,89
227433,757766,757767,89,90
227433,757767,757767,90,90
227433,757766,757768,89,91
227433,757767,757768,90,91
227433,757768,757768,91,91
227433,757766,757769,89,92
227433,757767,757769,90,92
227433,757768,757769,91,92
227433,757769,757769,92,92
227435,757771,757771,89,89
227435,757771,757772,89,90
227435,757772,757772,90,90
227435,757771,757773,89,91
227435,757772,757773,90,91
227435,757773,757773,91,91
227436,757774,757774,89,89
227436,757774,757775,89,90
227436,757775,757775,90,90
227436,757774,757776,89,91
227436,757775,757776,90,91
227436,757776,757776,91,91
227436,757774,757777,89,92
227436,757775,757777,90,92
227436,757776,757777,91,92
227436,757777,757777,92,92
227437,757778,757778,89,89
227437,757778,757779,89,90
227437,757779,757779,90,90
227437,757778,757780,89,91
227437,757779,757780,90,91
227437,757780,757780,91,91
227439,757782,757782,89,89
227439,757782,757783,89,90
227439,757783,757783,90,90
227440,757784,757784,89,89
227440,757784,757785,89,90
227440,757785,757785,90,90
227440,757784,757786,89,91
227440,757785,757786,90,91
227440,757786,757786,91,91
227440,757784,757787,89,92
227440,757785,757787,90,92
227440,757786,757787,91,92
227440,757787,757787,92,92
227441,757788,757788,89,89
227441,757788,757789,89,90
227441,757789,757789,90,90
227443,757791,757791,89,89
227443,757791,757792,89,90
227443,757792,757792,90,90
227443,757791,757793,89,91
227443,757792,757793,90,91
227443,757793,757793,91,91
227444,757794,757794,89,89
227444,757794,757795,89,90
227444,757795,757795,90,90
227444,757794,757796,89,91
227444,757795,757796,90,91
227444,757796,757796,91,91
227444,757794,757797,89,92
227444,757795,757797,90,92
227444,757796,757797,91,92
227444,757797,757797,92,92
227445,757798,757798,89,89
227445,757798,757799,89,90
227445,757799,757799,90,90
227445,757798,757800,89,91
227445,757799,757800,90,91
227445,757800,757800,91,91
227445,757798,757801,89,92
227445,757799,757801,90,92
227445,757800,757801,91,92
227445,757801,757801,92,92
227446,757802,757802,89,89
227446,757802,757803,89,90
227446,757803,757803,90,90
227447,757804,757804,89,89
227447,757804,757805,89,90
227447,757805,757805,90,90
227447,757804,757806,89,91
227447,757805,757806,90,91
227447,757806,757806,91,91
227449,757808,757808,89,89
227449,757808,757809,89,90
227449,757809,757809,90,90
227449,757808,757810,89,91
227449,757809,757810,90,91
227449,757810,757810,91,91
227450,757811,757811,89,89
227450,757811,757812,89,90
227450,757812,757812,90,90
227450,757811,757813,89,91
227450,757812,757813,90,91
227450,757813,757813,91,91
227450,757811,757814,89,92
227450,757812,757814,90,92
227450,757813,757814,91,92
227450,757814,757814,92,92
227451,757815,757815,89,89
227451,757815,757816,89,90
227451,757816,757816,90,90
227451,757815,757817,89,91
227451,757816,757817,90,91
227451,757817,757817,91,91
227451,757815,757818,89,92
227451,757816,757818,90,92
227451,757817,757818,91,92
227451,757818,757818,92,92
227452,757819,757819,89,89
227452,757819,757820,89,90
227452,757820,757820,90,90
227452,757819,757821,89,91
227452,757820,757821,90,91
227452,757821,757821,91,91
227452,757819,757822,89,92
227452,757820,757822,90,92
227452,757821,757822,91,92
227452,757822,757822,92,92
227453,757823,757823,89,89
227453,757823,757824,89,90
227453,757824,757824,90,90
227453,757823,757825,89,91
227453,757824,757825,90,91
227453,757825,757825,91,91
227453,757823,757826,89,92
227453,757824,757826,90,92
227453,757825,757826,91,92
227453,757826,757826,92,92
227454,757827,757827,89,89
227454,757827,757828,89,90
227454,757828,757828,90,90
227454,757827,757829,89,91
227454,757828,757829,90,91
227454,757829,757829,91,91
227454,757827,757830,89,92
227454,757828,757830,90,92
227454,757829,757830,91,92
227454,757830,757830,92,92
227455,757831,757831,89,89
227455,757831,757832,89,90
227455,757832,757832,90,90
227455,757831,757833,89,91
227455,757832,757833,90,91
227455,757833,757833,91,91
227457,757835,757835,89,89
227457,757835,757836,89,90
227457,757836,757836,90,90
227457,757835,757837,89,91
227457,757836,757837,90,91
227457,757837,757837,91,91
227457,757835,757838,89,92
227457,757836,757838,90,92
227457,757837,757838,91,92
227457,757838,757838,92,92
227458,757839,757839,89,89
227458,757839,757840,89,90
227458,757840,757840,90,90
227459,757841,757841,89,89
227459,757841,757842,89,90
227459,757842,757842,90,90
227459,757841,757843,89,91
227459,757842,757843,90,91
