Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,AlphaOmegaSet,NoNewAct
1468,341,1255,1541,3,0,22.1,-0.27,22.1,1,1,1,1
1468,341,1256,1542,4,0,0,0.132,0,1,1,1,1
1468,342,1257,1543,1,0,45.7,0.14,45.7,1,1,1,0
1468,342,1258,1544,2,0,52.6,0.138,52.6,1,1,1,1
1468,342,1259,1545,3,0,57.4,0.135,57.4,1,1,1,1
1468,342,1260,1546,4,0,0,-0.205,0,1,1,1,1
1468,343,1261,1547,1,0,79.7,-0.265,79.7,1,1,1,0
1468,343,1262,1548,2,0,86.3,-0.267,86.3,1,1,1,1
1468,343,1263,1549,3,0,90.8,-0.27,90.8,1,1,1,1
1468,343,1264,1550,4,0,94,-0.273,94,1,1,1,1
1468,344,1265,1551,1,0,79.8,0.14,79.8,1,1,1,0
1468,344,1266,1552,2,0,86.7,0.138,86.7,1,1,1,1
1468,344,1267,1553,3,0,91.5,0.135,91.5,1,1,1,1
1468,344,1268,1554,4,0,95.3,0.132,95.3,1,1,1,1
1537,93,273,273,1,0,-36,-0.0116,-36,1,1,0,0
1537,94,274,274,1,0,36,0.0152,36,1,1,0,0
1537,98,281,292,1,0,25.1,0.0945,25.1,0,1,0,0
1537,98,281,293,1,0,-4.7,-14.9,-4.7,0,1,0,0
1537,98,281,294,1,-14.9,-3,-58.6,-3,0,1,0,0
1537,98,282,295,2,0,25.1,0.0945,25.1,0,1,0,0
1537,98,282,296,2,0,-4.7,-16.3,-4.7,0,1,0,0
1537,98,282,297,2,-16.3,-3,-64,-3,0,1,0,0
1537,98,283,298,3,0,25.1,0.0945,25.1,0,1,0,0
1537,98,283,299,3,0,-4.7,-18.4,-4.7,0,1,0,0
1537,98,283,300,3,-18.4,-3,-72.4,-3,0,1,0,0
1537,98,284,301,4,0,-25.1,-0.315,-25.1,0,1,0,0
1537,98,284,302,4,-0.315,-25.1,-22.2,-25.1,0,1,0,0
1537,98,284,303,4,-22.2,-25.1,-86.2,-25.1,0,1,0,0
1537,98,284,304,4,-86.2,-25.1,-86.2,-25.1,0,1,0,0
1537,250,889,1047,1,0,50,0.42,50,0,1,0,0
1537,250,889,1048,1,0,-50,-0.219,-50,0,1,0,0
1537,250,890,1049,2,0,50,0.42,50,0,1,0,0
1537,250,890,1050,2,0,-50,-0.219,-50,0,1,0,0
1537,250,891,1051,3,0,50,0.42,50,0,1,0,0
1537,250,891,1052,3,0,-50,-0.219,-50,0,1,0,0
1537,250,892,1053,4,0,50,0.419,50,0,1,0,0
1537,250,892,1054,4,0,-50,-0.22,-50,0,1,0,0
1537,253,901,1063,1,0,50,0.22,50,0,1,0,0
1537,253,901,1064,1,0,-50,-0.437,-50,0,1,0,0
1537,253,902,1065,2,0,50,0.22,50,0,1,0,0
1537,253,902,1066,2,0,-50,-0.437,-50,0,1,0,0
1537,253,903,1067,3,0,50,0.22,50,0,1,0,0
1537,253,903,1068,3,0,-50,-0.437,-50,0,1,0,0
1537,253,904,1069,4,0,50,0.22,50,0,1,0,0
1537,253,904,1070,4,0,-50,-0.437,-50,0,1,0,0
1537,254,905,1071,1,0,50,0.197,50,0,1,0,0
1537,254,905,1072,1,0,-50,-0.103,-50,0,1,0,0
1537,254,906,1073,2,0,50,0.197,50,0,1,0,0
1537,254,906,1074,2,0,-50,-0.103,-50,0,1,0,0
1537,254,907,1075,3,0,50,0.197,50,0,1,0,0
1537,254,907,1076,3,0,-50,-0.103,-50,0,1,0,0
1537,254,908,1077,4,0,50,0.197,50,0,1,0,0
1537,254,908,1078,4,0,-50,-0.103,-50,0,1,0,0
1537,255,909,1079,1,0,50,0.121,50,0,1,0,0
1537,255,909,1080,1,0,-50,-0.239,-50,0,1,0,0
1537,255,910,1081,2,0,50,0.121,50,0,1,0,0
1537,255,910,1082,2,0,-50,-0.239,-50,0,1,0,0
1537,255,911,1083,3,0,50,0.121,50,0,1,0,0
1537,255,911,1084,3,0,-50,-0.239,-50,0,1,0,0
1537,255,912,1085,4,0,50,0.121,50,0,1,0,0
1537,255,912,1086,4,0,-50,-0.239,-50,0,1,0,0
1537,261,933,1119,1,0,50,0.1,50,0,1,0,0
1537,261,933,1120,1,0,-50,-0.198,-50,0,1,0,0
1537,261,934,1121,2,0,50,0.1,50,0,1,0,0
1537,261,934,1122,2,0,-50,-0.198,-50,0,1,0,0
1537,261,935,1123,3,0,50,0.1,50,0,1,0,0
1537,261,935,1124,3,0,-50,-0.198,-50,0,1,0,0
1537,261,936,1125,4,0,50,0.1,50,0,1,0,0
1537,261,936,1126,4,0,-50,-0.198,-50,0,1,0,0
1537,262,937,1127,1,0,50,0.196,50,0,1,0,0
1537,262,937,1128,1,0,-50,-0.103,-50,0,1,0,0
1537,262,938,1129,2,0,50,0.196,50,0,1,0,0
1537,262,938,1130,2,0,-50,-0.103,-50,0,1,0,0
1537,262,939,1131,3,0,50,0.196,50,0,1,0,0
1537,262,939,1132,3,0,-50,-0.103,-50,0,1,0,0
1537,262,940,1133,4,0,50,0.196,50,0,1,0,0
1537,262,940,1134,4,0,-50,-0.103,-50,0,1,0,0
1537,266,953,1155,1,0,50,0.0207,50,0,1,0,0
1537,266,954,1156,2,0,50,0.0207,50,0,1,0,0
1537,266,955,1157,3,0,50,0.0207,50,0,1,0,0
1537,266,956,1158,4,0,50,0.0207,50,0,1,0,0
1537,282,1017,1243,1,0,50,0.0015,50,0,1,0,0
1537,282,1018,1244,2,0,50,0.0015,50,0,1,0,0
1537,282,1019,1245,3,0,50,0.0015,50,0,1,0,0
1537,282,1020,1246,4,0,50,0.0015,50,0,1,0,0
1537,284,1025,1247,1,0,-50,-0.0011,-50,0,1,0,0
1537,284,1026,1248,2,0,-50,-0.0011,-50,0,1,0,0
1537,284,1027,1249,3,0,-50,-0.0011,-50,0,1,0,0
1537,284,1028,1250,4,0,-50,-0.0011,-50,0,1,0,0
1537,285,1029,1251,1,0,50,0.00165,50,0,1,0,0
1537,285,1030,1252,2,0,50,0.00165,50,0,1,0,0
1537,285,1031,1253,3,0,50,0.00165,50,0,1,0,0
1537,285,1032,1254,4,0,50,0.00165,50,0,1,0,0
1537,288,1041,1263,1,0,50,0.0132,50,0,1,0,0
1537,288,1042,1264,2,0,50,0.0132,50,0,1,0,0
1537,288,1043,1265,3,0,50,0.0132,50,0,1,0,0
1537,288,1044,1266,4,0,50,0.0132,50,0,1,0,0
1537,289,1045,1267,1,0,50,1.17,50,0,1,0,0
1537,289,1046,1268,2,0,50,1.17,50,0,1,0,0
1537,289,1047,1269,3,0,50,1.17,50,0,1,0,0
1537,289,1048,1270,4,0,50,1.17,50,0,1,0,0
1537,294,1065,1287,1,0,-58.9,-0.999,-58.9,0,1,0,0
1537,294,1066,1288,2,0,-58.9,-0.999,-58.9,0,1,0,0
1537,294,1067,1289,3,0,-58.9,-0.999,-58.9,0,1,0,0
1537,294,1068,1290,4,0,-58.9,-0.999,-58.9,0,1,0,0
1537,295,1069,1291,1,0,-59.8,-2.32,-59.8,0,1,0,0
1537,295,1070,1292,2,0,-59.8,-2.32,-59.8,0,1,0,0
1537,295,1071,1293,3,0,-59.8,-2.32,-59.8,0,1,0,0
1537,295,1072,1294,4,0,-59.8,-2.32,-59.8,0,1,0,0
1537,298,1081,1303,1,0,-59.4,-0.995,-59.4,0,1,0,0
1537,298,1082,1304,2,0,-59.4,-0.995,-59.4,0,1,0,0
1537,298,1083,1305,3,0,-59.4,-0.995,-59.4,0,1,0,0
1537,298,1084,1306,4,0,-59.4,-0.995,-59.4,0,1,0,0
1537,301,1093,1315,1,0,-59,-0.04,-59,0,1,0,0
1537,301,1094,1316,2,0,-59,-0.04,-59,0,1,0,0
1537,301,1095,1317,3,0,-59,-0.04,-59,0,1,0,0
1537,301,1096,1318,4,0,-59,-0.04,-59,0,1,0,0
1537,302,1097,1319,1,0,-58.8,-0.096,-58.8,0,1,0,0
1537,302,1098,1320,2,0,-58.8,-0.096,-58.8,0,1,0,0
1537,302,1099,1321,3,0,-58.8,-0.096,-58.8,0,1,0,0
1537,302,1100,1322,4,0,-58.8,-0.096,-58.8,0,1,0,0
1537,303,1101,1323,1,0,-67.9,-0.044,-67.9,0,1,0,0
1537,303,1102,1324,2,0,-67.9,-0.044,-67.9,0,1,0,0
1537,303,1103,1325,3,0,-67.9,-0.044,-67.9,0,1,0,0
1537,303,1104,1326,4,0,-67.9,-0.044,-67.9,0,1,0,0
1537,304,1105,1327,1,0,-57.5,-0.36,-57.5,0,1,0,0
1537,304,1106,1328,2,0,-57.5,-0.36,-57.5,0,1,0,0
1537,304,1107,1329,3,0,-57.5,-0.36,-57.5,0,1,0,0
1537,304,1108,1330,4,0,-57.5,-0.36,-57.5,0,1,0,0
1537,312,1137,1355,1,0,-64.3,-0.2,-64.3,0,1,0,0
1537,312,1138,1356,2,0,-64.3,-0.2,-64.3,0,1,0,0
1537,312,1139,1357,3,0,-64.3,-0.2,-64.3,0,1,0,0
1537,312,1140,1358,4,0,-64.3,-0.2,-64.3,0,1,0,0
1537,314,1145,1363,1,0,-62,-0.035,-62,0,1,0,0
1537,314,1146,1364,2,0,-62,-0.035,-62,0,1,0,0
1537,314,1147,1365,3,0,-62,-0.035,-62,0,1,0,0
1537,314,1148,1366,4,0,-62,-0.035,-62,0,1,0,0
1537,316,1153,1371,1,0,-59.4,-0.03,-59.4,0,1,0,0
1537,316,1154,1372,2,0,-59.4,-0.03,-59.4,0,1,0,0
1537,316,1155,1373,3,0,-59.4,-0.03,-59.4,0,1,0,0
1537,316,1156,1374,4,0,-59.4,-0.03,-59.4,0,1,0,0
1537,317,1157,1375,1,0,-65.3,-0.03,-65.3,0,1,0,0
1537,317,1158,1376,2,0,-65.3,-0.03,-65.3,0,1,0,0
1537,317,1159,1377,3,0,-65.3,-0.03,-65.3,0,1,0,0
1537,317,1160,1378,4,0,-65.3,-0.03,-65.3,0,1,0,0
1537,318,1161,1379,1,0,-62.1,-0.06,-62.1,0,1,0,0
1537,318,1162,1380,2,0,-62.1,-0.06,-62.1,0,1,0,0
1537,318,1163,1381,3,0,-62.1,-0.06,-62.1,0,1,0,0
1537,318,1164,1382,4,0,-62.1,-0.06,-62.1,0,1,0,0
1537,319,1165,1383,1,0,-62.2,-0.06,-62.2,0,1,0,0
1537,319,1166,1384,2,0,-62.2,-0.06,-62.2,0,1,0,0
1537,319,1167,1385,3,0,-62.2,-0.06,-62.2,0,1,0,0
1537,319,1168,1386,4,0,-62.2,-0.06,-62.2,0,1,0,0
1537,321,1173,1395,1,0,-58.7,-1.82,-58.7,0,1,0,0
1537,321,1173,1396,1,0,78.7,0.97,78.7,0,1,0,0
1537,321,1174,1397,2,0,-58.7,-1.76,-58.7,0,1,0,0
1537,321,1174,1398,2,0,78.7,0.796,78.7,0,1,0,0
1537,321,1175,1399,3,0,-58.7,-1.74,-58.7,0,1,0,0
1537,321,1175,1400,3,0,78.7,0.961,78.7,0,1,0,0
1537,321,1176,1401,4,0,-58.7,-1.38,-58.7,0,1,0,0
1537,321,1176,1402,4,0,78.7,0.474,78.7,0,1,0,0
1537,345,1269,1555,1,0,10.6,-0.3,10.6,1,1,1,0
1537,345,1270,1556,2,0,0,0.163,0,1,1,1,1
1537,345,1271,1557,3,0,0,0.0394,0,1,1,1,1
1537,345,1272,1558,4,0,0,0.0153,0,1,1,1,1
1537,346,1273,1559,1,0,27.4,0.165,27.4,1,1,1,0
1537,346,1274,1560,2,0,0,-0.108,0,1,1,1,1
1537,346,1275,1561,3,0,0,-0.00918,0,1,1,1,1
1537,346,1276,1562,4,0,0,-0.00754,0,1,1,1,1
1537,347,1277,1563,1,0,10.6,-0.3,10.6,1,1,1,0
1537,347,1278,1564,2,0,17.3,-0.301,17.3,1,1,1,1
1537,347,1279,1565,3,0,0,0.162,0,1,1,1,1
1537,347,1280,1566,4,0,0,0.145,0,1,1,1,1
1537,348,1281,1567,1,0,35.4,0.165,35.4,1,1,1,0
1537,348,1282,1568,2,0,42.2,0.164,42.2,1,1,1,1
1537,348,1283,1569,3,0,0,-0.188,0,1,1,1,1
1537,348,1284,1570,4,0,0,-0.0225,0,1,1,1,1
1537,349,1285,1571,1,0,10.6,-0.3,10.6,1,1,1,0
1537,349,1286,1572,2,0,17.3,-0.301,17.3,1,1,1,1
1537,349,1287,1573,3,0,22,-0.303,22,1,1,1,1
1537,349,1288,1574,4,0,0,0.159,0,1,1,1,1
1537,350,1289,1575,1,0,44.1,0.165,44.1,1,1,1,0
1537,350,1290,1576,2,0,50.9,0.164,50.9,1,1,1,1
1537,350,1291,1577,3,0,55.8,0.162,55.8,1,1,1,1
1537,350,1292,1578,4,0,0,-0.251,0,1,1,1,1
1537,351,1293,1579,1,0,79.3,-0.3,79.3,1,1,1,0
1537,351,1294,1580,2,0,86,-0.301,86,1,1,1,1
1537,351,1295,1581,3,0,90.7,-0.303,90.7,1,1,1,1
1537,351,1296,1582,4,0,94.3,-0.306,94.3,1,1,1,1
1537,352,1297,1583,1,0,79.3,0.165,79.3,1,1,1,0
1537,352,1298,1584,2,0,86.1,0.164,86.1,1,1,1,1
1537,352,1299,1585,3,0,91,0.162,91,1,1,1,1
1537,352,1300,1586,4,0,94.9,0.159,94.9,1,1,1,1
1743,290,1049,1271,1,0,-67,-750,-67,0,1,0,0
1743,290,1050,1272,2,0,-67,-750,-67,0,1,0,0
1743,290,1051,1273,3,0,-67,-750,-67,0,1,0,0
1743,290,1052,1274,4,0,-67,-750,-67,0,1,0,0
10060000,115,349,393,1,0,-4.7,-1.12,-4.7,0,1,0,0
10060000,115,349,394,1,-1.12,-3,-9.31,-3,0,1,0,0
10060000,115,350,395,2,0,-4.7,-1.22,-4.7,0,1,0,0
10060000,115,350,396,2,-1.22,-3,-10.2,-3,0,1,0,0
10060000,115,351,397,3,0,-4.7,-1.38,-4.7,0,1,0,0
10060000,115,351,398,3,-1.38,-3,-11.5,-3,0,1,0,0
10060000,115,352,399,4,0,-4.7,-1.64,-4.7,0,1,0,0
10060000,115,352,400,4,-1.64,-3,-13.6,-3,0,1,0,0
10060000,291,1053,1275,1,0,-58.2,-1.15,-58.2,0,1,0,0
10060000,291,1054,1276,2,0,-58.2,-1.15,-58.2,0,1,0,0
10060000,291,1055,1277,3,0,-58.2,-1.15,-58.2,0,1,0,0
10060000,291,1056,1278,4,0,-58.2,-1.15,-58.2,0,1,0,0
10060000,297,1077,1299,1,0,-55.8,-0.96,-55.8,0,1,0,0
10060000,297,1078,1300,2,0,-55.8,-0.96,-55.8,0,1,0,0
10060000,297,1079,1301,3,0,-55.8,-0.96,-55.8,0,1,0,0
10060000,297,1080,1302,4,0,-55.8,-0.96,-55.8,0,1,0,0
10060000,305,1109,1331,1,0,-67.3,-0.63,-67.3,0,1,0,0
10060000,305,1110,1332,2,0,-67.3,-0.63,-67.3,0,1,0,0
10060000,305,1111,1333,3,0,-67.3,-0.63,-67.3,0,1,0,0
10060000,305,1112,1334,4,0,-67.3,-0.63,-67.3,0,1,0,0
10060003,116,353,401,1,0,-3,-0.192,-3,0,1,0,0
10060003,116,354,402,2,0,-3,-0.21,-3,0,1,0,0
10060003,116,355,403,3,0,-3,-0.237,-3,0,1,0,0
10060003,116,356,404,4,0,-3,-0.281,-3,0,1,0,0
10060004,117,357,405,1,0,-3,-0.145,-3,0,1,0,0
10060004,117,358,406,2,0,-3,-0.158,-3,0,1,0,0
10060004,117,359,407,3,0,-3,-0.179,-3,0,1,0,0
10060004,117,360,408,4,0,-3,-0.212,-3,0,1,0,0
10060005,118,361,409,1,0,-3,-0.262,-3,0,1,0,0
10060005,118,362,410,2,0,-3,-0.286,-3,0,1,0,0
10060005,118,363,411,3,0,-3,-0.323,-3,0,1,0,0
10060005,118,364,412,4,0,-3,-0.384,-3,0,1,0,0
10060006,119,365,413,1,0,-3,-0.0319,-3,0,1,0,0
10060006,119,366,414,2,0,-3,-0.0348,-3,0,1,0,0
10060006,119,367,415,3,0,-3,-0.0394,-3,0,1,0,0
10060006,119,368,416,4,0,-3,-0.0467,-3,0,1,0,0
10060007,120,369,417,1,0,-3,-0.212,-3,0,1,0,0
10060007,120,370,418,2,0,-3,-0.231,-3,0,1,0,0
10060007,120,371,419,3,0,-3,-0.261,-3,0,1,0,0
10060007,120,372,420,4,0,-3,-0.31,-3,0,1,0,0
10060008,121,373,421,1,0,-3,-0.11,-3,0,1,0,0
10060008,121,374,422,2,0,-3,-0.12,-3,0,1,0,0
10060008,121,375,423,3,0,-3,-0.136,-3,0,1,0,0
10060008,121,376,424,4,0,-3,-0.162,-3,0,1,0,0
10060009,122,377,425,1,0,-3,-0.343,-3,0,1,0,0
10060009,122,378,426,2,0,-3,-0.375,-3,0,1,0,0
10060009,122,379,427,3,0,-3,-0.423,-3,0,1,0,0
10060009,122,380,428,4,0,-3,-0.503,-3,0,1,0,0
10060010,123,381,429,1,0,-3,-0.117,-3,0,1,0,0
10060010,123,382,430,2,0,-3,-0.128,-3,0,1,0,0
10060010,123,383,431,3,0,-3,-0.145,-3,0,1,0,0
10060010,123,384,432,4,0,-3,-0.172,-3,0,1,0,0
10060011,124,385,433,1,0,-3,-0.134,-3,0,1,0,0
10060011,124,386,434,2,0,-3,-0.146,-3,0,1,0,0
10060011,124,387,435,3,0,-3,-0.165,-3,0,1,0,0
10060011,124,388,436,4,0,-3,-0.196,-3,0,1,0,0
10060012,125,389,437,1,0,-3,-0.142,-3,0,1,0,0
10060012,125,390,438,2,0,-3,-0.155,-3,0,1,0,0
10060012,125,391,439,3,0,-3,-0.175,-3,0,1,0,0
10060012,125,392,440,4,0,-3,-0.208,-3,0,1,0,0
10060013,126,393,441,1,0,-3,-0.118,-3,0,1,0,0
10060013,126,394,442,2,0,-3,-0.129,-3,0,1,0,0
10060013,126,395,443,3,0,-3,-0.146,-3,0,1,0,0
10060013,126,396,444,4,0,-3,-0.173,-3,0,1,0,0
10060014,127,397,445,1,0,25.1,0.009,25.1,0,1,0,0
10060014,127,397,446,1,0,-3,-0.342,-3,0,1,0,0
10060014,127,398,447,2,0,25.1,0.009,25.1,0,1,0,0
10060014,127,398,448,2,0,-3,-0.373,-3,0,1,0,0
10060014,127,399,449,3,0,25.1,0.009,25.1,0,1,0,0
10060014,127,399,450,3,0,-3,-0.422,-3,0,1,0,0
10060014,127,400,451,4,0,-25.1,-0.03,-25.1,0,1,0,0
10060014,127,400,452,4,-0.03,-25.1,-0.531,-25.1,0,1,0,0
10060014,322,1177,1403,1,0,-58.7,-0.104,-58.7,0,1,0,0
10060014,322,1177,1404,1,0,78.7,0.0675,78.7,0,1,0,0
10060014,322,1178,1405,2,0,-58.7,-0.105,-58.7,0,1,0,0
10060014,322,1178,1406,2,0,78.7,0.0703,78.7,0,1,0,0
10060014,322,1179,1407,3,0,-58.7,-0.101,-58.7,0,1,0,0
10060014,322,1179,1408,3,0,78.7,0.0767,78.7,0,1,0,0
10060014,322,1180,1409,4,0,-58.7,-0.0617,-58.7,0,1,0,0
10060014,322,1180,1410,4,0,78.7,0.0568,78.7,0,1,0,0
10060014,377,1380,1666,1,0,10.5,-0.0155,10.5,1,1,1,0
10060014,377,1381,1667,2,0,0,0.00738,0,1,1,1,1
10060014,377,1382,1668,3,0,0,0.00239,0,1,1,1,1
10060014,378,1383,1669,1,0,35,0.00746,35,1,1,1,0
10060014,378,1384,1670,2,0,0,-0.00479,0,1,1,1,1
10060014,379,1385,1671,1,0,10.5,-0.0155,10.5,1,1,1,0
10060014,379,1386,1672,2,0,16.8,-0.0156,16.8,1,1,1,1
10060014,379,1387,1673,3,0,0,0.00724,0,1,1,1,1
10060014,379,1388,1674,4,0,0,0.00695,0,1,1,1,1
10060014,380,1389,1675,1,0,41,0.00746,41,1,1,1,0
10060014,380,1390,1676,2,0,47.5,0.00738,47.5,1,1,1,1
10060014,380,1391,1677,3,0,0,-0.00823,0,1,1,1,1
10060014,381,1392,1678,1,0,10.5,-0.0155,10.5,1,1,1,0
10060014,381,1393,1679,2,0,16.8,-0.0156,16.8,1,1,1,1
10060014,381,1394,1680,3,0,21,-0.0158,21,1,1,1,1
10060014,381,1395,1681,4,0,0,0.00707,0,1,1,1,1
10060014,382,1396,1682,1,0,45.5,0.00746,45.5,1,1,1,0
10060014,382,1397,1683,2,0,52,0.00738,52,1,1,1,1
10060014,382,1398,1684,3,0,56.5,0.00724,56.5,1,1,1,1
10060014,382,1399,1685,4,0,0,-0.0108,0,1,1,1,1
10060014,383,1400,1686,1,0,79.2,-0.0155,79.2,1,1,1,0
10060014,383,1401,1687,2,0,85.6,-0.0156,85.6,1,1,1,1
10060014,383,1402,1688,3,0,89.8,-0.0158,89.8,1,1,1,1
10060014,383,1403,1689,4,0,92.8,-0.0159,92.8,1,1,1,1
10060014,384,1404,1690,1,0,79.1,0.00746,79.1,1,1,1,0
10060014,384,1405,1691,2,0,85.6,0.00738,85.6,1,1,1,1
10060014,384,1406,1692,3,0,90.2,0.00724,90.2,1,1,1,1
10060014,384,1407,1693,4,0,93.7,0.00707,93.7,1,1,1,1
10060015,128,401,453,1,0,-3,-0.264,-3,0,1,0,0
10060015,128,402,454,2,0,-3,-0.289,-3,0,1,0,0
10060015,128,403,455,3,0,-3,-0.327,-3,0,1,0,0
10060015,128,404,456,4,0,-3,-0.388,-3,0,1,0,0
10060016,129,405,457,1,0,-3,-0.114,-3,0,1,0,0
10060016,129,406,458,2,0,-3,-0.125,-3,0,1,0,0
10060016,129,407,459,3,0,-3,-0.141,-3,0,1,0,0
10060016,129,408,460,4,0,-3,-0.167,-3,0,1,0,0
10060017,130,409,461,1,0,-3,-0.0676,-3,0,1,0,0
10060017,130,410,462,2,0,-3,-0.0739,-3,0,1,0,0
10060017,130,411,463,3,0,-3,-0.0835,-3,0,1,0,0
10060017,130,412,464,4,0,-3,-0.0991,-3,0,1,0,0
10060018,131,413,465,1,0,-3,-0.281,-3,0,1,0,0
10060018,131,414,466,2,0,-3,-0.307,-3,0,1,0,0
10060018,131,415,467,3,0,-3,-0.347,-3,0,1,0,0
10060018,131,416,468,4,0,-3,-0.412,-3,0,1,0,0
10060019,132,417,469,1,0,-3,-0.568,-3,0,1,0,0
10060019,132,418,470,2,0,-3,-0.621,-3,0,1,0,0
10060019,132,419,471,3,0,-3,-0.702,-3,0,1,0,0
10060019,132,420,472,4,0,-3,-0.834,-3,0,1,0,0
10060020,133,421,473,1,0,-4.7,-0.291,-4.7,0,1,0,0
10060020,133,421,474,1,-0.291,-3,-0.336,-3,0,1,0,0
10060020,133,422,475,2,0,-4.7,-0.318,-4.7,0,1,0,0
10060020,133,422,476,2,-0.318,-3,-0.368,-3,0,1,0,0
10060020,133,423,477,3,0,-4.7,-0.359,-4.7,0,1,0,0
10060020,133,423,478,3,-0.359,-3,-0.416,-3,0,1,0,0
10060020,133,424,479,4,0,-4.7,-0.426,-4.7,0,1,0,0
10060020,133,424,480,4,-0.426,-3,-0.493,-3,0,1,0,0
10060021,134,425,481,1,0,-3,-0.0539,-3,0,1,0,0
10060021,134,426,482,2,0,-3,-0.0589,-3,0,1,0,0
10060021,134,427,483,3,0,-3,-0.0666,-3,0,1,0,0
