Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,status
22650042,225846,752633,837076,89,0,36,0.025785593,36,1,1,1
22650042,225847,752634,837077,89,0,-36,-0.014077084,-36,1,1,1
22660043,225848,752635,837078,89,0,-36,-0.017494667,-36,1,1,1
22660043,225849,752636,837079,89,0,36,0.022497467,36,1,1,1
22660043,225850,752637,837080,89,0,-36,-0.012796063,-36,1,1,1
22660043,225851,752638,837081,89,0,36,0.027937752,36,1,1,1
22660043,225852,752639,837082,89,0,-36,-0.011849623,-36,1,1,1
22660043,225853,752640,837083,89,0,-36,-0.01621757,-36,1,1,1
22660043,225854,752641,837084,89,0,36,0.013311125,36,1,1,1
22670033,225855,752642,837085,89,0,-36,-0.020445067,-36,1,1,1
22670033,225856,752643,837086,89,0,36,0.026455467,36,1,1,1
22670033,225857,752644,837087,89,0,-36,-0.013987136,-36,1,1,1
22670033,225858,752645,837088,89,0,36,0.028107275,36,1,1,1
22670033,225859,752646,837089,89,0,-36,-0.013119995,-36,1,1,1
22670033,225860,752647,837090,89,0,36,0.011114835,36,1,1,1
22670033,225861,752648,837091,89,0,-36,-0.017548224,-36,1,1,1
22670033,225862,752649,837092,89,0,36,0.01640871,36,1,1,1
22690035,225863,752650,837093,89,0,-36,-0.014281067,-36,1,1,1
22690035,225864,752651,837094,89,0,36,0.014449067,36,1,1,1
22690035,225865,752652,837095,89,0,36,0.026576273,36,1,1,1
22690035,225866,752653,837096,89,0,-36,-0.011874417,-36,1,1,1
22700020,225867,752654,837097,89,0,-36,-0.0129128,-36,1,1,1
22700020,225868,752655,837098,89,0,36,0.022394,36,1,1,1
22700020,225869,752656,837099,89,0,-36,-0.010189289,-36,1,1,1
22700020,225870,752657,837100,89,0,36,0.024611993,36,1,1,1
22700020,225871,752658,837101,89,0,-36,-0.013716598,-36,1,1,1
22710000,225872,752659,837102,89,0,-36,-0.011630667,-36,1,1,1
22710000,225873,752660,837103,89,0,36,0.021318,36,1,1,1
22710000,225874,752661,837104,89,0,-36,-0.01156746,-36,1,1,1
22710000,225875,752662,837105,89,0,36,0.024520793,36,1,1,1
22710000,225876,752663,837106,89,0,-36,-0.01642714,-36,1,1,1
22720021,225877,752664,837107,89,0,-36,-0.017705867,-36,1,1,1
22720021,225878,752665,837108,89,0,36,0.020737333,36,1,1,1
22720021,225879,752666,837109,89,0,36,0.025941968,36,1,1,1
22720021,225880,752667,837110,89,0,-36,-0.011871954,-36,1,1,1
22720021,225881,752668,837111,89,0,-36,-0.013962349,-36,1,1,1
22720021,225882,752669,837112,89,0,36,0.012745262,36,1,1,1
22730065,225883,752670,837113,89,0,-36,-0.012509733,-36,1,1,1
22730065,225884,752671,837114,89,0,36,0.019086667,36,1,1,1
22730065,225885,752672,837115,89,0,36,0.022516527,36,1,1,1
22730065,225886,752673,837116,89,0,-36,-0.010568417,-36,1,1,1
22740042,225887,752674,837117,89,0,-36,-0.013113867,-36,1,1,1
22740042,225888,752675,837118,89,0,36,0.021433467,36,1,1,1
22740042,225889,752676,837119,89,0,-36,-0.010361631,-36,1,1,1
22740042,225890,752677,837120,89,0,36,0.023498019,36,1,1,1
22740042,225891,752678,837121,89,0,-36,-0.013998349,-36,1,1,1
22760068,225892,752679,837122,89,0,-36,-0.016112133,-36,1,1,1
22760068,225893,752680,837123,89,0,36,0.020283067,36,1,1,1
22760068,225894,752681,837124,89,0,36,0.025508876,36,1,1,1
22760068,225895,752682,837125,89,0,-36,-0.010345206,-36,1,1,1
22760068,225896,752683,837126,89,0,-36,-0.010879931,-36,1,1,1
22760068,225897,752684,837127,89,0,36,0.010695623,36,1,1,1
22770027,225898,752685,837128,89,0,-36,-0.021893467,-36,1,1,1
22770027,225899,752686,837129,89,0,36,0.025793333,36,1,1,1
22770027,225900,752687,837130,89,0,-36,-0.015763028,-36,1,1,1
22770027,225901,752688,837131,89,0,36,0.02840165,36,1,1,1
22770027,225902,752689,837132,89,0,-36,-0.016705995,-36,1,1,1
22770027,225903,752690,837133,89,0,36,0.010516478,36,1,1,1
22770027,225904,752691,837134,89,0,-36,-0.018093252,-36,1,1,1
22770027,225905,752692,837135,89,0,36,0.016925804,36,1,1,1
22780021,225906,752693,837136,89,0,-36,-0.0150776,-36,1,1,1
22780021,225907,752694,837137,89,0,36,0.0232108,36,1,1,1
22780021,225908,752695,837138,89,0,-36,-0.014356577,-36,1,1,1
22780021,225909,752696,837139,89,0,36,0.027040685,36,1,1,1
22780021,225910,752697,837140,89,0,-36,-0.010299079,-36,1,1,1
22780021,225911,752698,837141,89,0,-36,-0.016974529,-36,1,1,1
22780021,225912,752699,837142,89,0,36,0.011313333,36,1,1,1
22790030,225913,752700,837143,89,0,-36,-0.0188396,-36,1,1,1
22790030,225914,752701,837144,89,0,36,0.0245792,36,1,1,1
22790030,225915,752702,837145,89,0,-36,-0.013206451,-36,1,1,1
22790030,225916,752703,837146,89,0,36,0.028350095,36,1,1,1
22790030,225917,752704,837147,89,0,-36,-0.011838499,-36,1,1,1
22790030,225918,752705,837148,89,0,36,0.010082695,36,1,1,1
22790030,225919,752706,837149,89,0,-36,-0.015314723,-36,1,1,1
22790030,225920,752707,837150,89,0,36,0.014817751,36,1,1,1
22800110,225921,752708,837151,89,0,-36,-0.0204968,-36,1,1,1
22800110,225922,752709,837152,89,0,36,0.0235384,36,1,1,1
22800110,225923,752710,837153,89,0,-36,-0.013571695,-36,1,1,1
22800110,225924,752711,837154,89,0,36,0.028516977,36,1,1,1
22800110,225925,752712,837155,89,0,-36,-0.012377577,-36,1,1,1
22800110,225926,752713,837156,89,0,-36,-0.019185252,-36,1,1,1
22800110,225927,752714,837157,89,0,36,0.014384056,36,1,1,1
22810043,225928,752715,837158,89,0,-36,-0.020656133,-36,1,1,1
22810043,225929,752716,837159,89,0,36,0.026397733,36,1,1,1
22810043,225930,752717,837160,89,0,-36,-0.013420019,-36,1,1,1
22810043,225931,752718,837161,89,0,36,0.028429929,36,1,1,1
22810043,225932,752719,837162,89,0,-36,-0.015058829,-36,1,1,1
22810043,225933,752720,837163,89,0,-36,-0.017944835,-36,1,1,1
22810043,225934,752721,837164,89,0,36,0.01569286,36,1,1,1
22830025,225935,752722,837165,89,0,-36,-0.019868,-36,1,1,1
22830025,225936,752723,837166,89,0,36,0.020858267,36,1,1,1
22830025,225937,752724,837167,89,0,36,0.025877314,36,1,1,1
22830025,225938,752725,837168,89,0,-36,-0.010147623,-36,1,1,1
22830025,225939,752726,837169,89,0,-36,-0.011396237,-36,1,1,1
22830025,225940,752727,837170,89,0,36,0.010338583,36,1,1,1
22840041,225941,752728,837171,89,0,-36,-0.013920667,-36,1,1,1
22840041,225942,752729,837172,89,0,36,0.023596133,36,1,1,1
22840041,225943,752730,837173,89,0,-36,-0.012019397,-36,1,1,1
22840041,225944,752731,837174,89,0,36,0.027755815,36,1,1,1
22840041,225945,752732,837175,89,0,-36,-0.014568903,-36,1,1,1
22840041,225946,752733,837176,89,0,36,0.01090957,36,1,1,1
22850043,225947,752734,837177,89,0,-36,-0.0194664,-36,1,1,1
22850043,225948,752735,837178,89,0,36,0.025689867,36,1,1,1
22850043,225949,752736,837179,89,0,-36,-0.014808469,-36,1,1,1
22850043,225950,752737,837180,89,0,36,0.028544653,36,1,1,1
22850043,225951,752738,837181,89,0,-36,-0.013405995,-36,1,1,1
22850043,225952,752739,837182,89,0,36,0.01030967,36,1,1,1
22850043,225953,752740,837183,89,0,-36,-0.019320224,-36,1,1,1
22850043,225954,752741,837184,89,0,36,0.015204903,36,1,1,1
22860020,225955,752742,837185,89,0,-36,-0.011818133,-36,1,1,1
22860020,225956,752743,837186,89,0,36,0.020984933,36,1,1,1
22860020,225957,752744,837187,89,0,36,0.024581847,36,1,1,1
22860020,225958,752745,837188,89,0,-36,-0.015456168,-36,1,1,1
22870052,225959,752746,837189,89,0,-36,-0.018386267,-36,1,1,1
22870052,225960,752747,837190,89,0,36,0.0235384,36,1,1,1
22870052,225961,752748,837191,89,0,-36,-0.015649911,-36,1,1,1
22870052,225962,752749,837192,89,0,36,0.028516977,36,1,1,1
22870052,225963,752750,837193,89,0,-36,-0.013079745,-36,1,1,1
22870052,225964,752751,837194,89,0,-36,-0.018623196,-36,1,1,1
22870052,225965,752752,837195,89,0,36,0.014234723,36,1,1,1
22880093,225966,752753,837196,89,0,-36,-0.021893467,-36,1,1,1
22880093,225967,752754,837197,89,0,36,0.025786933,36,1,1,1
22880093,225968,752755,837198,89,0,-36,-0.017097307,-36,1,1,1
22880093,225969,752756,837199,89,0,36,0.028139771,36,1,1,1
22880093,225970,752757,837200,89,0,-36,-0.016186661,-36,1,1,1
22880093,225971,752758,837201,89,0,36,0.011436299,36,1,1,1
22880093,225972,752759,837202,89,0,-36,-0.017460099,-36,1,1,1
22880093,225973,752760,837203,89,0,36,0.017936041,36,1,1,1
22890044,225974,752761,837204,89,0,-36,-0.015866,-36,1,1,1
22890044,225975,752762,837205,89,0,36,0.023176133,36,1,1,1
22890044,225976,752763,837206,89,0,-36,-0.011754857,-36,1,1,1
22890044,225977,752764,837207,89,0,36,0.027755815,36,1,1,1
22890044,225978,752765,837208,89,0,-36,-0.01042287,-36,1,1,1
22890044,225979,752766,837209,89,0,-36,-0.01702471,-36,1,1,1
22890044,225980,752767,837210,89,0,36,0.012036903,36,1,1,1
22900086,225981,752768,837211,89,0,-36,-0.020995733,-36,1,1,1
22900086,225982,752769,837212,89,0,36,0.025516533,36,1,1,1
22900086,225983,752770,837213,89,0,-36,-0.018395136,-36,1,1,1
22900086,225984,752771,837214,89,0,36,0.028618469,36,1,1,1
22900086,225985,752772,837215,89,0,-36,-0.015831995,-36,1,1,1
22900086,225986,752773,837216,89,0,36,0.012706713,36,1,1,1
22900086,225987,752774,837217,89,0,-36,-0.018070891,-36,1,1,1
22900086,225988,752775,837218,89,0,36,0.019250417,36,1,1,1
22910043,225989,752776,837219,89,0,-36,-0.01479,-36,1,1,1
22910043,225990,752777,837220,89,0,36,0.0215364,36,1,1,1
22910043,225991,752778,837221,89,0,-36,-0.01230873,-36,1,1,1
22910043,225992,752779,837222,89,0,36,0.027184806,36,1,1,1
22910043,225993,752780,837223,89,0,-36,-0.010484957,-36,1,1,1
22910043,225994,752781,837224,89,0,-36,-0.01534157,-36,1,1,1
22910043,225995,752782,837225,89,0,36,0.011189153,36,1,1,1
22930025,225996,752783,837226,89,0,-36,-0.020995733,-36,1,1,1
22930025,225997,752784,837227,89,0,36,0.023918533,36,1,1,1
22930025,225998,752785,837228,89,0,-36,-0.012224469,-36,1,1,1
22930025,225999,752786,837229,89,0,36,0.028146933,36,1,1,1
22930025,226000,752787,837230,89,0,-36,-0.012473328,-36,1,1,1
22930025,226001,752788,837231,89,0,36,0.010131003,36,1,1,1
22930025,226002,752789,837232,89,0,-36,-0.017092224,-36,1,1,1
22930025,226003,752790,837233,89,0,36,0.014762237,36,1,1,1
22940027,226004,752791,837234,89,0,-36,-0.020944,-36,1,1,1
22940027,226005,752792,837235,89,0,36,0.025108667,36,1,1,1
22940027,226006,752793,837236,89,0,-36,-0.015693523,-36,1,1,1
22940027,226007,752794,837237,89,0,36,0.028544653,36,1,1,1
22940027,226008,752795,837238,89,0,-36,-0.018860621,-36,1,1,1
22940027,226009,752796,837239,89,0,36,0.01061535,36,1,1,1
22940027,226010,752797,837240,89,0,-36,-0.01925271,-36,1,1,1
22940027,226011,752798,837241,89,0,36,0.017559359,36,1,1,1
22950021,226012,752799,837242,89,0,-36,-0.018276933,-36,1,1,1
22950021,226013,752800,837243,89,0,36,0.023182133,36,1,1,1
22950021,226014,752801,837244,89,0,-36,-0.013902577,-36,1,1,1
22950021,226015,752802,837245,89,0,36,0.027752203,36,1,1,1
22950021,226016,752803,837246,89,0,-36,-0.012603745,-36,1,1,1
22950021,226017,752804,837247,89,0,-36,-0.016116529,-36,1,1,1
22950021,226018,752805,837248,89,0,36,0.013710237,36,1,1,1
22960016,226019,752806,837249,89,0,-36,-0.014018267,-36,1,1,1
22960016,226020,752807,837250,89,0,36,0.018568667,36,1,1,1
22960016,226021,752808,837251,89,0,36,0.02472993,36,1,1,1
22960016,226022,752809,837252,89,0,-36,-0.011368293,-36,1,1,1
22970030,226023,752810,837253,89,0,-36,-0.019812133,-36,1,1,1
22970030,226024,752811,837254,89,0,36,0.024183333,36,1,1,1
22970030,226025,752812,837255,89,0,-36,-0.011213352,-36,1,1,1
22970030,226026,752813,837256,89,0,36,0.027752203,36,1,1,1
22970030,226027,752814,837257,89,0,-36,-0.010437496,-36,1,1,1
22970030,226028,752815,837258,89,0,-36,-0.013937501,-36,1,1,1
22970030,226029,752816,837259,89,0,36,0.013078779,36,1,1,1
22980037,226030,752817,837260,89,0,-36,-0.0185476,-36,1,1,1
22980037,226031,752818,837261,89,0,36,0.0232108,36,1,1,1
22980037,226032,752819,837262,89,0,-36,-0.015051847,-36,1,1,1
22980037,226033,752820,837263,89,0,36,0.028460419,36,1,1,1
22980037,226034,752821,837264,89,0,-36,-0.013635455,-36,1,1,1
22980037,226035,752822,837265,89,0,-36,-0.016488959,-36,1,1,1
22980037,226036,752823,837266,89,0,36,0.014125832,36,1,1,1
22990025,226037,752824,837267,89,0,-36,-0.012350667,-36,1,1,1
22990025,226038,752825,837268,89,0,36,0.0158192,36,1,1,1
22990025,226039,752826,837269,89,0,36,0.022595568,36,1,1,1
22990024,226040,752827,837270,89,0,36,0.012171333,36,1,1,1
23000093,226041,752828,837271,89,0,-36,-0.0207596,-36,1,1,1
23000093,226042,752829,837272,89,0,36,0.025638133,36,1,1,1
23000093,226043,752830,837273,89,0,-36,-0.015649911,-36,1,1,1
23000093,226044,752831,837274,89,0,36,0.028178812,36,1,1,1
23000093,226045,752832,837275,89,0,-36,-0.017215079,-36,1,1,1
23000093,226046,752833,837276,89,0,36,0.01043332,36,1,1,1
23000093,226047,752834,837277,89,0,-36,-0.017935863,-36,1,1,1
23000093,226048,752835,837278,89,0,36,0.017165929,36,1,1,1
23010092,226049,752836,837279,89,0,-36,-0.018564267,-36,1,1,1
23010092,226050,752837,837280,89,0,36,0.024705867,36,1,1,1
23010092,226051,752838,837281,89,0,-36,-0.013853244,-36,1,1,1
23010092,226052,752839,837282,89,0,36,0.026631523,36,1,1,1
23010092,226053,752840,837283,89,0,-36,-0.013767079,-36,1,1,1
23010092,226054,752841,837284,89,0,-36,-0.016223196,-36,1,1,1
23010092,226055,752842,837285,89,0,36,0.015651751,36,1,1,1
23020000,226056,752843,837286,89,0,-36,-0.010473467,-36,1,1,1
23020000,226057,752844,837287,89,0,36,0.020231333,36,1,1,1
23020000,226058,752845,837288,89,0,-36,-0.011041289,-36,1,1,1
23020000,226059,752846,837289,89,0,36,0.022797263,36,1,1,1
23020000,226060,752847,837290,89,0,-36,-0.013449931,-36,1,1,1
23030068,226061,752848,837291,89,0,-36,-0.019708667,-36,1,1,1
23030068,226062,752849,837292,89,0,36,0.023308267,36,1,1,1
23030068,226063,752850,837293,89,0,-36,-0.010410793,-36,1,1,1
23030068,226064,752851,837294,89,0,36,0.027784698,36,1,1,1
23030068,226065,752852,837295,89,0,-36,-0.014671807,-36,1,1,1
23030068,226066,752853,837296,89,0,36,0.011541028,36,1,1,1
23040070,226067,752854,837297,89,0,-36,-0.018460533,-36,1,1,1
23040070,226068,752855,837298,89,0,36,0.023653867,36,1,1,1
23040070,226069,752856,837299,89,0,-36,-0.014849695,-36,1,1,1
23040070,226070,752857,837300,89,0,36,0.028037028,36,1,1,1
23040070,226071,752858,837301,89,0,-36,-0.013002911,-36,1,1,1
23040070,226072,752859,837302,89,0,-36,-0.017393919,-36,1,1,1
23040070,226073,752860,837303,89,0,36,0.013734667,36,1,1,1
23050043,226074,752861,837304,89,0,-36,-0.020892267,-36,1,1,1
23050043,226075,752862,837305,89,0,36,0.025586,36,1,1,1
23050043,226076,752863,837306,89,0,-36,-0.013519911,-36,1,1,1
23050043,226077,752864,837307,89,0,36,0.028048253,36,1,1,1
23050043,226078,752865,837308,89,0,-36,-0.012436412,-36,1,1,1
23050043,226079,752866,837309,89,0,36,0.011193071,36,1,1,1
23050043,226080,752867,837310,89,0,-36,-0.018493863,-36,1,1,1
23050043,226081,752868,837311,89,0,36,0.014952779,36,1,1,1
23060025,226082,752869,837312,89,0,-36,-0.020130533,-36,1,1,1
23060025,226083,752870,837313,89,0,36,0.024084,36,1,1,1
23060025,226084,752871,837314,89,0,-36,-0.01628892,-36,1,1,1
23060025,226085,752872,837315,89,0,36,0.028024793,36,1,1,1
23060025,226086,752873,837316,89,0,-36,-0.013856244,-36,1,1,1
23060025,226087,752874,837317,89,0,36,0.011012059,36,1,1,1
23060025,226088,752875,837318,89,0,-36,-0.019478641,-36,1,1,1
23060025,226089,752876,837319,89,0,36,0.015852972,36,1,1,1
23070065,226090,752877,837320,89,0,-36,-0.0204968,-36,1,1,1
23070065,226091,752878,837321,89,0,36,0.025971733,36,1,1,1
23070065,226092,752879,837322,89,0,-36,-0.014939307,-36,1,1,1
23070065,226093,752880,837323,89,0,36,0.028429929,36,1,1,1
23070065,226094,752881,837324,89,0,-36,-0.013788702,-36,1,1,1
23070065,226095,752882,837325,89,0,36,0.011252549,36,1,1,1
23070065,226096,752883,837326,89,0,-36,-0.018565433,-36,1,1,1
23070065,226097,752884,837327,89,0,36,0.016838779,36,1,1,1
23080021,226098,752885,837328,89,0,-36,-0.012279867,-36,1,1,1
23080021,226099,752886,837329,89,0,36,0.0201736,36,1,1,1
23080021,226100,752887,837330,89,0,36,0.021964851,36,1,1,1
23080021,226101,752888,837331,89,0,-36,-0.013249209,-36,1,1,1
23090052,226102,752889,837332,89,0,-36,-0.019151867,-36,1,1,1
23090052,226103,752890,837333,89,0,36,0.026455467,36,1,1,1
23090052,226104,752891,837334,89,0,-36,-0.017127974,-36,1,1,1
23090052,226105,752892,837335,89,0,36,0.028538329,36,1,1,1
23090052,226106,752893,837336,89,0,-36,-0.013575369,-36,1,1,1
23090052,226107,752894,837337,89,0,36,0.012075673,36,1,1,1
23090052,226108,752895,837338,89,0,-36,-0.018565433,-36,1,1,1
23090052,226109,752896,837339,89,0,36,0.015868043,36,1,1,1
23100025,226110,752897,837340,89,0,-36,-0.0190484,-36,1,1,1
23100025,226111,752898,837341,89,0,36,0.025108667,36,1,1,1
23100025,226112,752899,837342,89,0,-36,-0.014854469,-36,1,1,1
23100025,226113,752900,837343,89,0,36,0.028544653,36,1,1,1
23100025,226114,752901,837344,89,0,-36,-0.012661328,-36,1,1,1
23100025,226115,752902,837345,89,0,36,0.010210296,36,1,1,1
23100025,226116,752903,837346,89,0,-36,-0.019320224,-36,1,1,1
23100025,226117,752904,837347,89,0,36,0.014803445,36,1,1,1
23100024,226118,752905,837348,89,0,-36,-0.013569333,-36,1,1,1
23100024,226119,752906,837349,89,0,36,0.0152612,36,1,1,1
23100024,226120,752907,837350,89,0,36,0.018436838,36,1,1,1
23110070,226121,752908,837351,89,0,-36,-0.018483867,-36,1,1,1
23110070,226122,752909,837352,89,0,36,0.0231304,36,1,1,1
23110070,226123,752910,837353,89,0,-36,-0.013617974,-36,1,1,1
23110070,226124,752911,837354,89,0,36,0.027752203,36,1,1,1
23110070,226125,752912,837355,89,0,-36,-0.013168035,-36,1,1,1
23110070,226126,752913,837356,89,0,-36,-0.016360766,-36,1,1,1
23110070,226127,752914,837357,89,0,36,0.013642723,36,1,1,1
23120025,226128,752915,837358,89,0,-36,-0.0187236,-36,1,1,1
23120025,226129,752916,837359,89,0,36,0.016164667,36,1,1,1
23120025,226130,752917,837360,89,0,36,0.027022127,36,1,1,1
23120025,226131,752918,837361,89,0,-36,-0.011113626,-36,1,1,1
23130070,226132,752919,837362,89,0,-36,-0.0172232,-36,1,1,1
23130070,226133,752920,837363,89,0,36,0.023366533,36,1,1,1
23130070,226134,752921,837364,89,0,-36,-0.013460965,-36,1,1,1
23130070,226135,752922,837365,89,0,36,0.028516977,36,1,1,1
23130070,226136,752923,837366,89,0,-36,-0.011407954,-36,1,1,1
23130070,226137,752924,837367,89,0,36,0.010317209,36,1,1,1
23130070,226138,752925,837368,89,0,-36,-0.016205015,-36,1,1,1
23130070,226139,752926,837369,89,0,36,0.013834417,36,1,1,1
23140027,226140,752927,837370,89,0,-36,-0.0211012,-36,1,1,1
23140027,226141,752928,837371,89,0,36,0.025586,36,1,1,1
23140027,226142,752929,837372,89,0,-36,-0.017130361,-36,1,1,1
23140027,226143,752930,837373,89,0,36,0.028242387,36,1,1,1
23140027,226144,752931,837374,89,0,-36,-0.015843119,-36,1,1,1
23140027,226145,752932,837375,89,0,36,0.011910188,36,1,1,1
23140027,226146,752933,837376,89,0,-36,-0.019185252,-36,1,1,1
23140027,226147,752934,837377,89,0,36,0.018644112,36,1,1,1
23150122,226148,752935,837378,89,0,-36,-0.014260267,-36,1,1,1
23150122,226149,752936,837379,89,0,36,0.0223528,36,1,1,1
23150122,226150,752937,837380,89,0,-36,-0.013879847,-36,1,1,1
23150122,226151,752938,837381,89,0,36,0.026747352,36,1,1,1
23150122,226152,752939,837382,89,0,-36,-0.015822293,-36,1,1,1
23150122,226153,752940,837383,89,0,36,0.011164,36,1,1,1
23160000,226154,752941,837384,89,0,-36,-0.0184588,-36,1,1,1
23160000,226155,752942,837385,89,0,36,0.022433733,36,1,1,1
23160000,226156,752943,837386,89,0,-36,-0.010725352,-36,1,1,1
23160000,226157,752944,837387,89,0,36,0.026674247,36,1,1,1
23160000,226158,752945,837388,89,0,-36,-0.011034829,-36,1,1,1
23160000,226159,752946,837389,89,0,-36,-0.012927501,-36,1,1,1
23160000,226160,752947,837390,89,0,36,0.012764486,36,1,1,1
23170030,226161,752948,837391,89,0,-36,-0.019518133,-36,1,1,1
23170030,226162,752949,837392,89,0,36,0.023314267,36,1,1,1
23170030,226163,752950,837393,89,0,-36,-0.012281028,-36,1,1,1
23170030,226164,752951,837394,89,0,36,0.028090977,36,1,1,1
23170030,226165,752952,837395,89,0,-36,-0.012377577,-36,1,1,1
23170030,226166,752953,837396,89,0,-36,-0.016521252,-36,1,1,1
23170030,226167,752954,837397,89,0,36,0.013464611,36,1,1,1
23180055,226168,752955,837398,89,0,-36,-0.015210533,-36,1,1,1
23180055,226169,752956,837399,89,0,36,0.018126,36,1,1,1
23180055,226170,752957,837400,89,0,-36,-0.011022901,-36,1,1,1
23180055,226171,752958,837401,89,0,36,0.026674247,36,1,1,1
23180055,226172,752959,837402,89,0,-36,-0.010477664,-36,1,1,1
23180055,226173,752960,837403,89,0,-36,-0.010534112,-36,1,1,1
23180055,226174,752961,837404,89,0,36,0.011414972,36,1,1,1
23190081,226175,752962,837405,89,0,-36,-0.014018267,-36,1,1,1
23190081,226176,752963,837406,89,0,36,0.022808,36,1,1,1
23190081,226177,752964,837407,89,0,36,0.026603847,36,1,1,1
23190081,226178,752965,837408,89,0,-36,-0.016092293,-36,1,1,1
23220093,226179,752966,837409,89,0,-36,-0.019445867,-36,1,1,1
23220093,226180,752967,837410,89,0,36,0.025689467,36,1,1,1
23220093,226181,752968,837411,89,0,-36,-0.016942965,-36,1,1,1
23220093,226182,752969,837412,89,0,36,0.028048253,36,1,1,1
23220093,226183,752970,837413,89,0,-36,-0.013991287,-36,1,1,1
23220093,226184,752971,837414,89,0,36,0.011521707,36,1,1,1
23220093,226185,752972,837415,89,0,-36,-0.016897015,-36,1,1,1
23220093,226186,752973,837416,89,0,36,0.016364473,36,1,1,1
23300165,226187,752974,837417,89,0,-36,-0.014887067,-36,1,1,1
23300165,226188,752975,837418,89,0,36,0.0183788,36,1,1,1
23300165,226189,752976,837419,89,0,36,0.024455009,36,1,1,1
23300165,226190,752977,837420,89,0,36,0.010744679,36,1,1,1
23340043,226191,752978,837421,89,0,-36,-0.021572933,-36,1,1,1
23340043,226192,752979,837422,89,0,36,0.024768667,36,1,1,1
23340043,226193,752980,837423,89,0,-36,-0.014995587,-36,1,1,1
