ID,Vsqmin,Vsqmax,Root,G,B,Qmin,Qmax
21950052,0.81,1.21,0,0,0,0,0
21950053,0.81,1.21,0,0,0,0,0
21950054,0.81,1.21,0,0,0,0,0
21950055,0.81,1.21,0,0,0,0,0
21950056,0.81,1.21,0,0,0,0,0
21950057,0.81,1.21,0,0,0,0,0
21950058,0.81,1.21,0,0,0,0,0
21950059,0.81,1.21,0,0,0,0,0
21950060,0.81,1.21,0,0,0,0,0
21950061,0.81,1.21,0,0,0,0,0
21950062,0.81,1.21,0,0,0,0,0
21950063,0.81,1.21,0,0,0,0,0
21950064,0.81,1.21,0,0,0,0,0
21950065,0.81,1.21,0,0,0,0,0
21950066,0.81,1.21,0,0,0,0,0
21950067,0.81,1.21,0,0,0,0,0
21950068,0.81,1.21,0,0,0,0,0
21950069,0.81,1.21,0,0,0,0,0
21950070,0.81,1.21,0,0,0,0,0
21950071,0.81,1.21,0,0,0,0,0
21950072,0.81,1.21,0,0,0,0,0
21950073,0.81,1.21,0,0,0,0,0
21950074,0.81,1.21,0,0,0,0,0
21950075,0.81,1.21,0,0,0,0,0
21950076,0.81,1.21,0,0,0,0,0
21950077,0.81,1.21,0,0,0,0,0
21950078,0.81,1.21,0,0,0,0,0
21950079,0.81,1.21,0,0,0,0,0
21950080,0.81,1.21,0,0,0,0,0
21950081,0.81,1.21,0,0,0,0,0
21950082,0.81,1.21,0,0,0,0,0
21950083,0.81,1.21,0,0,0,0,0
21950084,0.81,1.21,0,0,0,0,0
21950085,0.81,1.21,0,0,0,0,0
21950086,0.81,1.21,0,0,0,0,0
21950087,0.81,1.21,0,0,0,0,0
21950088,0.81,1.21,0,0,0,0,0
21950089,0.81,1.21,0,0,0,0,0
21950090,0.81,1.21,0,0,0,0,0
21950091,0.81,1.21,0,0,0,0,0
21950092,0.81,1.21,0,0,0,0,0
22100000,0.81,1.21,0,0,0,0,0
22100001,0.81,1.21,0,0,0,0,0
22100002,0.81,1.21,0,0,0,0,0
22100003,0.81,1.21,0,0,0,0,0
22100004,0.81,1.21,0,0,0,0,0
22100005,0.81,1.21,0,0,0,0,0
22100006,0.81,1.21,0,0,0,0,0
22100007,0.81,1.21,0,0,0,0,0
22100008,0.81,1.21,0,0,0,0,0
22100009,0.81,1.21,0,0,0,0,0
22100010,0.81,1.21,0,0,0,0,0
22100011,0.81,1.21,0,0,0,0,0
22100012,0.81,1.21,0,0,0,0,0
22100013,0.81,1.21,0,0,0,0,0
22100014,0.81,1.21,0,0,0,0,0
22100015,0.81,1.21,0,0,0,0,0
22100016,0.81,1.21,0,0,0,0,0
22100017,0.81,1.21,0,0,0,0,0
22100018,0.81,1.21,0,0,0,0,0
22100019,0.81,1.21,0,0,0,0,0
22100020,0.81,1.21,0,0,0,0,0
22160000,0.81,1.21,0,0,0,0,0
22160001,0.81,1.21,0,0,0,0,0
22160002,0.81,1.21,0,0,0,0,0
22160003,0.81,1.21,0,0,0,0,0
22160004,0.81,1.21,0,0,0,0,0
22160005,0.81,1.21,0,0,0,0,0
22160006,0.81,1.21,0,0,0,0,0
22160007,0.81,1.21,0,0,0,0,0
22160008,0.81,1.21,0,0,0,0,0
22160009,0.81,1.21,0,0,0,0,0
22160010,0.81,1.21,0,0,0,0,0
22160011,0.81,1.21,0,0,0,0,0
22160012,0.81,1.21,0,0,0,0,0
22160013,0.81,1.21,0,0,0,0,0
22160014,0.81,1.21,0,0,0,0,0
22160015,0.81,1.21,0,0,0,0,0
22160016,0.81,1.21,0,0,0,0,0
22160017,0.81,1.21,0,0,0,0,0
22160018,0.81,1.21,0,0,0,0,0
22160019,0.81,1.21,0,0,0,0,0
22160020,0.81,1.21,0,0,0,0,0
22160021,0.81,1.21,0,0,0,0,0
22160022,0.81,1.21,0,0,0,0,0
22160023,0.81,1.21,0,0,0,0,0
22160024,0.81,1.21,0,0,0,0,0
22160025,0.81,1.21,0,0,0,0,0
22160026,0.81,1.21,0,0,0,0,0
22220000,0.81,1.21,0,0,0,0,0
22220001,0.81,1.21,0,0,0,0,0
22220002,0.81,1.21,0,0,0,0,0
22220003,0.81,1.21,0,0,0,0,0
22220004,0.81,1.21,0,0,0,0,0
22220005,0.81,1.21,0,0,0,0,0
22220006,0.81,1.21,0,0,0,0,0
22220007,0.81,1.21,0,0,0,0,0
22220008,0.81,1.21,0,0,0,0,0
22220009,0.81,1.21,0,0,0,0,0
22220010,0.81,1.21,0,0,0,0,0
22220011,0.81,1.21,0,0,0,0,0
22220012,0.81,1.21,0,0,0,0,0
22220013,0.81,1.21,0,0,0,0,0
22220014,0.81,1.21,0,0,0,0,0
22220015,0.81,1.21,0,0,0,0,0
22220016,0.81,1.21,0,0,0,0,0
22220017,0.81,1.21,0,0,0,0,0
22220018,0.81,1.21,0,0,0,0,0
22220019,0.81,1.21,0,0,0,0,0
22220020,0.81,1.21,0,0,0,0,0
22220021,0.81,1.21,0,0,0,0,0
22220022,0.81,1.21,0,0,0,0,0
22220023,0.81,1.21,0,0,0,0,0
22220024,0.81,1.21,0,0,0,0,0
22220025,0.81,1.21,0,0,0,0,0
22220026,0.81,1.21,0,0,0,0,0
22220027,0.81,1.21,0,0,0,0,0
22220028,0.81,1.21,0,0,0,0,0
22220029,0.81,1.21,0,0,0,0,0
22220030,0.81,1.21,0,0,0,0,0
22220031,0.81,1.21,0,0,0,0,0
22220032,0.81,1.21,0,0,0,0,0
22310000,0.81,1.21,0,0,0,0,0
22310001,0.81,1.21,0,0,0,0,0
22310002,0.81,1.21,0,0,0,0,0
22310003,0.81,1.21,0,0,0,0,0
22310004,0.81,1.21,0,0,0,0,0
22310005,0.81,1.21,0,0,0,0,0
22310006,0.81,1.21,0,0,0,0,0
22310007,0.81,1.21,0,0,0,0,0
22310008,0.81,1.21,0,0,0,0,0
22310009,0.81,1.21,0,0,0,0,0
22310010,0.81,1.21,0,0,0,0,0
22310011,0.81,1.21,0,0,0,0,0
22310012,0.81,1.21,0,0,0,0,0
22310013,0.81,1.21,0,0,0,0,0
22310014,0.81,1.21,0,0,0,0,0
22310015,0.81,1.21,0,0,0,0,0
22310016,0.81,1.21,0,0,0,0,0
22310017,0.81,1.21,0,0,0,0,0
22310018,0.81,1.21,0,0,0,0,0
22310019,0.81,1.21,0,0,0,0,0
22310020,0.81,1.21,0,0,0,0,0
22310021,0.81,1.21,0,0,0,0,0
22310022,0.81,1.21,0,0,0,0,0
22310023,0.81,1.21,0,0,0,0,0
22310024,0.81,1.21,0,0,0,0,0
22310025,0.81,1.21,0,0,0,0,0
22310026,0.81,1.21,0,0,0,0,0
22310027,0.81,1.21,0,0,0,0,0
22310028,0.81,1.21,0,0,0,0,0
22310029,0.81,1.21,0,0,0,0,0
22310030,0.81,1.21,0,0,0,0,0
22310031,0.81,1.21,0,0,0,0,0
22310032,0.81,1.21,0,0,0,0,0
22310033,0.81,1.21,0,0,0,0,0
22310034,0.81,1.21,0,0,0,0,0
22310035,0.81,1.21,0,0,0,0,0
22310036,0.81,1.21,0,0,0,0,0
22310037,0.81,1.21,0,0,0,0,0
22310038,0.81,1.21,0,0,0,0,0
22310039,0.81,1.21,0,0,0,0,0
22310040,0.81,1.21,0,0,0,0,0
22310041,0.81,1.21,0,0,0,0,0
22310042,0.81,1.21,0,0,0,0,0
22310043,0.81,1.21,0,0,0,0,0
22310044,0.81,1.21,0,0,0,0,0
22310045,0.81,1.21,0,0,0,0,0
22310046,0.81,1.21,0,0,0,0,0
22310047,0.81,1.21,0,0,0,0,0
22310048,0.81,1.21,0,0,0,0,0
22310049,0.81,1.21,0,0,0,0,0
22310050,0.81,1.21,0,0,0,0,0
22310051,0.81,1.21,0,0,0,0,0
22310052,0.81,1.21,0,0,0,0,0
22310053,0.81,1.21,0,0,0,0,0
22310054,0.81,1.21,0,0,0,0,0
22310055,0.81,1.21,0,0,0,0,0
22310056,0.81,1.21,0,0,0,0,0
22310057,0.81,1.21,0,0,0,0,0
22310058,0.81,1.21,0,0,0,0,0
22310059,0.81,1.21,0,0,0,0,0
22310060,0.81,1.21,0,0,0,0,0
22310061,0.81,1.21,0,0,0,0,0
22310062,0.81,1.21,0,0,0,0,0
22310063,0.81,1.21,0,0,0,0,0
22310064,0.81,1.21,0,0,0,0,0
22310065,0.81,1.21,0,0,0,0,0
22310066,0.81,1.21,0,0,0,0,0
22310067,0.81,1.21,0,0,0,0,0
22310068,0.81,1.21,0,0,0,0,0
22310069,0.81,1.21,0,0,0,0,0
22310070,0.81,1.21,0,0,0,0,0
22310071,0.81,1.21,0,0,0,0,0
22310072,0.81,1.21,0,0,0,0,0
22310073,0.81,1.21,0,0,0,0,0
22310074,0.81,1.21,0,0,0,0,0
22310075,0.81,1.21,0,0,0,0,0
22310076,0.81,1.21,0,0,0,0,0
22310077,0.81,1.21,0,0,0,0,0
22310078,0.81,1.21,0,0,0,0,0
22310079,0.81,1.21,0,0,0,0,0
22310080,0.81,1.21,0,0,0,0,0
22310081,0.81,1.21,0,0,0,0,0
22310082,0.81,1.21,0,0,0,0,0
22310083,0.81,1.21,0,0,0,0,0
22310084,0.81,1.21,0,0,0,0,0
22310085,0.81,1.21,0,0,0,0,0
22520000,0.81,1.21,0,0,0,0,0
22520001,0.81,1.21,0,0,0,0,0
22520002,0.81,1.21,0,0,0,0,0
22520003,0.81,1.21,0,0,0,0,0
22520004,0.81,1.21,0,0,0,0,0
22520005,0.81,1.21,0,0,0,0,0
22520006,0.81,1.21,0,0,0,0,0
22520007,0.81,1.21,0,0,0,0,0
22520008,0.81,1.21,0,0,0,0,0
22520009,0.81,1.21,0,0,0,0,0
22520010,0.81,1.21,0,0,0,0,0
22520011,0.81,1.21,0,0,0,0,0
22520012,0.81,1.21,0,0,0,0,0
22520013,0.81,1.21,0,0,0,0,0
22520014,0.81,1.21,0,0,0,0,0
22520015,0.81,1.21,0,0,0,0,0
22520016,0.81,1.21,0,0,0,0,0
22520017,0.81,1.21,0,0,0,0,0
22520018,0.81,1.21,0,0,0,0,0
22520019,0.81,1.21,0,0,0,0,0
22520020,0.81,1.21,0,0,0,0,0
22630000,0.81,1.21,0,0,0,0,0
22630001,0.81,1.21,0,0,0,0,0
22630002,0.81,1.21,0,0,0,0,0
22630003,0.81,1.21,0,0,0,0,0
22630004,0.81,1.21,0,0,0,0,0
22630005,0.81,1.21,0,0,0,0,0
22630006,0.81,1.21,0,0,0,0,0
22630007,0.81,1.21,0,0,0,0,0
22630008,0.81,1.21,0,0,0,0,0
22630009,0.81,1.21,0,0,0,0,0
22630010,0.81,1.21,0,0,0,0,0
22630011,0.81,1.21,0,0,0,0,0
22630012,0.81,1.21,0,0,0,0,0
22630013,0.81,1.21,0,0,0,0,0
22630014,0.81,1.21,0,0,0,0,0
22630015,0.81,1.21,0,0,0,0,0
22630016,0.81,1.21,0,0,0,0,0
22630017,0.81,1.21,0,0,0,0,0
22630018,0.81,1.21,0,0,0,0,0
22630019,0.81,1.21,0,0,0,0,0
22630020,0.81,1.21,0,0,0,0,0
22630021,0.81,1.21,0,0,0,0,0
22630022,0.81,1.21,0,0,0,0,0
22630023,0.81,1.21,0,0,0,0,0
22630024,0.81,1.21,0,0,0,0,0
22630025,0.81,1.21,0,0,0,0,0
22630026,0.81,1.21,0,0,0,0,0
22630027,0.81,1.21,0,0,0,0,0
22630028,0.81,1.21,0,0,0,0,0
22630029,0.81,1.21,0,0,0,0,0
22630030,0.81,1.21,0,0,0,0,0
22630031,0.81,1.21,0,0,0,0,0
22630032,0.81,1.21,0,0,0,0,0
22630033,0.81,1.21,0,0,0,0,0
22630034,0.81,1.21,0,0,0,0,0
22630035,0.81,1.21,0,0,0,0,0
22630036,0.81,1.21,0,0,0,0,0
22630037,0.81,1.21,0,0,0,0,0
22630038,0.81,1.21,0,0,0,0,0
22630039,0.81,1.21,0,0,0,0,0
22630040,0.81,1.21,0,0,0,0,0
22630041,0.81,1.21,0,0,0,0,0
22640000,0.81,1.21,0,0,0,0,0
22640001,0.81,1.21,0,0,0,0,0
22640002,0.81,1.21,0,0,0,0,0
22640003,0.81,1.21,0,0,0,0,0
22640004,0.81,1.21,0,0,0,0,0
22640005,0.81,1.21,0,0,0,0,0
22640006,0.81,1.21,0,0,0,0,0
22640007,0.81,1.21,0,0,0,0,0
22640008,0.81,1.21,0,0,0,0,0
22640009,0.81,1.21,0,0,0,0,0
22640010,0.81,1.21,0,0,0,0,0
22640011,0.81,1.21,0,0,0,0,0
22640012,0.81,1.21,0,0,0,0,0
22640013,0.81,1.21,0,0,0,0,0
22640014,0.81,1.21,0,0,0,0,0
22640015,0.81,1.21,0,0,0,0,0
22640016,0.81,1.21,0,0,0,0,0
22640017,0.81,1.21,0,0,0,0,0
22640018,0.81,1.21,0,0,0,0,0
22640019,0.81,1.21,0,0,0,0,0
22650000,0.81,1.21,0,0,0,0,0
22650001,0.81,1.21,0,0,0,0,0
22650002,0.81,1.21,0,0,0,0,0
22650003,0.81,1.21,0,0,0,0,0
22650004,0.81,1.21,0,0,0,0,0
22650005,0.81,1.21,0,0,0,0,0
22650006,0.81,1.21,0,0,0,0,0
22650007,0.81,1.21,0,0,0,0,0
22650008,0.81,1.21,0,0,0,0,0
22650009,0.81,1.21,0,0,0,0,0
22650010,0.81,1.21,0,0,0,0,0
22650011,0.81,1.21,0,0,0,0,0
22650012,0.81,1.21,0,0,0,0,0
22650013,0.81,1.21,0,0,0,0,0
22650014,0.81,1.21,0,0,0,0,0
22650015,0.81,1.21,0,0,0,0,0
22650016,0.81,1.21,0,0,0,0,0
22650017,0.81,1.21,0,0,0,0,0
22650018,0.81,1.21,0,0,0,0,0
22650019,0.81,1.21,0,0,0,0,0
22650020,0.81,1.21,0,0,0,0,0
22650021,0.81,1.21,0,0,0,0,0
22650022,0.81,1.21,0,0,0,0,0
22650023,0.81,1.21,0,0,0,0,0
22650024,0.81,1.21,0,0,0,0,0
22650025,0.81,1.21,0,0,0,0,0
22650026,0.81,1.21,0,0,0,0,0
22650027,0.81,1.21,0,0,0,0,0
22650028,0.81,1.21,0,0,0,0,0
22650029,0.81,1.21,0,0,0,0,0
22650030,0.81,1.21,0,0,0,0,0
22650031,0.81,1.21,0,0,0,0,0
22650032,0.81,1.21,0,0,0,0,0
22650033,0.81,1.21,0,0,0,0,0
22650034,0.81,1.21,0,0,0,0,0
22650035,0.81,1.21,0,0,0,0,0
22650036,0.81,1.21,0,0,0,0,0
22650037,0.81,1.21,0,0,0,0,0
22650038,0.81,1.21,0,0,0,0,0
22650039,0.81,1.21,0,0,0,0,0
22650040,0.81,1.21,0,0,0,0,0
22650041,0.81,1.21,0,0,0,0,0
22660000,0.81,1.21,0,0,0,0,0
22660001,0.81,1.21,0,0,0,0,0
22660002,0.81,1.21,0,0,0,0,0
22660003,0.81,1.21,0,0,0,0,0
22660004,0.81,1.21,0,0,0,0,0
22660005,0.81,1.21,0,0,0,0,0
22660006,0.81,1.21,0,0,0,0,0
22660007,0.81,1.21,0,0,0,0,0
22660008,0.81,1.21,0,0,0,0,0
22660009,0.81,1.21,0,0,0,0,0
22660010,0.81,1.21,0,0,0,0,0
22660011,0.81,1.21,0,0,0,0,0
22660012,0.81,1.21,0,0,0,0,0
22660013,0.81,1.21,0,0,0,0,0
22660014,0.81,1.21,0,0,0,0,0
22660015,0.81,1.21,0,0,0,0,0
22660016,0.81,1.21,0,0,0,0,0
22660017,0.81,1.21,0,0,0,0,0
22660018,0.81,1.21,0,0,0,0,0
22660019,0.81,1.21,0,0,0,0,0
22660020,0.81,1.21,0,0,0,0,0
22660021,0.81,1.21,0,0,0,0,0
22660022,0.81,1.21,0,0,0,0,0
22660023,0.81,1.21,0,0,0,0,0
22660024,0.81,1.21,0,0,0,0,0
22660025,0.81,1.21,0,0,0,0,0
22660026,0.81,1.21,0,0,0,0,0
22660027,0.81,1.21,0,0,0,0,0
22660028,0.81,1.21,0,0,0,0,0
22660029,0.81,1.21,0,0,0,0,0
22660030,0.81,1.21,0,0,0,0,0
22660031,0.81,1.21,0,0,0,0,0
22660032,0.81,1.21,0,0,0,0,0
22660033,0.81,1.21,0,0,0,0,0
22660034,0.81,1.21,0,0,0,0,0
22660035,0.81,1.21,0,0,0,0,0
22660036,0.81,1.21,0,0,0,0,0
22660037,0.81,1.21,0,0,0,0,0
22660038,0.81,1.21,0,0,0,0,0
22660039,0.81,1.21,0,0,0,0,0
22660040,0.81,1.21,0,0,0,0,0
22660041,0.81,1.21,0,0,0,0,0
22660042,0.81,1.21,0,0,0,0,0
22670000,0.81,1.21,0,0,0,0,0
22670001,0.81,1.21,0,0,0,0,0
22670002,0.81,1.21,0,0,0,0,0
22670003,0.81,1.21,0,0,0,0,0
22670004,0.81,1.21,0,0,0,0,0
22670005,0.81,1.21,0,0,0,0,0
22670006,0.81,1.21,0,0,0,0,0
22670007,0.81,1.21,0,0,0,0,0
22670008,0.81,1.21,0,0,0,0,0
22670009,0.81,1.21,0,0,0,0,0
22670010,0.81,1.21,0,0,0,0,0
22670011,0.81,1.21,0,0,0,0,0
22670012,0.81,1.21,0,0,0,0,0
22670013,0.81,1.21,0,0,0,0,0
22670014,0.81,1.21,0,0,0,0,0
22670015,0.81,1.21,0,0,0,0,0
22670016,0.81,1.21,0,0,0,0,0
22670017,0.81,1.21,0,0,0,0,0
22670018,0.81,1.21,0,0,0,0,0
22670019,0.81,1.21,0,0,0,0,0
22670020,0.81,1.21,0,0,0,0,0
22670021,0.81,1.21,0,0,0,0,0
22670022,0.81,1.21,0,0,0,0,0
22670023,0.81,1.21,0,0,0,0,0
22670024,0.81,1.21,0,0,0,0,0
22670025,0.81,1.21,0,0,0,0,0
22670026,0.81,1.21,0,0,0,0,0
22670027,0.81,1.21,0,0,0,0,0
22670028,0.81,1.21,0,0,0,0,0
22670029,0.81,1.21,0,0,0,0,0
22670030,0.81,1.21,0,0,0,0,0
22670031,0.81,1.21,0,0,0,0,0
22670032,0.81,1.21,0,0,0,0,0
22690000,0.81,1.21,0,0,0,0,0
22690001,0.81,1.21,0,0,0,0,0
22690002,0.81,1.21,0,0,0,0,0
22690003,0.81,1.21,0,0,0,0,0
22690004,0.81,1.21,0,0,0,0,0
22690005,0.81,1.21,0,0,0,0,0
22690006,0.81,1.21,0,0,0,0,0
22690007,0.81,1.21,0,0,0,0,0
22690008,0.81,1.21,0,0,0,0,0
22690009,0.81,1.21,0,0,0,0,0
22690010,0.81,1.21,0,0,0,0,0
22690011,0.81,1.21,0,0,0,0,0
22690012,0.81,1.21,0,0,0,0,0
22690013,0.81,1.21,0,0,0,0,0
22690014,0.81,1.21,0,0,0,0,0
22690015,0.81,1.21,0,0,0,0,0
22690016,0.81,1.21,0,0,0,0,0
22690017,0.81,1.21,0,0,0,0,0
22690018,0.81,1.21,0,0,0,0,0
22690019,0.81,1.21,0,0,0,0,0
22690020,0.81,1.21,0,0,0,0,0
22690021,0.81,1.21,0,0,0,0,0
22690022,0.81,1.21,0,0,0,0,0
22690023,0.81,1.21,0,0,0,0,0
22690024,0.81,1.21,0,0,0,0,0
22690025,0.81,1.21,0,0,0,0,0
22690026,0.81,1.21,0,0,0,0,0
22690027,0.81,1.21,0,0,0,0,0
22690028,0.81,1.21,0,0,0,0,0
22690029,0.81,1.21,0,0,0,0,0
22690030,0.81,1.21,0,0,0,0,0
22690031,0.81,1.21,0,0,0,0,0
22690032,0.81,1.21,0,0,0,0,0
22690033,0.81,1.21,0,0,0,0,0
22690034,0.81,1.21,0,0,0,0,0
22700000,0.81,1.21,0,0,0,0,0
22700001,0.81,1.21,0,0,0,0,0
22700002,0.81,1.21,0,0,0,0,0
22700003,0.81,1.21,0,0,0,0,0
22700004,0.81,1.21,0,0,0,0,0
22700005,0.81,1.21,0,0,0,0,0
22700006,0.81,1.21,0,0,0,0,0
22700007,0.81,1.21,0,0,0,0,0
22700008,0.81,1.21,0,0,0,0,0
22700009,0.81,1.21,0,0,0,0,0
22700010,0.81,1.21,0,0,0,0,0
22700011,0.81,1.21,0,0,0,0,0
22700012,0.81,1.21,0,0,0,0,0
22700013,0.81,1.21,0,0,0,0,0
22700014,0.81,1.21,0,0,0,0,0
22700015,0.81,1.21,0,0,0,0,0
22700016,0.81,1.21,0,0,0,0,0
22700017,0.81,1.21,0,0,0,0,0
22700018,0.81,1.21,0,0,0,0,0
22700019,0.81,1.21,0,0,0,0,0
22720000,0.81,1.21,0,0,0,0,0
22720001,0.81,1.21,0,0,0,0,0
22720002,0.81,1.21,0,0,0,0,0
22720003,0.81,1.21,0,0,0,0,0
22720004,0.81,1.21,0,0,0,0,0
22720005,0.81,1.21,0,0,0,0,0
22720006,0.81,1.21,0,0,0,0,0
22720007,0.81,1.21,0,0,0,0,0
22720008,0.81,1.21,0,0,0,0,0
22720009,0.81,1.21,0,0,0,0,0
22720010,0.81,1.21,0,0,0,0,0
22720011,0.81,1.21,0,0,0,0,0
22720012,0.81,1.21,0,0,0,0,0
22720013,0.81,1.21,0,0,0,0,0
22720014,0.81,1.21,0,0,0,0,0
22720015,0.81,1.21,0,0,0,0,0
22720016,0.81,1.21,0,0,0,0,0
22720017,0.81,1.21,0,0,0,0,0
22720018,0.81,1.21,0,0,0,0,0
22720019,0.81,1.21,0,0,0,0,0
22720020,0.81,1.21,0,0,0,0,0
22730000,0.81,1.21,0,0,0,0,0
22730001,0.81,1.21,0,0,0,0,0
22730002,0.81,1.21,0,0,0,0,0
22730003,0.81,1.21,0,0,0,0,0
22730004,0.81,1.21,0,0,0,0,0
22730005,0.81,1.21,0,0,0,0,0
22730006,0.81,1.21,0,0,0,0,0
22730007,0.81,1.21,0,0,0,0,0
22730008,0.81,1.21,0,0,0,0,0
22730009,0.81,1.21,0,0,0,0,0
22730010,0.81,1.21,0,0,0,0,0
22730011,0.81,1.21,0,0,0,0,0
22730012,0.81,1.21,0,0,0,0,0
22730013,0.81,1.21,0,0,0,0,0
22730014,0.81,1.21,0,0,0,0,0
22730015,0.81,1.21,0,0,0,0,0
22730016,0.81,1.21,0,0,0,0,0
22730017,0.81,1.21,0,0,0,0,0
22730018,0.81,1.21,0,0,0,0,0
22730019,0.81,1.21,0,0,0,0,0
22730020,0.81,1.21,0,0,0,0,0
22730021,0.81,1.21,0,0,0,0,0
22730022,0.81,1.21,0,0,0,0,0
22730023,0.81,1.21,0,0,0,0,0
22730024,0.81,1.21,0,0,0,0,0
22730025,0.81,1.21,0,0,0,0,0
22730026,0.81,1.21,0,0,0,0,0
22730027,0.81,1.21,0,0,0,0,0
22730028,0.81,1.21,0,0,0,0,0
22730029,0.81,1.21,0,0,0,0,0
22730030,0.81,1.21,0,0,0,0,0
22730031,0.81,1.21,0,0,0,0,0
22730032,0.81,1.21,0,0,0,0,0
22730033,0.81,1.21,0,0,0,0,0
22730034,0.81,1.21,0,0,0,0,0
22730035,0.81,1.21,0,0,0,0,0
22730036,0.81,1.21,0,0,0,0,0
22730037,0.81,1.21,0,0,0,0,0
22730038,0.81,1.21,0,0,0,0,0
22730039,0.81,1.21,0,0,0,0,0
22730040,0.81,1.21,0,0,0,0,0
22730041,0.81,1.21,0,0,0,0,0
22730042,0.81,1.21,0,0,0,0,0
22730043,0.81,1.21,0,0,0,0,0
22730044,0.81,1.21,0,0,0,0,0
22730045,0.81,1.21,0,0,0,0,0
22730046,0.81,1.21,0,0,0,0,0
22730047,0.81,1.21,0,0,0,0,0
22730048,0.81,1.21,0,0,0,0,0
22730049,0.81,1.21,0,0,0,0,0
22730050,0.81,1.21,0,0,0,0,0
22730051,0.81,1.21,0,0,0,0,0
22730052,0.81,1.21,0,0,0,0,0
22730053,0.81,1.21,0,0,0,0,0
22730054,0.81,1.21,0,0,0,0,0
22730055,0.81,1.21,0,0,0,0,0
22730056,0.81,1.21,0,0,0,0,0
22730057,0.81,1.21,0,0,0,0,0
22730058,0.81,1.21,0,0,0,0,0
22730059,0.81,1.21,0,0,0,0,0
22730060,0.81,1.21,0,0,0,0,0
22730061,0.81,1.21,0,0,0,0,0
22730062,0.81,1.21,0,0,0,0,0
22730063,0.81,1.21,0,0,0,0,0
22730064,0.81,1.21,0,0,0,0,0
22740000,0.81,1.21,0,0,0,0,0
22740001,0.81,1.21,0,0,0,0,0
22740002,0.81,1.21,0,0,0,0,0
22740003,0.81,1.21,0,0,0,0,0
22740004,0.81,1.21,0,0,0,0,0
22740005,0.81,1.21,0,0,0,0,0
22740006,0.81,1.21,0,0,0,0,0
22740007,0.81,1.21,0,0,0,0,0
22740008,0.81,1.21,0,0,0,0,0
22740009,0.81,1.21,0,0,0,0,0
22740010,0.81,1.21,0,0,0,0,0
22740011,0.81,1.21,0,0,0,0,0
22740012,0.81,1.21,0,0,0,0,0
22740013,0.81,1.21,0,0,0,0,0
22740014,0.81,1.21,0,0,0,0,0
22740015,0.81,1.21,0,0,0,0,0
22740016,0.81,1.21,0,0,0,0,0
22740017,0.81,1.21,0,0,0,0,0
22740018,0.81,1.21,0,0,0,0,0
22740019,0.81,1.21,0,0,0,0,0
22740020,0.81,1.21,0,0,0,0,0
22740021,0.81,1.21,0,0,0,0,0
22740022,0.81,1.21,0,0,0,0,0
22740023,0.81,1.21,0,0,0,0,0
22740024,0.81,1.21,0,0,0,0,0
22740025,0.81,1.21,0,0,0,0,0
22740026,0.81,1.21,0,0,0,0,0
22740027,0.81,1.21,0,0,0,0,0
22740028,0.81,1.21,0,0,0,0,0
22740029,0.81,1.21,0,0,0,0,0
22740030,0.81,1.21,0,0,0,0,0
