ID,QtBid
27657,228085
27657,228086
27657,228087
27657,228088
27658,228089
27658,228090
27658,228091
27658,228092
27659,228093
27659,228094
27659,228095
27659,228096
27660,228097
27660,228098
27660,228099
27660,228100
27661,228101
27661,228102
27661,228103
27661,228104
27662,228105
27662,228106
27662,228107
27662,228108
27663,228109
27663,228110
27663,228111
27663,228112
27664,228113
27664,228114
27664,228115
27664,228116
27665,228117
27665,228118
27665,228119
27665,228120
27666,228121
27666,228122
27666,228123
27666,228124
27666,228125
27666,228126
27666,228127
27666,228128
27667,228129
27667,228130
27667,228131
27667,228132
27667,228133
27667,228134
27667,228135
27667,228136
27668,228137
27668,228138
27668,228139
27668,228140
27669,228141
27669,228142
27669,228143
27669,228144
27669,228145
27669,228146
27669,228147
27669,228148
27670,228149
27670,228150
27670,228151
27670,228152
27670,228153
27670,228154
27670,228155
27670,228156
27671,228157
27671,228158
27671,228159
27671,228160
27671,228161
27671,228162
27671,228163
27671,228164
27672,228165
27672,228166
27672,228167
27672,228168
27672,228169
27672,228170
27672,228171
27672,228172
27673,228173
27673,228174
27673,228175
27673,228176
27674,228177
27674,228178
27674,228179
27674,228180
27675,228181
27675,228182
27675,228183
27675,228184
27675,228185
27675,228186
27675,228187
27675,228188
27676,228189
27676,228190
27676,228191
27676,228192
27676,228193
27676,228194
27676,228195
27676,228196
27677,228197
27677,228198
27677,228199
27677,228200
27678,228201
27678,228202
27678,228203
27678,228204
27679,228205
27679,228206
27679,228207
27679,228208
27680,228209
27680,228210
27680,228211
27680,228212
27680,228213
27680,228214
27680,228215
27680,228216
27681,228217
27681,228218
27681,228219
27681,228220
27681,228221
27681,228222
27681,228223
27681,228224
27682,228225
27682,228226
27682,228227
27682,228228
27682,228229
27682,228230
27682,228231
27682,228232
27683,228233
27683,228234
27683,228235
27683,228236
27683,228237
27683,228238
27683,228239
27683,228240
27684,228241
27684,228242
27684,228243
27684,228244
27684,228245
27684,228246
27684,228247
27684,228248
27685,228249
27685,228250
27685,228251
27685,228252
27685,228253
27685,228254
27685,228255
27685,228256
27686,228257
27686,228258
27686,228259
27686,228260
27686,228261
27686,228262
27686,228263
27686,228264
27687,228265
27687,228266
27687,228267
27687,228268
27687,228269
27687,228270
27687,228271
27687,228272
27688,228273
27688,228274
27688,228275
27688,228276
27688,228277
27688,228278
27688,228279
27688,228280
27689,228281
27689,228282
27689,228283
27689,228284
27689,228285
27689,228286
27689,228287
27689,228288
27690,228289
27690,228290
27690,228291
27690,228292
27690,228293
27690,228294
27690,228295
27690,228296
27691,228297
27691,228298
27691,228299
27691,228300
27692,228301
27692,228302
27692,228303
27692,228304
27693,228305
27693,228306
27693,228307
27693,228308
27694,228309
27694,228310
27694,228311
27694,228312
27695,228313
27695,228314
27695,228315
27695,228316
27695,228317
27695,228318
27695,228319
27695,228320
27696,228321
27696,228322
27696,228323
27696,228324
27697,228325
27697,228326
27697,228327
27697,228328
27697,228329
27697,228330
27697,228331
27697,228332
27698,228333
27698,228334
27698,228335
27698,228336
27698,228337
27698,228338
27698,228339
27698,228340
27699,228341
27699,228342
27699,228343
27699,228344
27699,228345
27699,228346
27699,228347
27699,228348
27700,228349
27700,228350
27700,228351
27700,228352
27701,228353
27701,228354
27701,228355
27701,228356
27702,228357
27702,228358
27702,228359
27702,228360
27703,228361
27703,228362
27703,228363
27703,228364
27703,228365
27703,228366
27703,228367
27703,228368
27704,228369
27704,228370
27704,228371
27704,228372
27705,228373
27705,228374
27705,228375
27705,228376
27705,228377
27705,228378
27705,228379
27705,228380
27706,228381
27706,228382
27706,228383
27706,228384
27707,228385
27707,228386
27707,228387
27707,228388
27708,228389
27708,228390
27708,228391
27708,228392
27709,228393
27709,228394
27709,228395
27709,228396
27710,228397
27710,228398
27710,228399
27710,228400
27711,228401
27711,228402
27711,228403
27711,228404
27712,228405
27712,228406
27712,228407
27712,228408
27713,228409
27713,228410
27713,228411
27713,228412
27714,228413
27714,228414
27714,228415
27714,228416
27714,228417
27714,228418
27714,228419
27714,228420
27715,228421
27715,228422
27715,228423
27715,228424
27715,228425
27715,228426
27715,228427
27715,228428
27716,228429
27716,228430
27716,228431
27716,228432
27716,228433
27716,228434
27716,228435
27716,228436
27717,228437
27717,228438
27717,228439
27717,228440
27717,228441
27717,228442
27717,228443
27717,228444
27718,228445
27718,228446
27718,228447
27718,228448
27718,228449
27718,228450
27718,228451
27718,228452
27719,228453
27719,228454
27719,228455
27719,228456
27719,228457
27719,228458
27719,228459
27719,228460
27720,228461
27720,228462
27720,228463
27720,228464
27720,228465
27720,228466
27720,228467
27720,228468
27721,228469
27721,228470
27721,228471
27721,228472
27721,228473
27721,228474
27721,228475
27721,228476
27722,228477
27722,228478
27722,228479
27722,228480
27722,228481
27722,228482
27722,228483
27722,228484
27723,228485
27723,228486
27723,228487
27723,228488
27723,228489
27723,228490
27723,228491
27723,228492
27724,228493
27724,228494
27724,228495
27724,228496
27724,228497
27724,228498
27724,228499
27724,228500
27725,228501
27725,228502
27725,228503
27725,228504
27725,228505
27725,228506
27725,228507
27725,228508
27726,228509
27726,228510
27726,228511
27726,228512
27726,228513
27726,228514
27726,228515
27726,228516
27727,228517
27727,228518
27727,228519
27727,228520
27727,228521
27727,228522
27727,228523
27727,228524
27728,228525
27728,228526
27728,228527
27728,228528
27728,228529
27728,228530
27728,228531
27728,228532
27729,228533
27729,228534
27729,228535
27729,228536
27730,228537
27730,228538
27730,228539
27730,228540
27730,228541
27730,228542
27730,228543
27730,228544
27731,228545
27731,228546
27731,228547
27731,228548
27731,228549
27731,228550
27731,228551
27731,228552
27732,228553
27732,228554
27732,228555
27732,228556
27732,228557
27732,228558
27732,228559
27732,228560
27733,228561
27733,228562
27733,228563
27733,228564
27733,228565
27733,228566
27733,228567
27733,228568
27734,228569
27734,228570
27734,228571
27734,228572
27734,228573
27734,228574
27734,228575
27734,228576
27735,228577
27735,228578
27735,228579
27735,228580
27735,228581
27735,228582
27735,228583
27735,228584
27736,228585
27736,228586
27736,228587
27736,228588
27736,228589
27736,228590
27736,228591
27736,228592
27737,228593
27737,228594
27737,228595
27737,228596
27737,228597
27737,228598
27737,228599
27737,228600
27738,228601
27738,228602
27738,228603
27738,228604
27738,228605
27738,228606
27738,228607
27738,228608
27739,228609
27739,228610
27739,228611
27739,228612
27739,228613
27739,228614
27739,228615
27739,228616
27740,228617
27740,228618
27740,228619
27740,228620
27740,228621
27740,228622
27740,228623
27740,228624
27741,228625
27741,228626
27741,228627
27741,228628
27741,228629
27741,228630
27741,228631
27741,228632
27742,228633
27742,228634
27742,228635
27742,228636
27742,228637
27742,228638
27742,228639
27742,228640
27743,228641
27743,228642
27743,228643
27743,228644
27743,228645
27743,228646
27743,228647
27743,228648
27744,228649
27744,228650
27744,228651
27744,228652
27744,228653
27744,228654
27744,228655
27744,228656
27745,228657
27745,228658
27745,228659
27745,228660
27746,228661
27746,228662
27746,228663
27746,228664
27746,228665
27746,228666
27746,228667
27746,228668
27747,228669
27747,228670
27747,228671
27747,228672
27748,228673
27748,228674
27748,228675
27748,228676
27749,228677
27749,228678
27749,228679
27749,228680
27749,228681
27749,228682
27749,228683
27749,228684
27750,228685
27750,228686
27750,228687
27750,228688
27750,228689
27750,228690
27750,228691
27750,228692
27751,228693
27751,228694
27751,228695
27751,228696
27752,228697
27752,228698
27752,228699
27752,228700
27752,228701
27752,228702
27752,228703
27752,228704
27753,228705
27753,228706
27753,228707
27753,228708
27754,228709
27754,228710
27754,228711
27754,228712
27755,228713
27755,228714
27755,228715
27755,228716
27756,228717
27756,228718
27756,228719
27756,228720
27757,228721
27757,228722
27757,228723
27757,228724
27757,228725
27757,228726
27757,228727
27757,228728
27758,228729
27758,228730
27758,228731
27758,228732
27758,228733
27758,228734
27758,228735
27758,228736
27759,228737
27759,228738
27759,228739
27759,228740
27760,228741
27760,228742
27760,228743
27760,228744
27760,228745
27760,228746
27760,228747
27760,228748
27761,228749
27761,228750
27761,228751
27761,228752
27762,228753
27762,228754
27762,228755
27762,228756
27762,228757
27762,228758
27762,228759
27762,228760
27763,228761
27763,228762
27763,228763
27763,228764
27764,228765
27764,228766
27764,228767
27764,228768
27765,228769
27765,228770
27765,228771
27765,228772
27766,228773
27766,228774
27766,228775
27766,228776
27767,228777
27767,228778
27767,228779
27767,228780
27768,228781
27768,228782
27768,228783
27768,228784
27769,228785
27769,228786
27769,228787
27769,228788
27770,228789
27770,228790
27770,228791
27770,228792
27771,228793
27771,228794
27771,228795
27771,228796
27772,228797
27772,228798
27772,228799
27772,228800
27773,228801
27773,228802
27773,228803
27773,228804
27774,228805
27774,228806
27774,228807
27774,228808
27775,228809
27775,228810
27775,228811
27775,228812
27776,228813
27776,228814
27776,228815
27776,228816
27777,228817
27777,228818
27777,228819
27777,228820
27778,228821
27778,228822
27778,228823
27778,228824
27779,228825
27779,228826
27779,228827
27779,228828
27780,228829
27780,228830
27780,228831
27780,228832
27781,228833
27781,228834
27781,228835
27781,228836
27782,228837
27782,228838
27782,228839
27782,228840
27783,228841
27783,228842
27783,228843
27783,228844
27783,228845
27783,228846
27783,228847
27783,228848
27784,228849
27784,228850
27784,228851
27784,228852
27784,228853
27784,228854
27784,228855
27784,228856
27785,228857
27785,228858
27785,228859
27785,228860
27785,228861
27785,228862
27785,228863
27785,228864
27786,228865
27786,228866
27786,228867
27786,228868
27786,228869
27786,228870
27786,228871
27786,228872
27787,228873
27787,228874
27787,228875
27787,228876
27788,228877
27788,228878
27788,228879
27788,228880
27788,228881
27788,228882
27788,228883
27788,228884
27789,228885
27789,228886
27789,228887
27789,228888
27789,228889
27789,228890
27789,228891
27789,228892
27790,228893
27790,228894
27790,228895
27790,228896
27790,228897
27790,228898
27790,228899
27790,228900
27791,228901
27791,228902
27791,228903
27791,228904
27792,228905
27792,228906
27792,228907
27792,228908
27792,228909
27792,228910
27792,228911
27792,228912
27793,228913
27793,228914
27793,228915
27793,228916
27793,228917
27793,228918
27793,228919
27793,228920
27794,228921
27794,228922
27794,228923
27794,228924
27795,228925
27795,228926
27795,228927
27795,228928
27796,228929
27796,228930
27796,228931
27796,228932
27797,228933
27797,228934
27797,228935
27797,228936
27798,228937
27798,228938
27798,228939
27798,228940
27799,228941
27799,228942
27799,228943
27799,228944
27800,228945
27800,228946
27800,228947
27800,228948
27801,228949
27801,228950
27801,228951
27801,228952
27802,228953
27802,228954
27802,228955
27802,228956
27803,228957
27803,228958
27803,228959
27803,228960
27804,228961
27804,228962
27804,228963
27804,228964
27805,228965
27805,228966
27805,228967
27805,228968
27806,228969
27806,228970
27806,228971
27806,228972
27807,228973
27807,228974
27807,228975
27807,228976
27808,228977
27808,228978
27808,228979
27808,228980
27809,228981
27809,228982
27809,228983
27809,228984
27810,228985
27810,228986
27810,228987
27810,228988
27811,228989
27811,228990
27811,228991
27811,228992
27812,228993
27812,228994
27812,228995
27812,228996
27813,228997
27813,228998
27813,228999
27813,229000
27814,229001
27814,229002
27814,229003
27814,229004
27815,229005
27815,229006
27815,229007
27815,229008
27816,229009
27816,229010
27816,229011
27816,229012
27817,229013
27817,229014
27817,229015
27817,229016
27818,229017
27818,229018
27818,229019
27818,229020
27819,229021
27819,229022
27819,229023
27819,229024
27820,229025
27820,229026
27820,229027
27820,229028
27821,229029
27821,229030
27821,229031
27821,229032
27822,229033
27822,229034
27822,229035
27822,229036
27823,229037
27823,229038
27823,229039
27823,229040
27824,229041
27824,229042
27824,229043
27824,229044
27825,229045
27825,229046
27825,229047
27825,229048
27826,229049
27826,229050
27826,229051
27826,229052
27827,229053
27827,229054
27827,229055
27827,229056
27828,229057
27828,229058
27828,229059
27828,229060
27829,229061
27829,229062
27829,229063
27829,229064
27830,229065
27830,229066
27830,229067
27830,229068
27831,229069
27831,229070
27831,229071
27831,229072
27832,229073
27832,229074
27832,229075
27832,229076
27833,229077
27833,229078
27833,229079
27833,229080
27834,229081
27834,229082
27834,229083
27834,229084
27835,229085
27835,229086
27835,229087
27835,229088
27836,229089
27836,229090
27836,229091
27836,229092
27837,229093
27837,229094
27837,229095
27837,229096
27838,229097
27838,229098
27838,229099
27838,229100
27839,229101
27839,229102
27839,229103
27839,229104
27840,229105
27840,229106
27840,229107
27840,229108
27841,229109
27841,229110
27841,229111
27841,229112
27842,229113
27842,229114
27842,229115
27842,229116
27843,229117
27843,229118
27843,229119
27843,229120
27844,229121
27844,229122
27844,229123
27844,229124
27845,229125
27845,229126
27845,229127
27845,229128
27846,229129
27846,229130
27846,229131
27846,229132
27847,229133
27847,229134
27847,229135
27847,229136
27848,229137
27848,229138
27848,229139
27848,229140
27849,229141
27849,229142
27849,229143
27849,229144
27850,229145
27850,229146
27850,229147
27850,229148
27851,229149
27851,229150
27851,229151
27851,229152
27852,229153
27852,229154
27852,229155
27852,229156
27853,229157
27853,229158
27853,229159
27853,229160
27854,229161
27854,229162
27854,229163
27854,229164
27855,229165
27855,229166
27855,229167
27855,229168
27856,229169
27856,229170
27856,229171
27856,229172
27857,229173
27857,229174
27857,229175
27857,229176
27858,229177
27858,229178
27858,229179
27858,229180
27859,229181
27859,229182
27859,229183
27859,229184
27860,229185
27860,229186
27860,229187
27860,229188
27861,229189
27861,229190
27861,229191
27861,229192
27862,229193
27862,229194
27862,229195
27862,229196
27863,229197
27863,229198
27863,229199
27863,229200
27864,229201
27864,229202
27864,229203
27864,229204
27865,229205
27865,229206
27865,229207
27865,229208
