ID,R,G,X,B,Pmin,Pmax,Qmin,Qmax,S,NodeFrom,NodeTo,DecNetFrom,DecNetTo,Tap,Shift
40,0,0,0.00025,0,-10,10,-10,10,100000,173,176,IT_Transmission,IT_Transmission,1,0
41,0,0,0.00025,0,-10,10,-10,10,100000,186,187,IT_Transmission,IT_Transmission,1,0
42,0,0,0.00025,0,-10,10,-10,10,100000,186,187,IT_Transmission,IT_Transmission,1,0
43,0,0,0.00025,0,-10,10,-10,10,100000,186,187,IT_Transmission,IT_Transmission,1,0
44,0,0,0.00025,0,-10,10,-10,10,100000,190,191,IT_Transmission,IT_Transmission,1,0
45,0,0,0.00025,0,-10,10,-10,10,100000,188,189,IT_Transmission,IT_Transmission,1,0
46,0,0,0.00025,0,-10,10,-10,10,100000,199,51,IT_Transmission,IT_Transmission,1,0
47,0,0,0.00025,0,-10,10,-10,10,100000,50,51,IT_Transmission,IT_Transmission,1,0
48,0,0,0.00025,0,-10,10,-10,10,100000,50,52,IT_Transmission,IT_Transmission,1,0
49,0,0,0.00025,0,-10,10,-10,10,100000,116,117,IT_Transmission,IT_Transmission,1,0
50,0,0,0.00025,0,-10,10,-10,10,100000,115,118,IT_Transmission,IT_Transmission,1,0
51,0,0,0.00025,0,-10,10,-10,10,100000,183,184,IT_Transmission,IT_Transmission,1,0
52,0,0,0.00025,0,-10,10,-10,10,100000,183,185,IT_Transmission,IT_Transmission,1,0
53,0,0,0.00025,0,-10,10,-10,10,100000,200,201,IT_Transmission,IT_Transmission,1,0
54,0,0,0.00025,0,-10,10,-10,10,100000,205,206,IT_Transmission,IT_Transmission,1,0
55,0,0,0.00025,0,-10,10,-10,10,100000,207,208,IT_Transmission,IT_Transmission,1,0
56,0,0,0.00025,0,-10,10,-10,10,100000,207,209,IT_Transmission,IT_Transmission,1,0
57,0,0,0.00025,0,-10,10,-10,10,100000,438,439,IT_Transmission,IT_Transmission,1,0
58,0,0,0.00025,0,-10,10,-10,10,100000,266,267,IT_Transmission,IT_Transmission,1,0
59,0,0,0.00025,0,-10,10,-10,10,100000,266,268,IT_Transmission,IT_Transmission,1,0
60,0,0,0.00025,0,-10,10,-10,10,100000,276,277,IT_Transmission,IT_Transmission,1,0
61,0,0,0.00025,0,-10,10,-10,10,100000,276,278,IT_Transmission,IT_Transmission,1,0
62,0,0,0.00025,0,-10,10,-10,10,100000,272,274,IT_Transmission,IT_Transmission,1,0
63,0,0,0.00025,0,-10,10,-10,10,100000,272,275,IT_Transmission,IT_Transmission,1,0
64,0,0,0.00025,0,-10,10,-10,10,100000,272,273,IT_Transmission,IT_Transmission,1,0
65,0,0,0.00025,0,-10,10,-10,10,100000,102,103,IT_Transmission,IT_Transmission,1,0
66,0,0,0.00025,0,-10,10,-10,10,100000,146,147,IT_Transmission,IT_Transmission,1,0
67,0,0,0.00025,0,-10,10,-10,10,100000,192,193,IT_Transmission,IT_Transmission,1,0
68,0,0,0.00025,0,-10,10,-10,10,100000,244,245,IT_Transmission,IT_Transmission,1,0
69,0,0,0.00025,0,-10,10,-10,10,100000,244,246,IT_Transmission,IT_Transmission,1,0
70,0,0,0.00025,0,-10,10,-10,10,100000,398,402,IT_Transmission,IT_Transmission,1,0
71,0,0,0.00025,0,-10,10,-10,10,100000,398,403,IT_Transmission,IT_Transmission,1,0
72,0,0,0.00025,0,-10,10,-10,10,100000,303,404,IT_Transmission,IT_Transmission,1,0
73,0,0,0.00025,0,-10,10,-10,10,100000,304,404,IT_Transmission,IT_Transmission,1,0
74,0,0,0.00025,0,-10,10,-10,10,100000,400,404,IT_Transmission,IT_Transmission,1,0
75,0,0,0.00025,0,-10,10,-10,10,100000,477,308,IT_Transmission,IT_Transmission,1,0
76,0,0,0.00025,0,-10,10,-10,10,100000,477,483,IT_Transmission,IT_Transmission,1,0
77,0,0,0.00025,0,-10,10,-10,10,100000,478,482,IT_Transmission,IT_Transmission,1,0
78,0,0,0.00025,0,-10,10,-10,10,100000,203,204,IT_Transmission,IT_Transmission,1,0
79,0,0,0.000000021,0,-10,10,-10,10,100000,326,327,IT_Transmission,IT_Transmission,1,0
80,0,0,0.00025,0,-10,10,-10,10,100000,330,333,IT_Transmission,IT_Transmission,1,0
81,0,0,0.00025,0,-10,10,-10,10,100000,330,334,IT_Transmission,IT_Transmission,1,0
82,0,0,0.00025,0,-10,10,-10,10,100000,336,337,IT_Transmission,IT_Transmission,1,0
83,0,0,0.00025,0,-10,10,-10,10,100000,336,338,IT_Transmission,IT_Transmission,1,0
84,0,0,0.00025,0,-10,10,-10,10,100000,325,347,IT_Transmission,IT_Transmission,1,0
85,0,0,0.00025,0,-10,10,-10,10,100000,350,351,IT_Transmission,IT_Transmission,1,0
86,0,0,0.00025,0,-10,10,-10,10,100000,356,357,IT_Transmission,IT_Transmission,1,0
87,0,0,0.00025,0,-10,10,-10,10,100000,356,358,IT_Transmission,IT_Transmission,1,0
88,0,0,0.00025,0,-10,10,-10,10,100000,356,359,IT_Transmission,IT_Transmission,1,0
89,0,0,0.00025,0,-10,10,-10,10,100000,369,370,IT_Transmission,IT_Transmission,1,0
90,0,0,0.00025,0,-10,10,-10,10,100000,371,372,IT_Transmission,IT_Transmission,1,0
91,0,0,0.00025,0,-10,10,-10,10,100000,371,373,IT_Transmission,IT_Transmission,1,0
92,0,0,0.00025,0,-10,10,-10,10,100000,371,374,IT_Transmission,IT_Transmission,1,0
93,0,0,0.00025,0,-10,10,-10,10,100000,371,375,IT_Transmission,IT_Transmission,1,0
94,0,0,0.00025,0,-10,10,-10,10,100000,377,378,IT_Transmission,IT_Transmission,1,0
95,0,0,0.00025,0,-10,10,-10,10,100000,377,379,IT_Transmission,IT_Transmission,1,0
96,0,0,0.00025,0,-10,10,-10,10,100000,395,396,IT_Transmission,IT_Transmission,1,0
97,0,0,0.00025,0,-10,10,-10,10,100000,392,393,IT_Transmission,IT_Transmission,1,0
98,0,0,0.00025,0,-10,10,-10,10,100000,408,409,IT_Transmission,IT_Transmission,1,0
99,0,0,0.00025,0,-10,10,-10,10,100000,408,410,IT_Transmission,IT_Transmission,1,0
100,0,0,0.00025,0,-10,10,-10,10,100000,408,411,IT_Transmission,IT_Transmission,1,0
101,0,0,0.00025,0,-10,10,-10,10,100000,406,413,IT_Transmission,IT_Transmission,1,0
102,0,0,0.00025,0,-10,10,-10,10,100000,415,416,IT_Transmission,IT_Transmission,1,0
103,0,0,0.00025,0,-10,10,-10,10,100000,430,431,IT_Transmission,IT_Transmission,1,0
104,0,0,0.00025,0,-10,10,-10,10,100000,435,436,IT_Transmission,IT_Transmission,1,0
105,0,0,0.00025,0,-10,10,-10,10,100000,225,227,IT_Transmission,IT_Transmission,1,0
106,0,0,0.00025,0,-10,10,-10,10,100000,225,228,IT_Transmission,IT_Transmission,1,0
107,0,0,0.00025,0,-10,10,-10,10,100000,223,225,IT_Transmission,IT_Transmission,1,0
108,0,0,0.00025,0,-10,10,-10,10,100000,223,225,IT_Transmission,IT_Transmission,1,0
109,0,0,0.00025,0,-10,10,-10,10,100000,224,226,IT_Transmission,IT_Transmission,1,0
110,0,0,0.00025,0,-10,10,-10,10,100000,448,449,IT_Transmission,IT_Transmission,1,0
111,0,0,0.00025,0,-10,10,-10,10,100000,448,449,IT_Transmission,IT_Transmission,1,0
112,0,0,0.00025,0,-10,10,-10,10,100000,447,448,IT_Transmission,IT_Transmission,1,0
113,0,0,0.00025,0,-10,10,-10,10,100000,447,448,IT_Transmission,IT_Transmission,1,0
114,0,0,0.00025,0,-10,10,-10,10,100000,456,457,IT_Transmission,IT_Transmission,1,0
115,0,0,0.00025,0,-10,10,-10,10,100000,464,465,IT_Transmission,IT_Transmission,1,0
116,0,0,0.00025,0,-10,10,-10,10,100000,464,466,IT_Transmission,IT_Transmission,1,0
117,0,0,0.00025,0,-10,10,-10,10,100000,471,472,IT_Transmission,IT_Transmission,1,0
118,0,0,0.00025,0,-10,10,-10,10,100000,469,470,IT_Transmission,IT_Transmission,1,0
119,0,0,0.00025,0,-10,10,-10,10,100000,491,492,IT_Transmission,IT_Transmission,1,0
120,0,0,0.00025,0,-10,10,-10,10,100000,491,492,IT_Transmission,IT_Transmission,1,0
121,0,0,0.00025,0,-10,10,-10,10,100000,126,129,IT_Transmission,IT_Transmission,1,0
122,0,0,0.00025,0,-10,10,-10,10,100000,126,130,IT_Transmission,IT_Transmission,1,0
123,0,0,0.00025,0,-10,10,-10,10,100000,126,127,IT_Transmission,IT_Transmission,1,0
124,0,0,0.00025,0,-10,10,-10,10,100000,127,128,IT_Transmission,IT_Transmission,1,0
125,0,0,0.00025,0,-10,10,-10,10,100000,127,128,IT_Transmission,IT_Transmission,1,0
126,0,0,0.00025,0,-10,10,-10,10,100000,127,128,IT_Transmission,IT_Transmission,1,0
127,0,0,0.00025,0,-10,10,-10,10,100000,763,764,IT_Transmission,IT_Transmission,1,0
128,0,0,0.00025,0,-10,10,-10,10,100000,763,765,IT_Transmission,IT_Transmission,1,0
129,0,0,0.00025,0,-10,10,-10,10,100000,762,763,IT_Transmission,IT_Transmission,1,0
130,0,0,0.00025,0,-10,10,-10,10,100000,762,763,IT_Transmission,IT_Transmission,1,0
131,0,0,0.00025,0,-10,10,-10,10,100000,517,520,IT_Transmission,IT_Transmission,1,0
132,0,0,0.00025,0,-10,10,-10,10,100000,515,516,IT_Transmission,IT_Transmission,1,0
133,0,0,0.00025,0,-10,10,-10,10,100000,515,516,IT_Transmission,IT_Transmission,1,0
134,0,0,0.00025,0,-10,10,-10,10,100000,515,517,IT_Transmission,IT_Transmission,1,0
135,0,0,0.00025,0,-10,10,-10,10,100000,515,517,IT_Transmission,IT_Transmission,1,0
136,0,0,0.00025,0,-10,10,-10,10,100000,760,761,IT_Transmission,IT_Transmission,1,0
137,0,0,0.00025,0,-10,10,-10,10,100000,536,537,IT_Transmission,IT_Transmission,1,0
138,0,0,0.00025,0,-10,10,-10,10,100000,580,581,IT_Transmission,IT_Transmission,1,0
139,0,0,0.00025,0,-10,10,-10,10,100000,580,567,IT_Transmission,IT_Transmission,1,0
140,0,0,0.00025,0,-10,10,-10,10,100000,582,583,IT_Transmission,IT_Transmission,1,0
141,0,0,0.00025,0,-10,10,-10,10,100000,582,584,IT_Transmission,IT_Transmission,1,0
142,0,0,0.00025,0,-10,10,-10,10,100000,582,585,IT_Transmission,IT_Transmission,1,0
143,0,0,0.00025,0,-10,10,-10,10,100000,595,596,IT_Transmission,IT_Transmission,1,0
144,0,0,0.00025,0,-10,10,-10,10,100000,637,638,IT_Transmission,IT_Transmission,1,0
145,0,0,0.00025,0,-10,10,-10,10,100000,629,630,IT_Transmission,IT_Transmission,1,0
146,0,0,0.00025,0,-10,10,-10,10,100000,641,642,IT_Transmission,IT_Transmission,1,0
147,0,0,0.00025,0,-10,10,-10,10,100000,643,644,IT_Transmission,IT_Transmission,1,0
148,0,0,0.00025,0,-10,10,-10,10,100000,656,659,IT_Transmission,IT_Transmission,1,0
149,0,0,0.00025,0,-10,10,-10,10,100000,657,659,IT_Transmission,IT_Transmission,1,0
150,0,0,0.00025,0,-10,10,-10,10,100000,658,661,IT_Transmission,IT_Transmission,1,0
151,0,0,0.00025,0,-10,10,-10,10,100000,656,659,IT_Transmission,IT_Transmission,1,0
152,0,0,0.00025,0,-10,10,-10,10,100000,657,660,IT_Transmission,IT_Transmission,1,0
153,0,0,0.00025,0,-10,10,-10,10,100000,651,652,IT_Transmission,IT_Transmission,1,0
154,0,0,0.00025,0,-10,10,-10,10,100000,651,653,IT_Transmission,IT_Transmission,1,0
155,0,0,0.00025,0,-10,10,-10,10,100000,625,626,IT_Transmission,IT_Transmission,1,0
156,0,0,0.00025,0,-10,10,-10,10,100000,625,627,IT_Transmission,IT_Transmission,1,0
157,0,0,0.00025,0,-10,10,-10,10,100000,625,628,IT_Transmission,IT_Transmission,1,0
158,0,0,0.00025,0,-10,10,-10,10,100000,682,683,IT_Transmission,IT_Transmission,1,0
159,0,0,0.00025,0,-10,10,-10,10,100000,682,683,IT_Transmission,IT_Transmission,1,0
160,0,0,0.00025,0,-10,10,-10,10,100000,738,739,IT_Transmission,IT_Transmission,1,0
161,0,0,0.00025,0,-10,10,-10,10,100000,738,740,IT_Transmission,IT_Transmission,1,0
162,0,0,0.00025,0,-10,10,-10,10,100000,1015,1016,IT_Transmission,IT_Transmission,1,0
163,0,0,0.00025,0,-10,10,-10,10,100000,836,838,IT_Transmission,IT_Transmission,1,0
164,0,0,0.00025,0,-10,10,-10,10,100000,839,843,IT_Transmission,IT_Transmission,1,0
165,0,0,0.00025,0,-10,10,-10,10,100000,840,842,IT_Transmission,IT_Transmission,1,0
166,0,0,0.00025,0,-10,10,-10,10,100000,841,844,IT_Transmission,IT_Transmission,1,0
167,0,0,0.00025,0,-10,10,-10,10,100000,790,791,IT_Transmission,IT_Transmission,1,0
168,0,0,0.00025,0,-10,10,-10,10,100000,851,852,IT_Transmission,IT_Transmission,1,0
169,0,0,0.00025,0,-10,10,-10,10,100000,606,607,IT_Transmission,IT_Transmission,1,0
170,0,0,0.00025,0,-10,10,-10,10,100000,604,605,IT_Transmission,IT_Transmission,1,0
171,0,0,0.00025,0,-10,10,-10,10,100000,927,928,IT_Transmission,IT_Transmission,1,0
172,0,0,0.00025,0,-10,10,-10,10,100000,927,929,IT_Transmission,IT_Transmission,1,0
173,0,0,0.00025,0,-10,10,-10,10,100000,927,930,IT_Transmission,IT_Transmission,1,0
174,0,0,0.00025,0,-10,10,-10,10,100000,834,835,IT_Transmission,IT_Transmission,1,0
175,0,0,0.00025,0,-10,10,-10,10,100000,873,874,IT_Transmission,IT_Transmission,1,0
176,0,0,0.00025,0,-10,10,-10,10,100000,858,859,IT_Transmission,IT_Transmission,1,0
177,0,0,0.00025,0,-10,10,-10,10,100000,879,880,IT_Transmission,IT_Transmission,1,0
178,0,0,0.00025,0,-10,10,-10,10,100000,506,507,IT_Transmission,IT_Transmission,1,0
179,0,0,0.00025,0,-10,10,-10,10,100000,1088,1089,IT_Transmission,IT_Transmission,1,0
180,0,0,0.00025,0,-10,10,-10,10,100000,1242,1245,IT_Transmission,IT_Transmission,1,0
181,0,0,0.00025,0,-10,10,-10,10,100000,1242,1245,IT_Transmission,IT_Transmission,1,0
182,0,0,0.00025,0,-10,10,-10,10,100000,1252,1253,IT_Transmission,IT_Transmission,1,0
183,0,0,0.00025,0,-10,10,-10,10,100000,1249,1250,IT_Transmission,IT_Transmission,1,0
184,0,0,0.00025,0,-10,10,-10,10,100000,1261,1263,IT_Transmission,IT_Transmission,1,0
185,0,0,0.00025,0,-10,10,-10,10,100000,1261,1264,IT_Transmission,IT_Transmission,1,0
186,0,0,0.00025,0,-10,10,-10,10,100000,1261,1262,IT_Transmission,IT_Transmission,1,0
187,0,0,0.00025,0,-10,10,-10,10,100000,1287,1288,IT_Transmission,IT_Transmission,1,0
188,0,0,0.00025,0,-10,10,-10,10,100000,1290,1292,IT_Transmission,IT_Transmission,1,0
189,0,0,0.00025,0,-10,10,-10,10,100000,1290,1293,IT_Transmission,IT_Transmission,1,0
190,0,0,0.00025,0,-10,10,-10,10,100000,1291,1294,IT_Transmission,IT_Transmission,1,0
191,0,0,0.00025,0,-10,10,-10,10,100000,1270,1271,IT_Transmission,IT_Transmission,1,0
192,0,0,0.00025,0,-10,10,-10,10,100000,1274,1275,IT_Transmission,IT_Transmission,1,0
193,0,0,0.00025,0,-10,10,-10,10,100000,1295,1296,IT_Transmission,IT_Transmission,1,0
194,0,0,0.00025,0,-10,10,-10,10,100000,1318,1319,IT_Transmission,IT_Transmission,1,0
195,0,0,0.00025,0,-10,10,-10,10,100000,1318,1320,IT_Transmission,IT_Transmission,1,0
196,0,0,0.00025,0,-10,10,-10,10,100000,1316,1325,IT_Transmission,IT_Transmission,1,0
197,0,0,0.00025,0,-10,10,-10,10,100000,1316,1326,IT_Transmission,IT_Transmission,1,0
198,0,0,0.00025,0,-10,10,-10,10,100000,1329,1331,IT_Transmission,IT_Transmission,1,0
199,0,0,0.00025,0,-10,10,-10,10,100000,1330,1332,IT_Transmission,IT_Transmission,1,0
200,0,0,0.00025,0,-10,10,-10,10,100000,1346,1347,IT_Transmission,IT_Transmission,1,0
201,0,0,0.00025,0,-10,10,-10,10,100000,1346,1349,IT_Transmission,IT_Transmission,1,0
202,0,0,0.00025,0,-10,10,-10,10,100000,1355,1356,IT_Transmission,IT_Transmission,1,0
203,0,0,0.00025,0,-10,10,-10,10,100000,1355,1356,IT_Transmission,IT_Transmission,1,0
204,0,0,0.00025,0,-10,10,-10,10,100000,1355,1356,IT_Transmission,IT_Transmission,1,0
205,0,0,0.00025,0,-10,10,-10,10,100000,1357,1360,IT_Transmission,IT_Transmission,1,0
206,0,0,0.00025,0,-10,10,-10,10,100000,1358,1361,IT_Transmission,IT_Transmission,1,0
207,0,0,0.00025,0,-10,10,-10,10,100000,1357,1362,IT_Transmission,IT_Transmission,1,0
208,0,0,0.00025,0,-10,10,-10,10,100000,1358,1363,IT_Transmission,IT_Transmission,1,0
209,0,0,0.00025,0,-10,10,-10,10,100000,1359,1364,IT_Transmission,IT_Transmission,1,0
210,0,0,0.00025,0,-10,10,-10,10,100000,1367,1368,IT_Transmission,IT_Transmission,1,0
211,0,0,0.00025,0,-10,10,-10,10,100000,1367,1369,IT_Transmission,IT_Transmission,1,0
212,0,0,0.00025,0,-10,10,-10,10,100000,1365,1366,IT_Transmission,IT_Transmission,1,0
213,0,0,0.00025,0,-10,10,-10,10,100000,1311,1312,IT_Transmission,IT_Transmission,1,0
214,0,0,0.00025,0,-10,10,-10,10,100000,1303,1304,IT_Transmission,IT_Transmission,1,0
215,0,0,0.00025,0,-10,10,-10,10,100000,1303,1305,IT_Transmission,IT_Transmission,1,0
216,0,0,0.00025,0,-10,10,-10,10,100000,1303,1306,IT_Transmission,IT_Transmission,1,0
217,0,0,0.00025,0,-10,10,-10,10,100000,1303,1307,IT_Transmission,IT_Transmission,1,0
218,0,0,0.00025,0,-10,10,-10,10,100000,1303,1308,IT_Transmission,IT_Transmission,1,0
219,0,0,0.00025,0,-10,10,-10,10,100000,1309,1310,IT_Transmission,IT_Transmission,1,0
220,0,0,0.00025,0,-10,10,-10,10,100000,1381,1382,IT_Transmission,IT_Transmission,1,0
221,0,0,0.00025,0,-10,10,-10,10,100000,1385,1387,IT_Transmission,IT_Transmission,1,0
222,0,0,0.00025,0,-10,10,-10,10,100000,1385,1388,IT_Transmission,IT_Transmission,1,0
223,0,0,0.00025,0,-10,10,-10,10,100000,1385,1386,IT_Transmission,IT_Transmission,1,0
224,0,0,0.00025,0,-10,10,-10,10,100000,1397,1398,IT_Transmission,IT_Transmission,1,0
225,0,0,0.00025,0,-10,10,-10,10,100000,1397,1398,IT_Transmission,IT_Transmission,1,0
226,0,0,0.00025,0,-10,10,-10,10,100000,1410,1412,IT_Transmission,IT_Transmission,1,0
227,0,0,0.00025,0,-10,10,-10,10,100000,1410,1411,IT_Transmission,IT_Transmission,1,0
228,0,0,0.00025,0,-10,10,-10,10,100000,1416,1418,IT_Transmission,IT_Transmission,1,0
229,0,0,0.00025,0,-10,10,-10,10,100000,1416,1417,IT_Transmission,IT_Transmission,1,0
230,0,0,0.00025,0,-10,10,-10,10,100000,1422,1423,IT_Transmission,IT_Transmission,1,0
231,0,0,0.00025,0,-10,10,-10,10,100000,1444,1445,IT_Transmission,IT_Transmission,1,0
232,0,0,0.00025,0,-10,10,-10,10,100000,1454,1455,IT_Transmission,IT_Transmission,1,0
233,0,0,0.00025,0,-10,10,-10,10,100000,1428,1429,IT_Transmission,IT_Transmission,1,0
234,0,0,0.00025,0,-10,10,-10,10,100000,1427,1428,IT_Transmission,IT_Transmission,1,0
235,0,0,0.00025,0,-10,10,-10,10,100000,1462,1464,IT_Transmission,IT_Transmission,1,0
236,0,0,0.00025,0,-10,10,-10,10,100000,1462,1463,IT_Transmission,IT_Transmission,1,0
237,0,0,0.00025,0,-10,10,-10,10,100000,1462,1464,IT_Transmission,IT_Transmission,1,0
238,0,0,0.00025,0,-10,10,-10,10,100000,1469,1470,IT_Transmission,IT_Transmission,1,0
239,0,0,0.00025,0,-10,10,-10,10,100000,1471,1472,IT_Transmission,IT_Transmission,1,0
240,0,0,0.00025,0,-10,10,-10,10,100000,1531,1532,IT_Transmission,IT_Transmission,1,0
241,0,0,0.00025,0,-10,10,-10,10,100000,1518,1521,IT_Transmission,IT_Transmission,1,0
242,0,0,0.00025,0,-10,10,-10,10,100000,1518,1520,IT_Transmission,IT_Transmission,1,0
243,0,0,0.00025,0,-10,10,-10,10,100000,1527,1528,IT_Transmission,IT_Transmission,1,0
244,0,0,0.00025,0,-10,10,-10,10,100000,1529,1530,IT_Transmission,IT_Transmission,1,0
245,0,0,0.00025,0,-10,10,-10,10,100000,1482,1484,IT_Transmission,IT_Transmission,1,0
246,0,0,0.00025,0,-10,10,-10,10,100000,1482,1483,IT_Transmission,IT_Transmission,1,0
247,0,0,0.00025,0,-10,10,-10,10,100000,1565,1566,IT_Transmission,IT_Transmission,1,0
248,0,0,0.00025,0,-10,10,-10,10,100000,1565,1567,IT_Transmission,IT_Transmission,1,0
249,0,0,0.00025,0,-10,10,-10,10,100000,1559,1560,IT_Transmission,IT_Transmission,1,0
250,0,0,0.00025,0,-10,10,-10,10,100000,1584,1586,IT_Transmission,IT_Transmission,1,0
251,0,0,0.00025,0,-10,10,-10,10,100000,1584,1585,IT_Transmission,IT_Transmission,1,0
252,0,0,0.00025,0,-10,10,-10,10,100000,1735,1599,IT_Transmission,IT_Transmission,1,0
253,0,0,0.00025,0,-10,10,-10,10,100000,1608,1609,IT_Transmission,IT_Transmission,1,0
254,0,0,0.00025,0,-10,10,-10,10,100000,1608,1610,IT_Transmission,IT_Transmission,1,0
255,0,0,0.00025,0,-10,10,-10,10,100000,1608,1611,IT_Transmission,IT_Transmission,1,0
256,0,0,0.00025,0,-10,10,-10,10,100000,1608,1612,IT_Transmission,IT_Transmission,1,0
257,0,0,0.00025,0,-10,10,-10,10,100000,1737,1738,IT_Transmission,IT_Transmission,1,0
258,0,0,0.00025,0,-10,10,-10,10,100000,1620,1621,IT_Transmission,IT_Transmission,1,0
259,0,0,0.00025,0,-10,10,-10,10,100000,1626,1627,IT_Transmission,IT_Transmission,1,0
260,0,0,0.00025,0,-10,10,-10,10,100000,1645,1646,IT_Transmission,IT_Transmission,1,0
261,0,0,0.00025,0,-10,10,-10,10,100000,1645,1647,IT_Transmission,IT_Transmission,1,0
262,0,0,0.00025,0,-10,10,-10,10,100000,1631,1632,IT_Transmission,IT_Transmission,1,0
263,0,0,0.00025,0,-10,10,-10,10,100000,1641,1642,IT_Transmission,IT_Transmission,1,0
264,0,0,0.00025,0,-10,10,-10,10,100000,1727,1701,IT_Transmission,IT_Transmission,1,0
265,0,0,0.00025,0,-10,10,-10,10,100000,1676,1678,IT_Transmission,IT_Transmission,1,0
266,0,0,0.00025,0,-10,10,-10,10,100000,1676,1677,IT_Transmission,IT_Transmission,1,0
267,0,0,0.00025,0,-10,10,-10,10,100000,1684,1685,IT_Transmission,IT_Transmission,1,0
268,0,0,0.00025,0,-10,10,-10,10,100000,1684,1687,IT_Transmission,IT_Transmission,1,0
269,0,0,0.00025,0,-10,10,-10,10,100000,1684,1686,IT_Transmission,IT_Transmission,1,0
270,0,0,0.00025,0,-10,10,-10,10,100000,1728,1729,IT_Transmission,IT_Transmission,1,0
271,0,0,0.00025,0,-10,10,-10,10,100000,1712,1713,IT_Transmission,IT_Transmission,1,0
272,0,0,0.00025,0,-10,10,-10,10,100000,1714,1715,IT_Transmission,IT_Transmission,1,0
273,0,0,0.00025,0,-10,10,-10,10,100000,1733,1734,IT_Transmission,IT_Transmission,1,0
