ID,QtBid,QPHPFrom,QPHPTo,QPHPSlope,QPHPOffset,QPHPConstr
102971,111525,-1,-1,0.05,0,0
102972,111525,-1,-1,0.05,0,0
105336,112319,-1,-1,0.141539,0,1
105337,112319,-1,-1,0.141539,0,0
105338,112320,-1,-1,0.141539,0,1
105339,112320,-1,-1,0.141539,0,0
102973,111526,-1,-1,0.05,0,0
102974,111526,-1,-1,0.05,0,0
102975,111526,-1,-1,0.05,0,0
102976,111527,-1,-1,0.05,0,0
102977,111527,-1,-1,0.05,0,0
102978,111527,-1,-1,0.05,0,0
102979,111528,-1,-1,0.05,0,0
102980,111528,-1,-1,0.05,0,0
102981,111528,-1,-1,0.05,0,0
105340,112321,-1,-1,0.141539,0,1
105341,112321,-1,-1,0.141539,0,0
105342,112322,-1,-1,0.141539,0,1
105343,112322,-1,-1,0.141539,0,0
102982,111529,-1,-1,0.05,0,0
102983,111529,-1,-1,0.05,0,0
102984,111529,-1,-1,0.05,0,0
105344,112323,-1,-1,0.141539,0,1
105345,112323,-1,-1,0.141539,0,0
105346,112324,-1,-1,0.141539,0,1
105347,112324,-1,-1,0.141539,0,0
102985,111530,-1,-1,0.05,0,0
102986,111530,-1,-1,0.05,0,0
102987,111530,-1,-1,0.05,0,0
105348,112325,-1,-1,0.141539,0,1
105349,112325,-1,-1,0.141539,0,0
105350,112326,-1,-1,0.141539,0,1
105351,112326,-1,-1,0.141539,0,0
102988,111531,-1,-1,0.05,0,0
102989,111531,-1,-1,0.05,0,0
102990,111531,-1,-1,0.05,0,0
105352,112327,-1,-1,0.141539,0,1
105353,112327,-1,-1,0.141539,0,0
105354,112328,-1,-1,0.141539,0,1
105355,112328,-1,-1,0.141539,0,0
102991,111532,-1,-1,0.05,0,0
102992,111532,-1,-1,0.05,0,0
102993,111532,-1,-1,0.05,0,0
102994,111533,-1,-1,0.05,0,0
102995,111533,-1,-1,0.05,0,0
102996,111533,-1,-1,0.05,0,0
102997,111534,-1,-1,0.05,0,0
102998,111534,-1,-1,0.05,0,0
102999,111534,-1,-1,0.05,0,0
103000,111535,-1,-1,0.05,0,0
103001,111535,-1,-1,0.05,0,0
103002,111535,-1,-1,0.05,0,0
105356,112329,-1,-1,0.141539,0,1
105357,112329,-1,-1,0.141539,0,0
105358,112330,-1,-1,0.141539,0,1
105359,112330,-1,-1,0.141539,0,0
105360,112331,-1,-1,0.141539,0,1
105361,112331,-1,-1,0.141539,0,0
103003,111536,-1,-1,0.05,0,0
103004,111536,-1,-1,0.05,0,0
103005,111536,-1,-1,0.05,0,0
105362,112332,-1,-1,0.141539,0,1
105363,112332,-1,-1,0.141539,0,0
105364,112333,-1,-1,0.141539,0,1
105365,112333,-1,-1,0.141539,0,0
105366,112334,-1,-1,0.141539,0,1
105367,112334,-1,-1,0.141539,0,0
103006,111537,-1,-1,0.05,0,0
103007,111537,-1,-1,0.05,0,0
103008,111537,-1,-1,0.05,0,0
103009,111538,-1,-1,0.05,0,0
103010,111538,-1,-1,0.05,0,0
103011,111538,-1,-1,0.05,0,0
103012,111539,-1,-1,0.05,0,0
103013,111539,-1,-1,0.05,0,0
103014,111539,-1,-1,0.05,0,0
105368,112335,-1,-1,0.141539,0,1
105369,112335,-1,-1,0.141539,0,0
105370,112336,-1,-1,0.141539,0,1
105371,112336,-1,-1,0.141539,0,0
105372,112337,-1,-1,0.141539,0,1
105373,112337,-1,-1,0.141539,0,0
103015,111540,-1,-1,0.05,0,0
103016,111540,-1,-1,0.05,0,0
103017,111540,-1,-1,0.05,0,0
103018,111541,-1,-1,0.05,0,0
103019,111541,-1,-1,0.05,0,0
103020,111541,-1,-1,0.05,0,0
103021,111542,-1,-1,0.05,0,0
103022,111542,-1,-1,0.05,0,0
103023,111542,-1,-1,0.05,0,0
105374,112338,-1,-1,0.141539,0,1
105375,112338,-1,-1,0.141539,0,0
105376,112339,-1,-1,0.141539,0,1
105377,112339,-1,-1,0.141539,0,0
105378,112340,-1,-1,0.141539,0,1
105379,112340,-1,-1,0.141539,0,0
103024,111543,-1,-1,0.05,0,0
103025,111543,-1,-1,0.05,0,0
103026,111543,-1,-1,0.05,0,0
103027,111544,-1,-1,0.05,0,0
103028,111544,-1,-1,0.05,0,0
103029,111544,-1,-1,0.05,0,0
103030,111545,-1,-1,0.05,0,0
103031,111545,-1,-1,0.05,0,0
103032,111545,-1,-1,0.05,0,0
103033,111546,-1,-1,0.05,0,0
103034,111546,-1,-1,0.05,0,0
103035,111546,-1,-1,0.05,0,0
103036,111547,-1,-1,0.05,0,0
103037,111547,-1,-1,0.05,0,0
103038,111547,-1,-1,0.05,0,0
103039,111548,-1,-1,0.05,0,0
103040,111548,-1,-1,0.05,0,0
103041,111548,-1,-1,0.05,0,0
103042,111549,-1,-1,0.05,0,0
103043,111549,-1,-1,0.05,0,0
103044,111549,-1,-1,0.05,0,0
105380,112341,-1,-1,0.141539,0,1
105381,112341,-1,-1,0.141539,0,0
105382,112342,-1,-1,0.141539,0,1
105383,112342,-1,-1,0.141539,0,0
105384,112343,-1,-1,0.141539,0,1
105385,112343,-1,-1,0.141539,0,0
103045,111550,-1,-1,0.05,0,0
103046,111550,-1,-1,0.05,0,0
103047,111550,-1,-1,0.05,0,0
103048,111551,-1,-1,0.05,0,0
103049,111551,-1,-1,0.05,0,0
103050,111551,-1,-1,0.05,0,0
103051,111552,-1,-1,0.05,0,0
103052,111552,-1,-1,0.05,0,0
103053,111552,-1,-1,0.05,0,0
103054,111553,-1,-1,0.05,0,0
103055,111553,-1,-1,0.05,0,0
103056,111553,-1,-1,0.05,0,0
103057,111554,-1,-1,0.05,0,0
103058,111554,-1,-1,0.05,0,0
103059,111554,-1,-1,0.05,0,0
105386,112344,-1,-1,0.141539,0,1
105387,112344,-1,-1,0.141539,0,0
105388,112345,-1,-1,0.141539,0,1
105389,112345,-1,-1,0.141539,0,0
103060,111555,-1,-1,0.05,0,0
103061,111555,-1,-1,0.05,0,0
103062,111555,-1,-1,0.05,0,0
103063,111556,-1,-1,0.05,0,0
103064,111556,-1,-1,0.05,0,0
103065,111556,-1,-1,0.05,0,0
103066,111557,-1,-1,0.05,0,0
103067,111557,-1,-1,0.05,0,0
103068,111557,-1,-1,0.05,0,0
105390,112346,-1,-1,0.141539,0,1
105391,112346,-1,-1,0.141539,0,0
105392,112347,-1,-1,0.141539,0,1
105393,112347,-1,-1,0.141539,0,0
103069,111558,-1,-1,0.05,0,0
103070,111558,-1,-1,0.05,0,0
103071,111558,-1,-1,0.05,0,0
105394,112348,-1,-1,0.141539,0,1
105395,112348,-1,-1,0.141539,0,0
105396,112349,-1,-1,0.141539,0,1
105397,112349,-1,-1,0.141539,0,0
105398,112350,-1,-1,0.141539,0,1
105399,112350,-1,-1,0.141539,0,0
105400,112351,-1,-1,0.141539,0,1
105401,112351,-1,-1,0.141539,0,0
103072,111559,-1,-1,0.05,0,0
103073,111559,-1,-1,0.05,0,0
103074,111559,-1,-1,0.05,0,0
103075,111560,-1,-1,0.05,0,0
103076,111560,-1,-1,0.05,0,0
103077,111560,-1,-1,0.05,0,0
103078,111561,-1,-1,0.05,0,0
103079,111561,-1,-1,0.05,0,0
103080,111561,-1,-1,0.05,0,0
103081,111562,-1,-1,0.05,0,0
103082,111562,-1,-1,0.05,0,0
103083,111562,-1,-1,0.05,0,0
103084,111563,-1,-1,0.05,0,0
103085,111563,-1,-1,0.05,0,0
103086,111563,-1,-1,0.05,0,0
105402,112352,-1,-1,0.141539,0,1
105403,112352,-1,-1,0.141539,0,0
105404,112353,-1,-1,0.141539,0,1
105405,112353,-1,-1,0.141539,0,0
103087,111564,-1,-1,0.05,0,0
103088,111564,-1,-1,0.05,0,0
103089,111564,-1,-1,0.05,0,0
103090,111565,-1,-1,0.05,0,0
103091,111565,-1,-1,0.05,0,0
103092,111565,-1,-1,0.05,0,0
103093,111566,-1,-1,0.05,0,0
103094,111566,-1,-1,0.05,0,0
103095,111566,-1,-1,0.05,0,0
103096,111567,-1,-1,0.05,0,0
103097,111567,-1,-1,0.05,0,0
103098,111567,-1,-1,0.05,0,0
105406,112354,-1,-1,0.141539,0,1
105407,112354,-1,-1,0.141539,0,0
105408,112355,-1,-1,0.141539,0,1
105409,112355,-1,-1,0.141539,0,0
105410,112356,-1,-1,0.141539,0,1
105411,112356,-1,-1,0.141539,0,0
103099,111568,-1,-1,0.05,0,0
103100,111568,-1,-1,0.05,0,0
103101,111568,-1,-1,0.05,0,0
105412,112357,-1,-1,0.141539,0,1
105413,112357,-1,-1,0.141539,0,0
105414,112358,-1,-1,0.141539,0,1
105415,112358,-1,-1,0.141539,0,0
103102,111569,-1,-1,0.05,0,0
103103,111569,-1,-1,0.05,0,0
103104,111569,-1,-1,0.05,0,0
105416,112359,-1,-1,0.141539,0,1
105417,112359,-1,-1,0.141539,0,0
105418,112360,-1,-1,0.141539,0,1
105419,112360,-1,-1,0.141539,0,0
103105,111570,-1,-1,0.05,0,0
103106,111570,-1,-1,0.05,0,0
103107,111570,-1,-1,0.05,0,0
105420,112361,-1,-1,0.141539,0,1
105421,112361,-1,-1,0.141539,0,0
105422,112362,-1,-1,0.141539,0,1
105423,112362,-1,-1,0.141539,0,0
103108,111571,-1,-1,0.05,0,0
103109,111571,-1,-1,0.05,0,0
103110,111571,-1,-1,0.05,0,0
103111,111572,-1,-1,0.05,0,0
103112,111572,-1,-1,0.05,0,0
103113,111572,-1,-1,0.05,0,0
105424,112363,-1,-1,0.141539,0,1
105425,112363,-1,-1,0.141539,0,0
105426,112364,-1,-1,0.141539,0,1
105427,112364,-1,-1,0.141539,0,0
103114,111573,-1,-1,0.05,0,0
103115,111573,-1,-1,0.05,0,0
103116,111573,-1,-1,0.05,0,0
103117,111574,-1,-1,0.05,0,0
103118,111574,-1,-1,0.05,0,0
103119,111574,-1,-1,0.05,0,0
105428,112365,-1,-1,0.141539,0,1
105429,112365,-1,-1,0.141539,0,0
105430,112366,-1,-1,0.141539,0,1
105431,112366,-1,-1,0.141539,0,0
105432,112367,-1,-1,0.141539,0,1
105433,112367,-1,-1,0.141539,0,0
103120,111575,-1,-1,0.05,0,0
103121,111575,-1,-1,0.05,0,0
103122,111575,-1,-1,0.05,0,0
105434,112368,-1,-1,0.141539,0,1
105435,112368,-1,-1,0.141539,0,0
105436,112369,-1,-1,0.141539,0,1
105437,112369,-1,-1,0.141539,0,0
105438,112370,-1,-1,0.141539,0,1
105439,112370,-1,-1,0.141539,0,0
105440,112371,-1,-1,0.141539,0,1
105441,112371,-1,-1,0.141539,0,0
105442,112372,-1,-1,0.141539,0,1
105443,112372,-1,-1,0.141539,0,0
103123,111576,-1,-1,0.05,0,0
103124,111576,-1,-1,0.05,0,0
103125,111576,-1,-1,0.05,0,0
105444,112373,-1,-1,0.141539,0,1
105445,112373,-1,-1,0.141539,0,0
105446,112374,-1,-1,0.141539,0,1
105447,112374,-1,-1,0.141539,0,0
103126,111577,-1,-1,0.05,0,0
103127,111577,-1,-1,0.05,0,0
103128,111577,-1,-1,0.05,0,0
103129,111578,-1,-1,0.05,0,0
103130,111578,-1,-1,0.05,0,0
103131,111578,-1,-1,0.05,0,0
103132,111579,-1,-1,0.05,0,0
103133,111579,-1,-1,0.05,0,0
103134,111579,-1,-1,0.05,0,0
103135,111580,-1,-1,0.05,0,0
103136,111580,-1,-1,0.05,0,0
103137,111580,-1,-1,0.05,0,0
103138,111581,-1,-1,0.05,0,0
103139,111581,-1,-1,0.05,0,0
103140,111581,-1,-1,0.05,0,0
105448,112375,-1,-1,0.141539,0,1
105449,112375,-1,-1,0.141539,0,0
105450,112376,-1,-1,0.141539,0,1
105451,112376,-1,-1,0.141539,0,0
103141,111582,-1,-1,0.05,0,0
103142,111582,-1,-1,0.05,0,0
103143,111582,-1,-1,0.05,0,0
105452,112377,-1,-1,0.141539,0,1
105453,112377,-1,-1,0.141539,0,0
105454,112378,-1,-1,0.141539,0,1
105455,112378,-1,-1,0.141539,0,0
103144,111583,-1,-1,0.05,0,0
103145,111583,-1,-1,0.05,0,0
103146,111583,-1,-1,0.05,0,0
103147,111584,-1,-1,0.05,0,0
103148,111584,-1,-1,0.05,0,0
103149,111584,-1,-1,0.05,0,0
103150,111585,-1,-1,0.05,0,0
103151,111585,-1,-1,0.05,0,0
103152,111585,-1,-1,0.05,0,0
105456,112379,-1,-1,0.141539,0,1
105457,112379,-1,-1,0.141539,0,0
105458,112380,-1,-1,0.141539,0,1
105459,112380,-1,-1,0.141539,0,0
103153,111586,-1,-1,0.05,0,0
103154,111586,-1,-1,0.05,0,0
103155,111586,-1,-1,0.05,0,0
105460,112381,-1,-1,0.141539,0,1
105461,112381,-1,-1,0.141539,0,0
105462,112382,-1,-1,0.141539,0,1
105463,112382,-1,-1,0.141539,0,0
103156,111587,-1,-1,0.05,0,0
103157,111587,-1,-1,0.05,0,0
103158,111587,-1,-1,0.05,0,0
103159,111588,-1,-1,0.05,0,0
103160,111588,-1,-1,0.05,0,0
103161,111588,-1,-1,0.05,0,0
103162,111589,-1,-1,0.05,0,0
103163,111589,-1,-1,0.05,0,0
103164,111589,-1,-1,0.05,0,0
105464,112383,-1,-1,0.141539,0,1
105465,112383,-1,-1,0.141539,0,0
105466,112384,-1,-1,0.141539,0,1
105467,112384,-1,-1,0.141539,0,0
103165,111590,-1,-1,0.05,0,0
103166,111590,-1,-1,0.05,0,0
103167,111590,-1,-1,0.05,0,0
105468,112385,-1,-1,0.141539,0,1
105469,112385,-1,-1,0.141539,0,0
105470,112386,-1,-1,0.141539,0,1
105471,112386,-1,-1,0.141539,0,0
103168,111591,-1,-1,0.05,0,0
103169,111591,-1,-1,0.05,0,0
103170,111591,-1,-1,0.05,0,0
105472,112387,-1,-1,0.141539,0,1
105473,112387,-1,-1,0.141539,0,0
105474,112388,-1,-1,0.141539,0,1
105475,112388,-1,-1,0.141539,0,0
103171,111592,-1,-1,0.05,0,0
103172,111592,-1,-1,0.05,0,0
103173,111592,-1,-1,0.05,0,0
103174,111593,-1,-1,0.05,0,0
103175,111593,-1,-1,0.05,0,0
103176,111593,-1,-1,0.05,0,0
105476,112389,-1,-1,0.141539,0,1
105477,112389,-1,-1,0.141539,0,0
105478,112390,-1,-1,0.141539,0,1
105479,112390,-1,-1,0.141539,0,0
103177,111594,-1,-1,0.05,0,0
103178,111594,-1,-1,0.05,0,0
103179,111594,-1,-1,0.05,0,0
103180,111595,-1,-1,0.05,0,0
103181,111595,-1,-1,0.05,0,0
103182,111595,-1,-1,0.05,0,0
105480,112391,-1,-1,0.141539,0,1
105481,112391,-1,-1,0.141539,0,0
105482,112392,-1,-1,0.141539,0,1
105483,112392,-1,-1,0.141539,0,0
103183,111596,-1,-1,0.05,0,0
103184,111596,-1,-1,0.05,0,0
103185,111596,-1,-1,0.05,0,0
105484,112393,-1,-1,0.141539,0,1
105485,112393,-1,-1,0.141539,0,0
105486,112394,-1,-1,0.141539,0,1
105487,112394,-1,-1,0.141539,0,0
105488,112395,-1,-1,0.141539,0,1
105489,112395,-1,-1,0.141539,0,0
103186,111597,-1,-1,0.05,0,0
103187,111597,-1,-1,0.05,0,0
103188,111597,-1,-1,0.05,0,0
105490,112396,-1,-1,0.141539,0,1
105491,112396,-1,-1,0.141539,0,0
105492,112397,-1,-1,0.141539,0,1
105493,112397,-1,-1,0.141539,0,0
103189,111598,-1,-1,0.05,0,0
103190,111598,-1,-1,0.05,0,0
103191,111598,-1,-1,0.05,0,0
105494,112398,-1,-1,0.141539,0,1
105495,112398,-1,-1,0.141539,0,0
105496,112399,-1,-1,0.141539,0,1
105497,112399,-1,-1,0.141539,0,0
105498,112400,-1,-1,0.141539,0,1
105499,112400,-1,-1,0.141539,0,0
103192,111599,-1,-1,0.05,0,0
103193,111599,-1,-1,0.05,0,0
103194,111599,-1,-1,0.05,0,0
105500,112401,-1,-1,0.141539,0,1
105501,112401,-1,-1,0.141539,0,0
105502,112402,-1,-1,0.141539,0,1
105503,112402,-1,-1,0.141539,0,0
103195,111600,-1,-1,0.05,0,0
103196,111600,-1,-1,0.05,0,0
103197,111600,-1,-1,0.05,0,0
105504,112403,-1,-1,0.141539,0,1
105505,112403,-1,-1,0.141539,0,0
105506,112404,-1,-1,0.141539,0,1
105507,112404,-1,-1,0.141539,0,0
105508,112405,-1,-1,0.141539,0,1
105509,112405,-1,-1,0.141539,0,0
103198,111601,-1,-1,0.05,0,0
103199,111601,-1,-1,0.05,0,0
103200,111601,-1,-1,0.05,0,0
105510,112406,-1,-1,0.141539,0,1
105511,112406,-1,-1,0.141539,0,0
105512,112407,-1,-1,0.141539,0,1
105513,112407,-1,-1,0.141539,0,0
105514,112408,-1,-1,0.141539,0,1
105515,112408,-1,-1,0.141539,0,0
103201,111602,-1,-1,0.05,0,0
103202,111602,-1,-1,0.05,0,0
103203,111602,-1,-1,0.05,0,0
103204,111603,-1,-1,0.05,0,0
103205,111603,-1,-1,0.05,0,0
103206,111603,-1,-1,0.05,0,0
105516,112409,-1,-1,0.141539,0,1
105517,112409,-1,-1,0.141539,0,0
105518,112410,-1,-1,0.141539,0,1
105519,112410,-1,-1,0.141539,0,0
103207,111604,-1,-1,0.05,0,0
103208,111604,-1,-1,0.05,0,0
103209,111604,-1,-1,0.05,0,0
105520,112411,-1,-1,0.141539,0,1
105521,112411,-1,-1,0.141539,0,0
103210,111605,-1,-1,0.05,0,0
103211,111605,-1,-1,0.05,0,0
103212,111605,-1,-1,0.05,0,0
103213,111606,-1,-1,0.05,0,0
103214,111606,-1,-1,0.05,0,0
103215,111606,-1,-1,0.05,0,0
103216,111607,-1,-1,0.05,0,0
103217,111607,-1,-1,0.05,0,0
103218,111607,-1,-1,0.05,0,0
105522,112412,-1,-1,0.141539,0,1
105523,112412,-1,-1,0.141539,0,0
105524,112413,-1,-1,0.141539,0,1
105525,112413,-1,-1,0.141539,0,0
105526,112414,-1,-1,0.141539,0,1
105527,112414,-1,-1,0.141539,0,0
103219,111608,-1,-1,0.05,0,0
103220,111608,-1,-1,0.05,0,0
103221,111608,-1,-1,0.05,0,0
103222,111609,-1,-1,0.05,0,0
